case,event
74,aj$1
74,f
74,ai$0$1
74,am
74,s$1
74,i
74,s$0
74,aa
74,q$0
74,ac$1
74,p
74,ab
74,al$0
74,o
74,w$1
74,z$0
74,k
74,ai$1
74,ad
74,al$1
74,z$1
74,n$0
74,d$1
74,c$0
75,a
75,f
75,s$1
75,aa
75,aj$1
75,h
75,aj$1
75,s$0
75,ab
75,am
75,ai$0$0
75,q$0
75,ac$1
75,al$0
75,p
75,o
75,w$1
75,k
75,z$0
75,ad
75,ai$1
75,al$1
75,d$1
75,n$0
75,z$1
75,c$0
76,f
76,a
76,aj$1
76,i
76,h
76,s$1
76,am
76,s$1
76,ai$0$1
76,aa
76,ab
76,ac$1
76,q$0
76,al$0
76,p
76,o
76,w$1
76,k
76,z$0
76,ad
76,al$1
76,ai$1
76,d$1
76,z$1
76,n$0
76,c$0
77,a
77,s$1
77,ak
77,w$0
77,ah
77,d$0
77,aa
77,h
77,ab
77,aj$0
77,ac$1
77,ai$0$0
77,am
77,q$0
77,ac$0
77,k
77,z$0
77,ai$1
77,y
77,n$0
77,n$0
77,d$1
77,z$1
77,c$0
78,f
78,a
78,aj$1
78,am
78,i
78,h
78,s$1
78,s$1
78,q$0
78,al$0
78,ai$0$0
78,ac$1
78,aa
78,p
78,ab
78,o
78,w$1
78,k
78,z$0
78,ai$1
78,ad
78,al$1
78,d$1
78,z$1
78,n$0
78,c$0
79,aj$1
79,j
79,f
79,q$1
79,s$1
79,h
79,g
79,ai$0$1
79,aa
79,am
79,s$0
79,ac$1
79,ab
79,q$0
79,al$0
79,p
79,o
79,w$1
79,k
79,z$0
79,ad
79,ai$1
79,al$1
79,z$1
79,d$1
79,n$0
79,c$0
80,aj$1
80,a
80,s$1
80,f
80,g
80,am
80,s$1
80,h
80,aa
80,q$0
80,ai$0$0
80,al$0
80,ac$1
80,ab
80,p
80,o
80,w$1
80,z$0
80,k
80,ad
80,ai$1
80,al$1
80,z$1
80,d$1
80,n$0
80,c$0
81,q$1
81,j
81,ak
81,h
81,w$0
81,s$1
81,aa
81,ah
81,d$0
81,ab
81,ai$0$1
81,aj$0
81,am
81,s$0
81,ac$1
81,q$0
81,al$0
81,p
81,o
81,w$1
81,k
81,z$0
81,ad
81,ai$1
81,al$1
81,n$0
81,d$1
81,z$1
82,a
82,s$1
82,f
82,aj$1
82,s$1
82,aj$1
82,am
82,h
82,aa
82,ai$0$1
82,q$0
82,al$0
82,ab
82,p
82,ac$0
82,o
82,w$1
82,z$0
82,k
82,ad
82,ai$1
82,al$1
82,z$1
82,n$0
82,d$1
82,c$0
83,a
83,h
83,f
83,ai$0$1
83,aj$1
83,s$1
83,am
83,aa
83,s$0
83,ab
83,i
83,ac$1
83,q$0
83,al$0
83,p
83,o
83,w$1
83,k
83,z$0
83,ai$1
83,ad
83,al$1
83,z$1
83,n$0
83,d$1
83,c$0
85,a
85,f
85,h
85,s$1
85,aj$1
85,aa
85,ai$0$1
85,i
85,ab
85,ac$1
85,s$0
85,am
85,q$0
85,p
85,al$0
85,o
85,w$1
85,k
85,z$0
85,ai$1
85,ad
85,al$1
85,n$0
85,z$1
85,d$1
85,c$0
87,aj$1
87,j
87,q$1
87,f
87,am
87,h
87,s$1
87,s$0
87,aa
87,g
87,q$0
87,ai$0$0
87,ab
87,p
87,al$0
87,o
87,ac$0
87,w$1
87,k
87,z$0
87,ad
87,al$1
87,ai$1
87,n$0
87,d$1
87,z$1
87,c$0
89,ak
89,a
89,h
89,n$1
89,w$0
89,s$1
89,aa
89,d$0
89,ai$0$1
89,ab
89,am
89,s$0
89,g
89,q$0
89,ac$0
89,p
89,al$0
89,o
89,w$1
89,z$0
89,k
89,ad
89,ai$1
89,al$1
89,z$1
89,n$0
89,d$1
89,c$0
90,ak
90,w$0
90,c$1
90,q$1
90,j
90,at
90,d$0
90,i
90,s$1
90,h
90,am
90,ai$0$1
90,s$0
90,ac$1
90,aa
90,ab
90,q$0
90,al$0
90,p
90,o
90,w$1
90,k
90,z$0
90,ai$1
90,ad
90,al$1
90,z$1
90,n$0
90,d$1
90,c$0
91,ak
91,q$1
91,j
91,w$0
91,s$1
91,ah
91,d$0
91,h
91,aj$1
91,ac$1
91,am
91,aa
91,ai$0$0
91,ab
91,q$0
91,z$0
91,ac$0
91,k
91,ai$1
91,y
91,n$0
91,z$1
91,d$1
91,n$0
91,c$0
92,a
92,h
92,ai$0$1
92,ak
92,w$0
92,s$1
92,aa
92,ac$1
92,ah
92,ab
92,d$0
92,aj$0
92,af
92,ac$0
92,z$0
92,k
92,ai$1
92,ai$1
92,n$0
92,z$1
92,d$1
93,f
93,q$1
93,aj$1
93,j
93,am
93,aj$1
93,s$1
93,h
93,q$0
93,s$0
93,aa
93,ai$0$0
93,p
93,al$0
93,ab
93,ac$0
93,o
93,w$1
93,k
93,z$0
93,ai$1
93,ad
93,al$1
93,d$1
93,z$1
93,n$0
93,c$0
94,aj$1
94,a
94,f
94,am
94,h
94,ai$0$1
94,s$1
94,s$1
94,i
94,ac$1
94,q$0
94,aa
94,ab
94,p
94,al$0
94,o
94,w$1
94,z$0
94,k
94,ad
94,al$1
94,ai$1
94,n$0
94,z$1
94,d$1
94,c$0
95,aj$1
95,f
95,a
95,s$1
95,s$1
95,h
95,i
95,am
95,aa
95,ai$0$1
95,q$0
95,p
95,ab
95,ac$1
95,al$0
95,o
95,w$1
95,z$0
95,k
95,ai$1
95,ad
95,al$1
95,z$1
95,n$0
95,d$1
95,c$0
96,ak
96,a
96,ah
96,s$1
96,w$0
96,h
96,aa
96,d$0
96,ab
96,ai$0$0
96,aj$0
96,ac$0
96,ac$0
96,af
96,k
96,z$0
96,ai$1
96,ai$1
96,z$1
96,n$0
96,d$1
96,c$0
97,a
97,ak
97,n$1
97,w$0
97,h
97,s$1
97,d$0
97,aa
97,ai$0$1
97,ac$1
97,am
97,s$0
97,ab
97,g
97,q$0
97,al$0
97,p
97,o
97,w$1
97,z$0
97,k
97,ad
97,ai$1
97,al$1
97,z$1
97,n$0
97,d$1
97,c$0
98,a
98,s$1
98,ak
98,h
98,aa
98,w$0
98,ah
98,ab
98,ai$0$0
98,ac$1
98,d$0
98,aj$0
98,ac$0
98,af
98,k
98,z$0
98,ai$1
98,y
98,n$0
98,d$1
98,n$0
98,z$1
98,c$0
99,aj$1
99,f
99,a
99,h
99,am
99,s$1
99,g
99,s$1
99,q$0
99,ai$0$1
99,al$0
99,aa
99,p
99,o
99,ac$0
99,w$1
99,ab
99,k
99,z$0
99,ad
99,ai$1
99,al$1
99,n$0
99,z$1
99,d$1
99,c$0
100,ak
100,q$1
100,ah
100,w$0
100,j
100,s$1
100,d$0
100,h
100,ai$0$1
100,aa
100,ac$1
100,af
100,z$0
100,ac$0
100,k
100,aj$0
100,ab
100,ai$1
100,ai$1
100,n$0
100,z$1
100,d$1
100,c$0
101,f
101,aj$1
101,s$1
101,a
101,am
101,s$1
101,aj$1
101,aa
101,q$0
101,p
101,h
101,al$0
101,ai$0$0
101,ab
101,ac$0
101,o
101,w$1
101,z$0
101,k
101,ad
101,ai$1
101,al$1
101,d$1
101,n$0
101,z$1
101,c$0
102,j
102,ak
102,w$0
102,q$1
102,h
102,d$0
102,s$1
102,ai$0$1
102,ah
102,aa
102,am
102,s$0
102,ab
102,ac$1
102,aj$0
102,q$0
102,p
102,al$0
102,o
102,w$1
102,k
102,z$0
102,ad
102,ai$1
102,al$1
102,z$1
102,d$1
102,n$0
102,c$0
106,q$1
106,ak
106,j
106,n$1
106,w$0
106,s$1
106,h
106,aa
106,d$0
106,g
106,ai$0$1
106,ab
106,am
106,s$0
106,ac$1
106,q$0
106,al$0
106,p
106,o
106,w$1
106,k
106,z$0
106,ai$1
106,ad
106,al$1
106,z$1
106,n$0
106,d$1
106,c$0
107,q$1
107,f
107,j
107,aj$1
107,h
107,s$1
107,s$0
107,am
107,i
107,ai$0$1
107,q$0
107,aa
107,ab
107,ac$1
107,p
107,al$0
107,o
107,w$1
107,z$0
107,k
107,ad
107,ai$1
107,al$1
107,n$0
107,d$1
107,z$1
107,c$0
108,ak
108,a
108,h
108,w$0
108,ah
108,ai$0$1
108,d$0
108,s$1
108,ac$1
108,aa
108,s$0
108,ab
108,am
108,aj$0
108,q$0
108,p
108,al$0
108,o
108,w$1
108,z$0
108,k
108,ai$1
108,ad
108,al$1
108,z$1
108,n$0
108,d$1
108,c$0
109,j
109,q$1
109,ak
109,w$0
109,d$0
109,n$1
109,s$1
109,h
109,am
109,ai$0$1
109,ac$1
109,aa
109,g
109,s$0
109,ab
109,q$0
109,p
109,al$0
109,o
109,w$1
109,z$0
109,k
109,ad
109,al$1
109,ai$1
109,d$1
109,n$0
109,z$1
109,c$0
112,q$1
112,j
112,h
112,s$1
112,aj$1
112,f
112,aa
112,ai$0$1
112,s$0
112,ac$1
112,am
112,ab
112,g
112,q$0
112,al$0
112,p
112,o
112,w$1
112,z$0
112,k
112,ai$1
112,ad
112,al$1
112,z$1
112,d$1
112,n$0
112,c$0
113,a
113,ak
113,h
113,s$1
113,w$0
113,ah
113,d$0
113,aa
113,am
113,ai$0$1
113,s$0
113,aj$0
113,q$0
113,ac$1
113,al$0
113,ab
113,p
113,o
113,w$1
113,z$0
113,k
113,ai$1
113,ad
113,al$1
113,z$1
113,n$0
113,d$1
113,c$0
115,ak
115,a
115,w$0
115,h
115,n$1
115,ai$0$1
115,s$1
115,d$0
115,ac$1
115,s$0
115,aa
115,am
115,g
115,ab
115,q$0
115,p
115,al$0
115,o
115,w$1
115,z$0
115,k
115,ai$1
115,ad
115,al$1
115,n$0
115,z$1
115,d$1
115,c$0
117,ak
117,w$0
117,j
117,q$1
117,c$1
117,at
117,d$0
117,s$1
117,s$1
117,h
117,i
117,am
117,aa
117,ab
117,q$0
117,ai$0$0
117,al$0
117,p
117,ac$0
117,o
117,w$1
117,k
117,z$0
117,ad
117,ai$1
117,al$1
117,n$0
117,d$1
117,z$1
117,c$0
118,a
118,ak
118,s$1
118,h
118,ai$0$1
118,w$0
118,ah
118,aa
118,d$0
118,ac$1
118,ac$1
118,ab
118,af
118,aj$0
118,k
118,z$0
118,ai$1
118,ai$1
118,z$1
118,n$0
118,d$1
118,c$0
120,q$1
120,j
120,ak
120,s$1
120,w$0
120,aa
120,h
120,c$1
120,at
120,ab
120,d$0
120,ai$0$1
120,am
120,i
120,ac$1
120,s$0
120,q$0
120,p
120,al$0
120,o
120,w$1
120,k
120,z$0
120,ad
120,ai$1
120,al$1
120,d$1
120,n$0
120,z$1
120,c$0
121,f
121,a
121,aj$1
121,h
121,ai$0$1
121,am
121,i
121,s$1
121,ac$1
121,aa
121,s$0
121,q$0
121,p
121,al$0
121,ab
121,o
121,w$1
121,k
121,z$0
121,ai$1
121,ad
121,al$1
121,d$1
121,n$0
121,z$1
121,c$0
122,ak
122,n$1
122,a
122,h
122,w$0
122,ai$0$1
122,d$0
122,s$1
122,am
122,g
122,aa
122,ac$1
122,ab
122,s$0
122,q$0
122,p
122,al$0
122,o
122,w$1
122,z$0
122,k
122,ad
122,ai$1
122,al$1
122,z$1
122,n$0
122,d$1
122,c$0
123,q$1
123,ak
123,n$1
123,w$0
123,d$0
123,j
123,g
123,s$1
123,s$1
123,h
123,am
123,aa
123,ab
123,ai$0$0
123,q$0
123,al$0
123,ac$0
123,p
123,o
123,w$1
123,k
123,z$0
123,ai$1
123,ad
123,al$1
123,z$1
123,n$0
123,d$1
123,c$0
124,f
124,aj$1
124,i
124,j
124,q$1
124,s$1
124,am
124,aa
124,s$0
124,ab
124,h
124,q$0
124,ai$0$0
124,p
124,ac$1
124,al$0
124,o
124,w$1
124,z$0
