case,event,z_1
16,ah,0.536993414
16,s,0.536993414
16,w,0.536993414
16,h,0.536993414
16,d,0.536993414
16,aa,0.536993414
16,ac,0.536993414
16,aj,0.536993414
16,ab,0.536993414
16,ai,0.536993414
16,ac,0.536993414
16,af,0.536993414
16,z,0.536993414
16,k,0.536993414
16,ai,0.536993414
16,ai,0.536993414
16,z,0.536993414
16,d,0.536993414
16,n,0.536993414
16,c,0.536993414
18,j,0.333347341
18,aj,0.333347341
18,f,0.333347341
18,q,0.333347341
18,am,0.333347341
18,s,0.333347341
18,g,0.333347341
18,aa,0.333347341
18,s,0.333347341
18,h,0.333347341
18,ai,0.333347341
18,q,0.333347341
18,ab,0.333347341
18,al,0.333347341
18,ac,0.333347341
18,p,0.333347341
18,o,0.333347341
18,w,0.333347341
18,z,0.333347341
18,k,0.333347341
18,ad,0.333347341
18,al,0.333347341
18,ai,0.333347341
18,z,0.333347341
18,d,0.333347341
18,n,0.333347341
18,c,0.333347341
19,f,0.123857451
19,a,0.123857451
19,aj,0.123857451
19,am,0.123857451
19,g,0.123857451
19,s,0.123857451
19,h,0.123857451
19,s,0.123857451
19,q,0.123857451
19,al,0.123857451
19,p,0.123857451
19,ai,0.123857451
19,aa,0.123857451
19,ac,0.123857451
19,o,0.123857451
19,ab,0.123857451
19,w,0.123857451
19,k,0.123857451
19,z,0.123857451
19,ai,0.123857451
19,ad,0.123857451
19,al,0.123857451
19,z,0.123857451
19,d,0.123857451
19,n,0.123857451
19,c,0.123857451
20,j,0.7829887440000001
20,ak,0.7829887440000001
20,q,0.7829887440000001
20,h,0.7829887440000001
20,s,0.7829887440000001
20,ah,0.7829887440000001
20,w,0.7829887440000001
20,ai,0.7829887440000001
20,ac,0.7829887440000001
20,aa,0.7829887440000001
20,d,0.7829887440000001
20,ab,0.7829887440000001
20,aj,0.7829887440000001
20,am,0.7829887440000001
20,s,0.7829887440000001
20,q,0.7829887440000001
20,al,0.7829887440000001
20,p,0.7829887440000001
20,o,0.7829887440000001
20,w,0.7829887440000001
20,z,0.7829887440000001
20,k,0.7829887440000001
20,ai,0.7829887440000001
20,ad,0.7829887440000001
20,al,0.7829887440000001
20,d,0.7829887440000001
20,n,0.7829887440000001
20,z,0.7829887440000001
20,c,0.7829887440000001
21,ak,0.59976469
21,w,0.59976469
21,a,0.59976469
21,h,0.59976469
21,ai,0.59976469
21,s,0.59976469
21,d,0.59976469
21,ah,0.59976469
21,aa,0.59976469
21,ac,0.59976469
21,am,0.59976469
21,ac,0.59976469
21,aj,0.59976469
21,ab,0.59976469
21,q,0.59976469
21,z,0.59976469
21,k,0.59976469
21,ai,0.59976469
21,ai,0.59976469
21,n,0.59976469
21,z,0.59976469
22,q,0.031314033
22,aj,0.031314033
22,j,0.031314033
22,f,0.031314033
22,aj,0.031314033
22,am,0.031314033
22,h,0.031314033
22,s,0.031314033
22,ai,0.031314033
22,s,0.031314033
22,ac,0.031314033
22,aa,0.031314033
22,q,0.031314033
22,ab,0.031314033
22,p,0.031314033
22,al,0.031314033
22,o,0.031314033
22,w,0.031314033
22,k,0.031314033
22,z,0.031314033
22,ai,0.031314033
22,ad,0.031314033
22,al,0.031314033
22,d,0.031314033
22,z,0.031314033
22,n,0.031314033
22,c,0.031314033
24,ak,0.7394787009999999
24,a,0.7394787009999999
24,w,0.7394787009999999
24,h,0.7394787009999999
24,ai,0.7394787009999999
24,s,0.7394787009999999
24,ah,0.7394787009999999
24,d,0.7394787009999999
24,ac,0.7394787009999999
24,aa,0.7394787009999999
24,s,0.7394787009999999
24,aj,0.7394787009999999
24,ab,0.7394787009999999
24,am,0.7394787009999999
24,q,0.7394787009999999
24,al,0.7394787009999999
24,p,0.7394787009999999
24,o,0.7394787009999999
24,w,0.7394787009999999
24,k,0.7394787009999999
24,z,0.7394787009999999
24,ad,0.7394787009999999
24,ai,0.7394787009999999
24,al,0.7394787009999999
24,d,0.7394787009999999
24,n,0.7394787009999999
24,z,0.7394787009999999
24,c,0.7394787009999999
27,a,0.824316233
27,ak,0.824316233
27,h,0.824316233
27,s,0.824316233
27,ai,0.824316233
27,ac,0.824316233
27,n,0.824316233
27,w,0.824316233
27,d,0.824316233
27,am,0.824316233
27,s,0.824316233
27,aa,0.824316233
27,ab,0.824316233
27,q,0.824316233
27,p,0.824316233
27,g,0.824316233
27,al,0.824316233
27,o,0.824316233
27,w,0.824316233
27,z,0.824316233
27,k,0.824316233
27,ai,0.824316233
27,ad,0.824316233
27,al,0.824316233
27,n,0.824316233
27,d,0.824316233
27,z,0.824316233
27,c,0.824316233
28,j,0.177185042
28,f,0.177185042
28,q,0.177185042
28,aj,0.177185042
28,s,0.177185042
28,h,0.177185042
28,am,0.177185042
28,aj,0.177185042
28,aa,0.177185042
28,s,0.177185042
28,ai,0.177185042
28,ac,0.177185042
28,ab,0.177185042
28,q,0.177185042
28,al,0.177185042
28,p,0.177185042
28,o,0.177185042
28,w,0.177185042
28,z,0.177185042
28,k,0.177185042
28,ad,0.177185042
28,al,0.177185042
28,ai,0.177185042
28,d,0.177185042
28,n,0.177185042
28,z,0.177185042
28,c,0.177185042
29,ak,0.8951795790000001
29,a,0.8951795790000001
29,h,0.8951795790000001
29,s,0.8951795790000001
29,n,0.8951795790000001
29,w,0.8951795790000001
29,ai,0.8951795790000001
29,aa,0.8951795790000001
29,d,0.8951795790000001
29,ac,0.8951795790000001
29,g,0.8951795790000001
29,s,0.8951795790000001
29,ab,0.8951795790000001
29,am,0.8951795790000001
29,q,0.8951795790000001
29,al,0.8951795790000001
29,p,0.8951795790000001
29,o,0.8951795790000001
29,w,0.8951795790000001
29,k,0.8951795790000001
29,z,0.8951795790000001
29,ai,0.8951795790000001
29,ad,0.8951795790000001
29,al,0.8951795790000001
29,d,0.8951795790000001
29,z,0.8951795790000001
29,n,0.8951795790000001
29,c,0.8951795790000001
30,a,0.531331615
30,s,0.531331615
30,ak,0.531331615
30,h,0.531331615
30,aa,0.531331615
30,ab,0.531331615
30,ah,0.531331615
30,w,0.531331615
30,d,0.531331615
30,ai,0.531331615
30,am,0.531331615
30,ac,0.531331615
30,aj,0.531331615
30,q,0.531331615
30,ac,0.531331615
30,k,0.531331615
30,z,0.531331615
30,ai,0.531331615
30,ai,0.531331615
30,d,0.531331615
30,z,0.531331615
30,n,0.531331615
30,c,0.531331615
31,aj,0.23692996
31,q,0.23692996
31,j,0.23692996
31,s,0.23692996
31,aa,0.23692996
31,h,0.23692996
31,f,0.23692996
31,g,0.23692996
31,s,0.23692996
31,ab,0.23692996
31,ai,0.23692996
31,am,0.23692996
31,q,0.23692996
31,p,0.23692996
31,al,0.23692996
31,ac,0.23692996
31,o,0.23692996
31,w,0.23692996
31,z,0.23692996
31,k,0.23692996
31,ad,0.23692996
31,ai,0.23692996
31,al,0.23692996
31,z,0.23692996
31,d,0.23692996
31,n,0.23692996
31,c,0.23692996
32,a,0.384446006
32,aj,0.384446006
32,h,0.384446006
32,f,0.384446006
32,g,0.384446006
32,am,0.384446006
32,s,0.384446006
32,s,0.384446006
32,ai,0.384446006
32,q,0.384446006
32,p,0.384446006
32,ac,0.384446006
32,aa,0.384446006
32,al,0.384446006
32,ab,0.384446006
32,o,0.384446006
32,w,0.384446006
32,k,0.384446006
32,z,0.384446006
32,ai,0.384446006
32,ad,0.384446006
32,al,0.384446006
32,n,0.384446006
32,z,0.384446006
32,d,0.384446006
32,c,0.384446006
33,j,0.156418157
33,q,0.156418157
33,f,0.156418157
33,h,0.156418157
33,aj,0.156418157
33,s,0.156418157
33,aa,0.156418157
33,ab,0.156418157
33,aj,0.156418157
33,am,0.156418157
33,ai,0.156418157
33,ac,0.156418157
33,s,0.156418157
33,q,0.156418157
33,p,0.156418157
33,al,0.156418157
33,o,0.156418157
33,w,0.156418157
33,z,0.156418157
33,k,0.156418157
33,ad,0.156418157
33,ai,0.156418157
33,al,0.156418157
33,n,0.156418157
33,d,0.156418157
33,z,0.156418157
33,c,0.156418157
34,q,0.574934907
34,j,0.574934907
34,ak,0.574934907
34,ah,0.574934907
34,w,0.574934907
34,h,0.574934907
34,s,0.574934907
34,d,0.574934907
34,ai,0.574934907
34,ac,0.574934907
34,aa,0.574934907
34,am,0.574934907
34,ab,0.574934907
34,aj,0.574934907
34,ac,0.574934907
34,q,0.574934907
34,z,0.574934907
34,k,0.574934907
34,ai,0.574934907
34,ai,0.574934907
34,d,0.574934907
34,n,0.574934907
34,z,0.574934907
34,c,0.574934907
36,ak,0.560857953
36,q,0.560857953
36,ah,0.560857953
36,j,0.560857953
36,h,0.560857953
36,w,0.560857953
36,s,0.560857953
36,ai,0.560857953
36,d,0.560857953
36,ac,0.560857953
36,aa,0.560857953
36,ab,0.560857953
36,af,0.560857953
36,aj,0.560857953
36,k,0.560857953
36,ac,0.560857953
36,z,0.560857953
36,ai,0.560857953
36,ai,0.560857953
36,n,0.560857953
36,z,0.560857953
36,d,0.560857953
36,c,0.560857953
37,q,0.8799680409999999
37,ak,0.8799680409999999
37,c,0.8799680409999999
37,j,0.8799680409999999
37,w,0.8799680409999999
37,d,0.8799680409999999
37,s,0.8799680409999999
37,at,0.8799680409999999
37,h,0.8799680409999999
37,aa,0.8799680409999999
37,s,0.8799680409999999
37,ab,0.8799680409999999
37,am,0.8799680409999999
37,ai,0.8799680409999999
37,i,0.8799680409999999
37,q,0.8799680409999999
37,p,0.8799680409999999
37,ac,0.8799680409999999
37,al,0.8799680409999999
37,o,0.8799680409999999
37,w,0.8799680409999999
37,z,0.8799680409999999
37,k,0.8799680409999999
37,ai,0.8799680409999999
37,ad,0.8799680409999999
37,al,0.8799680409999999
37,z,0.8799680409999999
37,d,0.8799680409999999
37,n,0.8799680409999999
37,c,0.8799680409999999
38,j,0.7314071
38,q,0.7314071
38,h,0.7314071
38,ak,0.7314071
38,ai,0.7314071
38,s,0.7314071
38,w,0.7314071
38,ac,0.7314071
38,ah,0.7314071
38,aa,0.7314071
38,d,0.7314071
38,ab,0.7314071
38,s,0.7314071
38,aj,0.7314071
38,am,0.7314071
38,q,0.7314071
38,p,0.7314071
38,al,0.7314071
38,o,0.7314071
38,w,0.7314071
38,k,0.7314071
38,z,0.7314071
38,ai,0.7314071
38,ad,0.7314071
38,al,0.7314071
38,d,0.7314071
38,z,0.7314071
38,n,0.7314071
38,c,0.7314071
41,f,0.381397816
41,q,0.381397816
41,aj,0.381397816
41,j,0.381397816
41,am,0.381397816
41,aj,0.381397816
41,s,0.381397816
41,s,0.381397816
41,h,0.381397816
41,aa,0.381397816
41,q,0.381397816
41,ai,0.381397816
41,p,0.381397816
41,al,0.381397816
41,ab,0.381397816
41,ac,0.381397816
41,o,0.381397816
41,w,0.381397816
41,z,0.381397816
41,k,0.381397816
41,ad,0.381397816
41,al,0.381397816
41,ai,0.381397816
41,d,0.381397816
41,n,0.381397816
41,z,0.381397816
41,c,0.381397816
42,j,0.19961959
42,aj,0.19961959
42,f,0.19961959
42,q,0.19961959
42,am,0.19961959
42,s,0.19961959
42,i,0.19961959
42,s,0.19961959
42,aa,0.19961959
42,h,0.19961959
42,ab,0.19961959
42,q,0.19961959
42,ai,0.19961959
42,ac,0.19961959
42,al,0.19961959
42,p,0.19961959
42,o,0.19961959
42,w,0.19961959
42,z,0.19961959
42,k,0.19961959
42,ad,0.19961959
42,al,0.19961959
42,ai,0.19961959
42,d,0.19961959
42,n,0.19961959
42,z,0.19961959
42,c,0.19961959
43,a,0.9539199359999999
43,h,0.9539199359999999
43,ak,0.9539199359999999
43,ai,0.9539199359999999
43,ac,0.9539199359999999
43,w,0.9539199359999999
43,d,0.9539199359999999
43,s,0.9539199359999999
43,aa,0.9539199359999999
43,ab,0.9539199359999999
43,n,0.9539199359999999
43,g,0.9539199359999999
43,s,0.9539199359999999
43,am,0.9539199359999999
43,q,0.9539199359999999
43,al,0.9539199359999999
43,p,0.9539199359999999
43,o,0.9539199359999999
43,w,0.9539199359999999
43,z,0.9539199359999999
43,k,0.9539199359999999
43,ai,0.9539199359999999
43,ad,0.9539199359999999
43,al,0.9539199359999999
43,d,0.9539199359999999
43,z,0.9539199359999999
43,n,0.9539199359999999
43,c,0.9539199359999999
45,aj,0.150779571
45,a,0.150779571
45,s,0.150779571
45,f,0.150779571
45,h,0.150779571
45,ai,0.150779571
45,aa,0.150779571
45,am,0.150779571
45,i,0.150779571
45,s,0.150779571
45,ab,0.150779571
45,ac,0.150779571
45,q,0.150779571
45,al,0.150779571
45,p,0.150779571
45,o,0.150779571
45,w,0.150779571
45,k,0.150779571
45,z,0.150779571
45,ad,0.150779571
45,ai,0.150779571
45,al,0.150779571
45,n,0.150779571
45,z,0.150779571
45,d,0.150779571
45,c,0.150779571
47,j,0.336709595
47,q,0.336709595
47,f,0.336709595
47,s,0.336709595
47,aj,0.336709595
47,am,0.336709595
47,g,0.336709595
47,h,0.336709595
47,aa,0.336709595
47,ai,0.336709595
47,s,0.336709595
47,ac,0.336709595
47,ab,0.336709595
47,q,0.336709595
47,al,0.336709595
47,p,0.336709595
47,o,0.336709595
47,w,0.336709595
47,z,0.336709595
47,k,0.336709595
47,ad,0.336709595
47,ai,0.336709595
47,al,0.336709595
47,z,0.336709595
47,d,0.336709595
47,n,0.336709595
47,c,0.336709595
49,ak,0.999857896
49,n,0.999857896
49,w,0.999857896
49,a,0.999857896
49,h,0.999857896
49,d,0.999857896
49,s,0.999857896
49,am,0.999857896
49,ai,0.999857896
49,s,0.999857896
49,aa,0.999857896
49,q,0.999857896
49,al,0.999857896
49,p,0.999857896
49,g,0.999857896
49,ac,0.999857896
49,ab,0.999857896
49,o,0.999857896
49,w,0.999857896
49,z,0.999857896
49,k,0.999857896
49,ad,0.999857896
49,al,0.999857896
49,ai,0.999857896
49,d,0.999857896
49,z,0.999857896
49,n,0.999857896
49,c,0.999857896
50,a,0.9534935840000001
50,s,0.9534935840000001
50,ak,0.9534935840000001
50,h,0.9534935840000001
50,aa,0.9534935840000001
50,n,0.9534935840000001
50,w,0.9534935840000001
50,ai,0.9534935840000001
50,d,0.9534935840000001
50,ab,0.9534935840000001
50,ac,0.9534935840000001
50,am,0.9534935840000001
50,s,0.9534935840000001
50,g,0.9534935840000001
50,q,0.9534935840000001
50,al,0.9534935840000001
50,p,0.9534935840000001
50,o,0.9534935840000001
50,w,0.9534935840000001
50,k,0.9534935840000001
50,z,0.9534935840000001
50,ad,0.9534935840000001
50,ai,0.9534935840000001
50,al,0.9534935840000001
50,d,0.9534935840000001
50,z,0.9534935840000001
50,n,0.9534935840000001
50,c,0.9534935840000001
51,q,0.284062916
51,j,0.284062916
51,f,0.284062916
51,aj,0.284062916
51,h,0.284062916
51,am,0.284062916
51,s,0.284062916
51,i,0.284062916
51,s,0.284062916
51,q,0.284062916
51,ai,0.284062916
51,p,0.284062916
51,aa,0.284062916
51,ac,0.284062916
51,al,0.284062916
51,ab,0.284062916
51,o,0.284062916
51,w,0.284062916
51,k,0.284062916
51,z,0.284062916
51,ai,0.284062916
51,ad,0.284062916
51,al,0.284062916
51,n,0.284062916
51,z,0.284062916
51,d,0.284062916
51,c,0.284062916
52,ak,0.531303304
52,q,0.531303304
52,ah,0.531303304
52,j,0.531303304
52,w,0.531303304
52,d,0.531303304
52,s,0.531303304
52,am,0.531303304
52,h,0.531303304
52,aj,0.531303304
52,q,0.531303304
52,aa,0.531303304
52,ai,0.531303304
52,ac,0.531303304
52,z,0.531303304
52,k,0.531303304
52,ac,0.531303304
52,ab,0.531303304
52,ai,0.531303304
52,ai,0.531303304
52,z,0.531303304
52,n,0.531303304
52,d,0.531303304
53,j,0.8626504890000001
53,ak,0.8626504890000001
53,w,0.8626504890000001
53,c,0.8626504890000001
53,q,0.8626504890000001
53,d,0.8626504890000001
53,h,0.8626504890000001
53,at,0.8626504890000001
53,s,0.8626504890000001
53,ai,0.8626504890000001
53,am,0.8626504890000001
53,i,0.8626504890000001
53,s,0.8626504890000001
53,aa,0.8626504890000001
53,ab,0.8626504890000001
53,ac,0.8626504890000001
53,q,0.8626504890000001
53,p,0.8626504890000001
53,al,0.8626504890000001
53,o,0.8626504890000001
53,w,0.8626504890000001
53,k,0.8626504890000001
53,z,0.8626504890000001
53,ad,0.8626504890000001
53,al,0.8626504890000001
53,ai,0.8626504890000001
53,n,0.8626504890000001
53,d,0.8626504890000001
53,z,0.8626504890000001
53,c,0.8626504890000001
55,j,0.544209731
55,ak,0.544209731
55,w,0.544209731
55,q,0.544209731
55,d,0.544209731
55,ah,0.544209731
55,s,0.544209731
55,aa,0.544209731
55,h,0.544209731
55,ac,0.544209731
55,aj,0.544209731
55,am,0.544209731
55,ai,0.544209731
55,ac,0.544209731
55,ab,0.544209731
55,q,0.544209731
55,k,0.544209731
55,z,0.544209731
55,ai,0.544209731
55,ai,0.544209731
55,z,0.544209731
55,n,0.544209731
55,d,0.544209731
55,c,0.544209731
56,ak,0.723949055
56,w,0.723949055
56,j,0.723949055
56,ah,0.723949055
56,q,0.723949055
56,s,0.723949055
56,h,0.723949055
56,d,0.723949055
56,am,0.723949055
56,aj,0.723949055
56,aa,0.723949055
56,s,0.723949055
56,ai,0.723949055
56,ab,0.723949055
56,q,0.723949055
56,al,0.723949055
56,ac,0.723949055
56,p,0.723949055
56,o,0.723949055
56,w,0.723949055
56,k,0.723949055
56,z,0.723949055
56,ai,0.723949055
56,ad,0.723949055
56,al,0.723949055
56,d,0.723949055
56,z,0.723949055
56,n,0.723949055
56,c,0.723949055
57,f,0.412768442
57,aj,0.412768442
57,am,0.412768442
57,s,0.412768442
57,q,0.412768442
57,a,0.412768442
57,p,0.412768442
57,s,0.412768442
57,g,0.412768442
57,h,0.412768442
57,aa,0.412768442
57,al,0.412768442
57,ab,0.412768442
57,o,0.412768442
57,w,0.412768442
57,ai,0.412768442
57,ac,0.412768442
57,k,0.412768442
57,z,0.412768442
57,ai,0.412768442
57,ad,0.412768442
57,al,0.412768442
57,z,0.412768442
57,d,0.412768442
57,n,0.412768442
57,c,0.412768442
58,f,0.118967105
58,q,0.118967105
58,j,0.118967105
58,h,0.118967105
58,s,0.118967105
58,aa,0.118967105
58,aj,0.118967105
58,am,0.118967105
58,s,0.118967105
58,ab,0.118967105
58,ai,0.118967105
58,q,0.118967105
58,p,0.118967105
58,g,0.118967105
58,al,0.118967105
58,o,0.118967105
58,ac,0.118967105
58,w,0.118967105
58,z,0.118967105
58,k,0.118967105
58,ad,0.118967105
58,ai,0.118967105
58,al,0.118967105
58,z,0.118967105
58,d,0.118967105
58,n,0.118967105
58,c,0.118967105
59,f,0.302291635
59,a,0.302291635
59,aj,0.302291635
59,h,0.302291635
59,am,0.302291635
59,g,0.302291635
59,s,0.302291635
59,s,0.302291635
59,ai,0.302291635
59,q,0.302291635
59,ac,0.302291635
59,al,0.302291635
59,aa,0.302291635
59,p,0.302291635
59,o,0.302291635
59,w,0.302291635
59,z,0.302291635
59,ab,0.302291635
59,k,0.302291635
59,ai,0.302291635
59,ad,0.302291635
59,al,0.302291635
59,d,0.302291635
59,n,0.302291635
59,z,0.302291635
59,c,0.302291635
60,f,0.229173155
60,q,0.229173155
60,aj,0.229173155
60,j,0.229173155
60,h,0.229173155
60,s,0.229173155
60,aa,0.229173155
60,aj,0.229173155
60,ai,0.229173155
60,am,0.229173155
60,s,0.229173155
60,ab,0.229173155
60,q,0.229173155
60,p,0.229173155
60,ac,0.229173155
60,al,0.229173155
60,o,0.229173155
60,w,0.229173155
60,k,0.229173155
60,z,0.229173155
60,ad,0.229173155
60,ai,0.229173155
60,al,0.229173155
60,n,0.229173155
60,z,0.229173155
60,d,0.229173155
60,c,0.229173155
61,ak,0.792677876
61,a,0.792677876
61,ah,0.792677876
61,w,0.792677876
61,s,0.792677876
61,aa,0.792677876
61,d,0.792677876
61,aj,0.792677876
61,h,0.792677876
61,ai,0.792677876
61,am,0.792677876
61,ab,0.792677876
61,s,0.792677876
61,ac,0.792677876
61,q,0.792677876
61,p,0.792677876
61,al,0.792677876
61,o,0.792677876
61,w,0.792677876
61,k,0.792677876
61,z,0.792677876
61,ad,0.792677876
61,ai,0.792677876
61,al,0.792677876
61,z,0.792677876
61,n,0.792677876
61,d,0.792677876
61,c,0.792677876
62,j,0.020452765
62,q,0.020452765
62,aj,0.020452765
62,f,0.020452765
62,h,0.020452765
62,s,0.020452765
62,g,0.020452765
62,s,0.020452765
62,aa,0.020452765
62,ai,0.020452765
62,am,0.020452765
62,ab,0.020452765
62,q,0.020452765
62,ac,0.020452765
62,al,0.020452765
62,p,0.020452765
62,o,0.020452765
62,w,0.020452765
62,k,0.020452765
62,z,0.020452765
62,ad,0.020452765
62,al,0.020452765
62,ai,0.020452765
62,d,0.020452765
62,n,0.020452765
62,z,0.020452765
62,c,0.020452765
63,q,0.50398982
63,ak,0.50398982
63,w,0.50398982
63,j,0.50398982
63,d,0.50398982
63,ah,0.50398982
63,aj,0.50398982
63,am,0.50398982
63,q,0.50398982
63,h,0.50398982
63,ac,0.50398982
63,k,0.50398982
63,s,0.50398982
63,z,0.50398982
63,ai,0.50398982
63,ai,0.50398982
63,ai,0.50398982
63,z,0.50398982
63,aa,0.50398982
63,n,0.50398982
63,ab,0.50398982
63,ac,0.50398982
63,d,0.50398982
63,c,0.50398982
64,j,0.139634727
64,f,0.139634727
64,aj,0.139634727
64,q,0.139634727
64,h,0.139634727
64,ai,0.139634727
64,ac,0.139634727
64,s,0.139634727
64,am,0.139634727
64,i,0.139634727
64,s,0.139634727
64,q,0.139634727
64,al,0.139634727
64,aa,0.139634727
64,ab,0.139634727
64,p,0.139634727
64,o,0.139634727
64,w,0.139634727
64,z,0.139634727
64,k,0.139634727
64,ad,0.139634727
64,ai,0.139634727
64,al,0.139634727
64,z,0.139634727
64,d,0.139634727
64,n,0.139634727
64,c,0.139634727
65,f,0.337285526
65,a,0.337285526
65,aj,0.337285526
65,h,0.337285526
65,ai,0.337285526
65,am,0.337285526
65,s,0.337285526
65,g,0.337285526
65,s,0.337285526
65,ac,0.337285526
65,aa,0.337285526
65,q,0.337285526
65,p,0.337285526
65,al,0.337285526
65,ab,0.337285526
