case,event,z_2,z_1,z_3
11,ai,TRUE,0.103088367,0.544534211
11,r,TRUE,0.103088367,0.544534211
11,aj,TRUE,0.103088367,0.544534211
11,h,TRUE,0.103088367,0.544534211
11,g,TRUE,0.103088367,0.544534211
11,aa,TRUE,0.103088367,0.544534211
11,aq,TRUE,0.103088367,0.544534211
11,ab,TRUE,0.103088367,0.544534211
11,n,TRUE,0.103088367,0.544534211
12,b,FALSE,0.31419953,0.336406286
12,ai,FALSE,0.31419953,0.336406286
12,f,FALSE,0.31419953,0.336406286
12,j,FALSE,0.31419953,0.336406286
12,h,FALSE,0.31419953,0.336406286
12,aa,FALSE,0.31419953,0.336406286
12,g,FALSE,0.31419953,0.336406286
12,ab,FALSE,0.31419953,0.336406286
12,aq,FALSE,0.31419953,0.336406286
12,n,FALSE,0.31419953,0.336406286
13,a,FALSE,0.778135483,0.546020563
13,al,FALSE,0.778135483,0.546020563
13,ac,FALSE,0.778135483,0.546020563
13,an,FALSE,0.778135483,0.546020563
14,c,TRUE,0.462951635,0.448703881
14,w,TRUE,0.462951635,0.448703881
14,q,TRUE,0.462951635,0.448703881
15,b,FALSE,0.327377133,0.416399549
15,ai,FALSE,0.327377133,0.416399549
15,f,FALSE,0.327377133,0.416399549
15,j,FALSE,0.327377133,0.416399549
15,h,FALSE,0.327377133,0.416399549
15,g,FALSE,0.327377133,0.416399549
15,aq,FALSE,0.327377133,0.416399549
15,aa,FALSE,0.327377133,0.416399549
15,ab,FALSE,0.327377133,0.416399549
15,n,FALSE,0.327377133,0.416399549
16,b,FALSE,0.565008873,0.295114314
16,ai,FALSE,0.565008873,0.295114314
16,f,FALSE,0.565008873,0.295114314
16,l,FALSE,0.565008873,0.295114314
16,ao,FALSE,0.565008873,0.295114314
16,ad,FALSE,0.565008873,0.295114314
16,g,FALSE,0.565008873,0.295114314
16,aq,FALSE,0.565008873,0.295114314
16,v,FALSE,0.565008873,0.295114314
16,n,FALSE,0.565008873,0.295114314
17,b,FALSE,0.283201299,0.677045421
17,f,FALSE,0.283201299,0.677045421
17,ai,FALSE,0.283201299,0.677045421
17,r,FALSE,0.283201299,0.677045421
17,aj,FALSE,0.283201299,0.677045421
17,g,FALSE,0.283201299,0.677045421
17,aq,FALSE,0.283201299,0.677045421
17,h,FALSE,0.283201299,0.677045421
17,aa,FALSE,0.283201299,0.677045421
17,ab,FALSE,0.283201299,0.677045421
17,n,FALSE,0.283201299,0.677045421
18,y,TRUE,0.771337475,0.360853806
18,d,TRUE,0.771337475,0.360853806
19,e,TRUE,0.005147642,0.499542823
20,c,FALSE,0.936382646,0.654638106
20,w,FALSE,0.936382646,0.654638106
20,q,FALSE,0.936382646,0.654638106
21,a,TRUE,0.528444495,0.902815991
21,al,TRUE,0.528444495,0.902815991
21,ap,TRUE,0.528444495,0.902815991
22,c,TRUE,0.808457244,0.167833533
22,z,TRUE,0.808457244,0.167833533
22,ak,TRUE,0.808457244,0.167833533
22,q,TRUE,0.808457244,0.167833533
23,k,FALSE,0.119038099,0.084275715
23,ag,FALSE,0.119038099,0.084275715
23,p,FALSE,0.119038099,0.084275715
23,af,FALSE,0.119038099,0.084275715
24,o,FALSE,0.472815528,0.16501501
24,t,FALSE,0.472815528,0.16501501
25,o,TRUE,0.736755583,0.787357449
25,ac,TRUE,0.736755583,0.787357449
26,c,FALSE,0.65562401,0.755109382
27,e,TRUE,0.835191053,0.412559307
27,ap,TRUE,0.835191053,0.412559307
28,c,TRUE,0.853775564,0.982756202
29,b,TRUE,0.099250844,0.33997301
29,f,TRUE,0.099250844,0.33997301
29,ai,TRUE,0.099250844,0.33997301
29,r,TRUE,0.099250844,0.33997301
29,aj,TRUE,0.099250844,0.33997301
29,g,TRUE,0.099250844,0.33997301
29,aq,TRUE,0.099250844,0.33997301
29,h,TRUE,0.099250844,0.33997301
29,aa,TRUE,0.099250844,0.33997301
29,ab,TRUE,0.099250844,0.33997301
29,n,TRUE,0.099250844,0.33997301
30,y,TRUE,0.353173556,0.374088739
30,ac,TRUE,0.353173556,0.374088739
30,an,TRUE,0.353173556,0.374088739
31,b,FALSE,0.084378398,0.526770049
31,ai,FALSE,0.084378398,0.526770049
31,f,FALSE,0.084378398,0.526770049
31,r,FALSE,0.084378398,0.526770049
31,aj,FALSE,0.084378398,0.526770049
31,h,FALSE,0.084378398,0.526770049
31,g,FALSE,0.084378398,0.526770049
31,aq,FALSE,0.084378398,0.526770049
31,aa,FALSE,0.084378398,0.526770049
31,ab,FALSE,0.084378398,0.526770049
32,c,FALSE,0.749398377,0.611293142
32,w,FALSE,0.749398377,0.611293142
32,q,FALSE,0.749398377,0.611293142
33,b,FALSE,0.253611749,0.814518926
33,ai,FALSE,0.253611749,0.814518926
33,f,FALSE,0.253611749,0.814518926
33,r,FALSE,0.253611749,0.814518926
33,aj,FALSE,0.253611749,0.814518926
33,v,FALSE,0.253611749,0.814518926
33,n,FALSE,0.253611749,0.814518926
34,a,TRUE,0.002844631,0.225747965
34,al,TRUE,0.002844631,0.225747965
34,t,TRUE,0.002844631,0.225747965
35,b,TRUE,0.85973342,0.132389899
35,ai,TRUE,0.85973342,0.132389899
35,f,TRUE,0.85973342,0.132389899
35,r,TRUE,0.85973342,0.132389899
35,aj,TRUE,0.85973342,0.132389899
35,g,TRUE,0.85973342,0.132389899
35,aq,TRUE,0.85973342,0.132389899
35,h,TRUE,0.85973342,0.132389899
35,aa,TRUE,0.85973342,0.132389899
35,ab,TRUE,0.85973342,0.132389899
35,n,TRUE,0.85973342,0.132389899
36,c,FALSE,0.467298053,0.820228665
36,ak,FALSE,0.467298053,0.820228665
36,z,FALSE,0.467298053,0.820228665
36,q,FALSE,0.467298053,0.820228665
37,c,TRUE,0.379241132,0.360664136
37,w,TRUE,0.379241132,0.360664136
37,q,TRUE,0.379241132,0.360664136
38,b,FALSE,0.912623766,0.338473434
38,f,FALSE,0.912623766,0.338473434
38,ai,FALSE,0.912623766,0.338473434
38,l,FALSE,0.912623766,0.338473434
38,ao,FALSE,0.912623766,0.338473434
38,ad,FALSE,0.912623766,0.338473434
38,v,FALSE,0.912623766,0.338473434
38,n,FALSE,0.912623766,0.338473434
39,e,TRUE,0.66109342,0.430114171
40,b,FALSE,0.189942958,0.966635083
40,ai,FALSE,0.189942958,0.966635083
40,f,FALSE,0.189942958,0.966635083
40,r,FALSE,0.189942958,0.966635083
40,aj,FALSE,0.189942958,0.966635083
40,h,FALSE,0.189942958,0.966635083
40,g,FALSE,0.189942958,0.966635083
40,aa,FALSE,0.189942958,0.966635083
40,aq,FALSE,0.189942958,0.966635083
40,ab,FALSE,0.189942958,0.966635083
40,n,FALSE,0.189942958,0.966635083
41,c,TRUE,0.796924534,0.253538069
41,w,TRUE,0.796924534,0.253538069
41,q,TRUE,0.796924534,0.253538069
42,b,TRUE,0.521552804,0.842687851
42,ai,TRUE,0.521552804,0.842687851
42,f,TRUE,0.521552804,0.842687851
42,r,TRUE,0.521552804,0.842687851
42,aj,TRUE,0.521552804,0.842687851
42,g,TRUE,0.521552804,0.842687851
42,v,TRUE,0.521552804,0.842687851
42,n,TRUE,0.521552804,0.842687851
42,aq,TRUE,0.521552804,0.842687851
43,c,FALSE,0.22694441,0.546780582
43,ak,FALSE,0.22694441,0.546780582
43,z,FALSE,0.22694441,0.546780582
43,q,FALSE,0.22694441,0.546780582
44,c,FALSE,0.672131596,0.564043009
45,c,TRUE,0.959554784,0.226296379
45,u,TRUE,0.959554784,0.226296379
45,q,TRUE,0.959554784,0.226296379
46,b,TRUE,0.536148501,0.035450984
46,f,TRUE,0.536148501,0.035450984
46,ai,TRUE,0.536148501,0.035450984
46,l,TRUE,0.536148501,0.035450984
46,ao,TRUE,0.536148501,0.035450984
46,ad,TRUE,0.536148501,0.035450984
47,b,FALSE,0.160687133,0.452373621
47,f,FALSE,0.160687133,0.452373621
47,ai,FALSE,0.160687133,0.452373621
47,r,FALSE,0.160687133,0.452373621
47,aj,FALSE,0.160687133,0.452373621
47,g,FALSE,0.160687133,0.452373621
47,aq,FALSE,0.160687133,0.452373621
47,h,FALSE,0.160687133,0.452373621
47,aa,FALSE,0.160687133,0.452373621
47,ab,FALSE,0.160687133,0.452373621
47,n,FALSE,0.160687133,0.452373621
48,c,TRUE,0.951126327,0.354950307
48,u,TRUE,0.951126327,0.354950307
48,q,TRUE,0.951126327,0.354950307
49,c,FALSE,0.736548628,0.15829765
49,ak,FALSE,0.736548628,0.15829765
49,z,FALSE,0.736548628,0.15829765
49,q,FALSE,0.736548628,0.15829765
50,y,FALSE,0.936124872,0.933724831
50,d,FALSE,0.936124872,0.933724831
51,c,TRUE,0.744313814,0.035344604
51,u,TRUE,0.744313814,0.035344604
51,q,TRUE,0.744313814,0.035344604
52,y,TRUE,0.882919895,0.95243737
53,e,FALSE,0.763252256,0.338474165
53,t,FALSE,0.763252256,0.338474165
54,c,TRUE,0.448710912,0.443398631
55,c,FALSE,0.80868133,0.142742572
55,w,FALSE,0.80868133,0.142742572
55,q,FALSE,0.80868133,0.142742572
56,c,FALSE,0.627338955,0.009215018
56,w,FALSE,0.627338955,0.009215018
57,b,TRUE,0.421702106,0.464850561
57,f,TRUE,0.421702106,0.464850561
57,ai,TRUE,0.421702106,0.464850561
57,r,TRUE,0.421702106,0.464850561
57,aj,TRUE,0.421702106,0.464850561
57,h,TRUE,0.421702106,0.464850561
57,aa,TRUE,0.421702106,0.464850561
57,g,TRUE,0.421702106,0.464850561
57,aq,TRUE,0.421702106,0.464850561
58,c,FALSE,0.126457658,0.143197846
58,w,FALSE,0.126457658,0.143197846
58,q,FALSE,0.126457658,0.143197846
59,b,TRUE,0.506308194,0.106953374
59,f,TRUE,0.506308194,0.106953374
59,ai,TRUE,0.506308194,0.106953374
59,l,TRUE,0.506308194,0.106953374
59,ao,TRUE,0.506308194,0.106953374
59,ad,TRUE,0.506308194,0.106953374
59,g,TRUE,0.506308194,0.106953374
59,v,TRUE,0.506308194,0.106953374
59,aq,TRUE,0.506308194,0.106953374
59,n,TRUE,0.506308194,0.106953374
60,am,TRUE,0.825392241,0.920694403
60,ar,TRUE,0.825392241,0.920694403
60,al,TRUE,0.825392241,0.920694403
60,af,TRUE,0.825392241,0.920694403
61,c,FALSE,0.357992054,0.392544317
61,u,FALSE,0.357992054,0.392544317
61,q,FALSE,0.357992054,0.392544317
62,c,TRUE,0.722243069,0.022437784
62,u,TRUE,0.722243069,0.022437784
62,q,TRUE,0.722243069,0.022437784
63,b,FALSE,0.473269552,0.903189155
63,ai,FALSE,0.473269552,0.903189155
63,f,FALSE,0.473269552,0.903189155
63,r,FALSE,0.473269552,0.903189155
63,aj,FALSE,0.473269552,0.903189155
63,v,FALSE,0.473269552,0.903189155
64,b,TRUE,0.089180849,0.811402938
64,f,TRUE,0.089180849,0.811402938
64,ai,TRUE,0.089180849,0.811402938
64,r,TRUE,0.089180849,0.811402938
64,aj,TRUE,0.089180849,0.811402938
64,g,TRUE,0.089180849,0.811402938
64,aq,TRUE,0.089180849,0.811402938
64,v,TRUE,0.089180849,0.811402938
64,n,TRUE,0.089180849,0.811402938
65,c,FALSE,0.269113628,0.718047653
65,ak,FALSE,0.269113628,0.718047653
65,z,FALSE,0.269113628,0.718047653
65,q,FALSE,0.269113628,0.718047653
66,b,FALSE,0.772109737,0.362719464
66,f,FALSE,0.772109737,0.362719464
66,ai,FALSE,0.772109737,0.362719464
66,r,FALSE,0.772109737,0.362719464
66,aj,FALSE,0.772109737,0.362719464
66,h,FALSE,0.772109737,0.362719464
66,aa,FALSE,0.772109737,0.362719464
66,ab,FALSE,0.772109737,0.362719464
66,g,FALSE,0.772109737,0.362719464
66,n,FALSE,0.772109737,0.362719464
67,b,FALSE,0.321112838,0.710727104
67,ai,FALSE,0.321112838,0.710727104
67,f,FALSE,0.321112838,0.710727104
67,r,FALSE,0.321112838,0.710727104
67,aj,FALSE,0.321112838,0.710727104
67,v,FALSE,0.321112838,0.710727104
67,n,FALSE,0.321112838,0.710727104
67,g,FALSE,0.321112838,0.710727104
67,aq,FALSE,0.321112838,0.710727104
68,c,FALSE,0.436292717,0.772619256
68,w,FALSE,0.436292717,0.772619256
69,c,FALSE,0.707872997,0.459806432
70,b,FALSE,0.410422155,0.727587305
70,f,FALSE,0.410422155,0.727587305
70,ai,FALSE,0.410422155,0.727587305
70,r,FALSE,0.410422155,0.727587305
70,aj,FALSE,0.410422155,0.727587305
70,v,FALSE,0.410422155,0.727587305
70,g,FALSE,0.410422155,0.727587305
70,n,FALSE,0.410422155,0.727587305
71,p,TRUE,0.228152619,0.787485715
71,ag,TRUE,0.228152619,0.787485715
71,k,TRUE,0.228152619,0.787485715
71,d,TRUE,0.228152619,0.787485715
72,b,TRUE,0.86001764,0.044589594
72,f,TRUE,0.86001764,0.044589594
72,ai,TRUE,0.86001764,0.044589594
72,r,TRUE,0.86001764,0.044589594
72,aj,TRUE,0.86001764,0.044589594
72,h,TRUE,0.86001764,0.044589594
72,g,TRUE,0.86001764,0.044589594
72,aa,TRUE,0.86001764,0.044589594
72,ab,TRUE,0.86001764,0.044589594
72,aq,TRUE,0.86001764,0.044589594
72,n,TRUE,0.86001764,0.044589594
73,a,FALSE,0.707519567,0.596190414
73,al,FALSE,0.707519567,0.596190414
73,af,FALSE,0.707519567,0.596190414
74,b,FALSE,0.355691202,0.217341485
74,ai,FALSE,0.355691202,0.217341485
74,f,FALSE,0.355691202,0.217341485
74,j,FALSE,0.355691202,0.217341485
74,h,FALSE,0.355691202,0.217341485
74,g,FALSE,0.355691202,0.217341485
74,aa,FALSE,0.355691202,0.217341485
74,aq,FALSE,0.355691202,0.217341485
74,ab,FALSE,0.355691202,0.217341485
74,n,FALSE,0.355691202,0.217341485
75,k,FALSE,0.585903868,0.790820355
75,p,FALSE,0.585903868,0.790820355
76,b,TRUE,0.926064334,0.969012462
76,f,TRUE,0.926064334,0.969012462
76,ai,TRUE,0.926064334,0.969012462
76,j,TRUE,0.926064334,0.969012462
76,v,TRUE,0.926064334,0.969012462
77,am,TRUE,0.836279579,0.899929732
77,ar,TRUE,0.836279579,0.899929732
77,al,TRUE,0.836279579,0.899929732
77,ap,TRUE,0.836279579,0.899929732
78,am,FALSE,0.223305677,0.061935195
78,ar,FALSE,0.223305677,0.061935195
78,al,FALSE,0.223305677,0.061935195
78,t,FALSE,0.223305677,0.061935195
79,ag,FALSE,0.174542946,0.115305976
79,k,FALSE,0.174542946,0.115305976
79,p,FALSE,0.174542946,0.115305976
79,d,FALSE,0.174542946,0.115305976
80,c,TRUE,0.787676775,0.135088393
80,ak,TRUE,0.787676775,0.135088393
80,z,TRUE,0.787676775,0.135088393
80,q,TRUE,0.787676775,0.135088393
81,ag,TRUE,0.570879437,0.66433993
81,k,TRUE,0.570879437,0.66433993
81,p,TRUE,0.570879437,0.66433993
81,ac,TRUE,0.570879437,0.66433993
81,ae,TRUE,0.570879437,0.66433993
82,am,TRUE,0.523978439,0.56079115
83,c,FALSE,0.196734855,0.126199824
83,z,FALSE,0.196734855,0.126199824
83,ak,FALSE,0.196734855,0.126199824
83,q,FALSE,0.196734855,0.126199824
84,a,TRUE,0.088942206,0.147332216
84,al,TRUE,0.088942206,0.147332216
84,t,TRUE,0.088942206,0.147332216
85,o,TRUE,0.920463766,0.428234635
85,d,TRUE,0.920463766,0.428234635
86,b,FALSE,0.126233256,0.107055527
86,ai,FALSE,0.126233256,0.107055527
86,f,FALSE,0.126233256,0.107055527
86,l,FALSE,0.126233256,0.107055527
86,ao,FALSE,0.126233256,0.107055527
86,ad,FALSE,0.126233256,0.107055527
86,v,FALSE,0.126233256,0.107055527
86,n,FALSE,0.126233256,0.107055527
86,g,FALSE,0.126233256,0.107055527
86,aq,FALSE,0.126233256,0.107055527
87,b,TRUE,0.128361305,0.876565292
87,ai,TRUE,0.128361305,0.876565292
87,f,TRUE,0.128361305,0.876565292
87,l,TRUE,0.128361305,0.876565292
88,b,FALSE,0.621835127,0.230158617
88,ai,FALSE,0.621835127,0.230158617
88,f,FALSE,0.621835127,0.230158617
88,l,FALSE,0.621835127,0.230158617
88,ao,FALSE,0.621835127,0.230158617
88,ad,FALSE,0.621835127,0.230158617
88,v,FALSE,0.621835127,0.230158617
88,g,FALSE,0.621835127,0.230158617
88,n,FALSE,0.621835127,0.230158617
88,aq,FALSE,0.621835127,0.230158617
89,b,FALSE,0.037127382,0.650590739
89,f,FALSE,0.037127382,0.650590739
89,ai,FALSE,0.037127382,0.650590739
89,r,FALSE,0.037127382,0.650590739
89,aj,FALSE,0.037127382,0.650590739
89,g,FALSE,0.037127382,0.650590739
89,aq,FALSE,0.037127382,0.650590739
89,h,FALSE,0.037127382,0.650590739
89,aa,FALSE,0.037127382,0.650590739
89,ab,FALSE,0.037127382,0.650590739
89,n,FALSE,0.037127382,0.650590739
90,b,FALSE,0.007136774,0.076780632
90,ai,FALSE,0.007136774,0.076780632
90,f,FALSE,0.007136774,0.076780632
90,l,FALSE,0.007136774,0.076780632
90,ao,FALSE,0.007136774,0.076780632
90,ad,FALSE,0.007136774,0.076780632
90,v,FALSE,0.007136774,0.076780632
90,n,FALSE,0.007136774,0.076780632
90,g,FALSE,0.007136774,0.076780632
90,aq,FALSE,0.007136774,0.076780632
91,y,TRUE,0.477281396,0.566207146
91,af,TRUE,0.477281396,0.566207146
92,c,FALSE,0.422627185,0.966524713
92,u,FALSE,0.422627185,0.966524713
92,q,FALSE,0.422627185,0.966524713
93,o,TRUE,0.183017469,0.873535253
94,b,FALSE,0.782855346,0.931589202
94,ai,FALSE,0.782855346,0.931589202
94,f,FALSE,0.782855346,0.931589202
94,r,FALSE,0.782855346,0.931589202
94,aj,FALSE,0.782855346,0.931589202
94,v,FALSE,0.782855346,0.931589202
94,n,FALSE,0.782855346,0.931589202
94,g,FALSE,0.782855346,0.931589202
94,aq,FALSE,0.782855346,0.931589202
95,b,TRUE,0.163771887,0.2722818
95,ai,TRUE,0.163771887,0.2722818
95,f,TRUE,0.163771887,0.2722818
95,r,TRUE,0.163771887,0.2722818
95,aj,TRUE,0.163771887,0.2722818
95,h,TRUE,0.163771887,0.2722818
95,g,TRUE,0.163771887,0.2722818
95,aa,TRUE,0.163771887,0.2722818
95,aq,TRUE,0.163771887,0.2722818
95,ab,TRUE,0.163771887,0.2722818
95,n,TRUE,0.163771887,0.2722818
96,b,FALSE,0.505581578,0.665614045
96,ai,FALSE,0.505581578,0.665614045
96,f,FALSE,0.505581578,0.665614045
96,r,FALSE,0.505581578,0.665614045
96,aj,FALSE,0.505581578,0.665614045
96,h,FALSE,0.505581578,0.665614045
96,g,FALSE,0.505581578,0.665614045
96,aa,FALSE,0.505581578,0.665614045
96,aq,FALSE,0.505581578,0.665614045
96,ab,FALSE,0.505581578,0.665614045
96,n,FALSE,0.505581578,0.665614045
97,p,FALSE,0.224385126,0.691643908
97,k,FALSE,0.224385126,0.691643908
97,ag,FALSE,0.224385126,0.691643908
97,af,FALSE,0.224385126,0.691643908
98,b,FALSE,0.57384211,0.643832865
98,ai,FALSE,0.57384211,0.643832865
98,f,FALSE,0.57384211,0.643832865
98,r,FALSE,0.57384211,0.643832865
98,aj,FALSE,0.57384211,0.643832865
98,h,FALSE,0.57384211,0.643832865
98,g,FALSE,0.57384211,0.643832865
98,aq,FALSE,0.57384211,0.643832865
98,aa,FALSE,0.57384211,0.643832865
98,ab,FALSE,0.57384211,0.643832865
99,b,FALSE,0.054218367,0.929919477
99,ai,FALSE,0.054218367,0.929919477
99,f,FALSE,0.054218367,0.929919477
99,r,FALSE,0.054218367,0.929919477
99,aj,FALSE,0.054218367,0.929919477
99,g,FALSE,0.054218367,0.929919477
99,aq,FALSE,0.054218367,0.929919477
99,v,FALSE,0.054218367,0.929919477
100,o,TRUE,0.899507174,0.831592968
100,ap,TRUE,0.899507174,0.831592968
101,c,FALSE,0.988118498,0.756392103
101,u,FALSE,0.988118498,0.756392103
101,q,FALSE,0.988118498,0.756392103
102,c,TRUE,0.001552705,0.849740616
102,w,TRUE,0.001552705,0.849740616
102,q,TRUE,0.001552705,0.849740616
103,b,FALSE,0.120896461,0.891825103
103,f,FALSE,0.120896461,0.891825103
103,ai,FALSE,0.120896461,0.891825103
103,r,FALSE,0.120896461,0.891825103
103,aj,FALSE,0.120896461,0.891825103
103,g,FALSE,0.120896461,0.891825103
103,aq,FALSE,0.120896461,0.891825103
103,v,FALSE,0.120896461,0.891825103
103,n,FALSE,0.120896461,0.891825103
104,e,FALSE,0.925812892,0.170650983
104,ap,FALSE,0.925812892,0.170650983
105,b,TRUE,0.745480517,0.646221302
105,ai,TRUE,0.745480517,0.646221302
105,f,TRUE,0.745480517,0.646221302
105,l,TRUE,0.745480517,0.646221302
105,ao,TRUE,0.745480517,0.646221302
105,ad,TRUE,0.745480517,0.646221302
105,g,TRUE,0.745480517,0.646221302
105,aq,TRUE,0.745480517,0.646221302
105,v,TRUE,0.745480517,0.646221302
105,n,TRUE,0.745480517,0.646221302
106,e,TRUE,0.768936787,0.525791032
107,m,FALSE,0.829206984,0.785443515
107,i,FALSE,0.829206984,0.785443515
107,s,FALSE,0.829206984,0.785443515
107,ah,FALSE,0.829206984,0.785443515
107,g,FALSE,0.829206984,0.785443515
107,h,FALSE,0.829206984,0.785443515
107,x,FALSE,0.829206984,0.785443515
107,aa,FALSE,0.829206984,0.785443515
107,ab,FALSE,0.829206984,0.785443515
107,n,FALSE,0.829206984,0.785443515
108,b,TRUE,0.304834325,0.688822217
108,f,TRUE,0.304834325,0.688822217
108,ai,TRUE,0.304834325,0.688822217
108,r,TRUE,0.304834325,0.688822217
108,aj,TRUE,0.304834325,0.688822217
108,g,TRUE,0.304834325,0.688822217
108,h,TRUE,0.304834325,0.688822217
108,aa,TRUE,0.304834325,0.688822217
108,ab,TRUE,0.304834325,0.688822217
108,aq,TRUE,0.304834325,0.688822217
108,n,TRUE,0.304834325,0.688822217
109,c,TRUE,0.032014139,0.475576813
109,w,TRUE,0.032014139,0.475576813
109,q,TRUE,0.032014139,0.475576813
110,k,TRUE,0.216016057,0.317907592
110,ag,TRUE,0.216016057,0.317907592
111,b,TRUE,0.251514161,0.18717481
111,f,TRUE,0.251514161,0.18717481
111,ai,TRUE,0.251514161,0.18717481
111,l,TRUE,0.251514161,0.18717481
111,ao,TRUE,0.251514161,0.18717481
111,ad,TRUE,0.251514161,0.18717481
112,b,FALSE,0.674581825,0.32319576
112,f,FALSE,0.674581825,0.32319576
112,ai,FALSE,0.674581825,0.32319576
112,j,FALSE,0.674581825,0.32319576
112,g,FALSE,0.674581825,0.32319576
112,aq,FALSE,0.674581825,0.32319576
112,h,FALSE,0.674581825,0.32319576
112,aa,FALSE,0.674581825,0.32319576
112,ab,FALSE,0.674581825,0.32319576
112,n,FALSE,0.674581825,0.32319576
113,y,TRUE,0.117344232,0.822894963
113,ap,TRUE,0.117344232,0.822894963
114,c,TRUE,0.094609669,0.216266914
114,w,TRUE,0.094609669,0.216266914
114,q,TRUE,0.094609669,0.216266914
115,y,FALSE,0.776389423,0.491790116
115,ac,FALSE,0.776389423,0.491790116
115,an,FALSE,0.776389423,0.491790116
116,c,FALSE,0.27167027,0.379662641
116,z,FALSE,0.27167027,0.379662641
116,ak,FALSE,0.27167027,0.379662641
116,q,FALSE,0.27167027,0.379662641
117,y,FALSE,0.71404552,0.096239415
117,ac,FALSE,0.71404552,0.096239415
117,an,FALSE,0.71404552,0.096239415
118,y,FALSE,0.125697241,0.21168114
119,b,FALSE,0.401568035,0.083930771
119,f,FALSE,0.401568035,0.083930771
119,ai,FALSE,0.401568035,0.083930771
119,l,FALSE,0.401568035,0.083930771
119,ao,FALSE,0.401568035,0.083930771
119,ad,FALSE,0.401568035,0.083930771
119,g,FALSE,0.401568035,0.083930771
119,aq,FALSE,0.401568035,0.083930771
119,v,FALSE,0.401568035,0.083930771
120,c,FALSE,0.855929978,0.482368879
120,u,FALSE,0.855929978,0.482368879
121,b,TRUE,0.552804988,0.78700617
121,f,TRUE,0.552804988,0.78700617
121,ai,TRUE,0.552804988,0.78700617
121,j,TRUE,0.552804988,0.78700617
121,h,TRUE,0.552804988,0.78700617
121,aa,TRUE,0.552804988,0.78700617
121,g,TRUE,0.552804988,0.78700617
121,ab,TRUE,0.552804988,0.78700617
121,n,TRUE,0.552804988,0.78700617
121,aq,TRUE,0.552804988,0.78700617
122,c,TRUE,0.166411888,0.94070558
122,w,TRUE,0.166411888,0.94070558
122,q,TRUE,0.166411888,0.94070558
123,k,FALSE,0.869140358,0.542496636
123,p,FALSE,0.869140358,0.542496636
123,ag,FALSE,0.869140358,0.542496636
124,p,TRUE,0.672322072,0.775022062
124,k,TRUE,0.672322072,0.775022062
124,ag,TRUE,0.672322072,0.775022062
124,ac,TRUE,0.672322072,0.775022062
124,ae,TRUE,0.672322072,0.775022062
125,c,FALSE,0.498504255,0.691519337
125,ak,FALSE,0.498504255,0.691519337
125,z,FALSE,0.498504255,0.691519337
125,q,FALSE,0.498504255,0.691519337
126,b,TRUE,0.061257103,0.61544135
126,ai,TRUE,0.061257103,0.61544135
126,f,TRUE,0.061257103,0.61544135
126,l,TRUE,0.061257103,0.61544135
126,ao,TRUE,0.061257103,0.61544135
126,ad,TRUE,0.061257103,0.61544135
