case,event,z_2,z_1,z_4,z_3,z_6,z_5,z_8,z_7,z_9
3,u,TRUE,0.580599868,FALSE,TRUE,0.277490859,0.63626039,TRUE,FALSE,0.368756
3,ak,TRUE,0.580599868,FALSE,TRUE,0.277490859,0.63626039,TRUE,FALSE,0.368756
3,c,TRUE,0.580599868,FALSE,TRUE,0.277490859,0.63626039,TRUE,FALSE,0.368756
3,t,TRUE,0.580599868,FALSE,TRUE,0.277490859,0.63626039,TRUE,FALSE,0.368756
4,p,TRUE,0.548204887,FALSE,FALSE,0.881479698,0.221105725,TRUE,TRUE,0.701009087
4,g,TRUE,0.548204887,FALSE,FALSE,0.881479698,0.221105725,TRUE,TRUE,0.701009087
4,w,TRUE,0.548204887,FALSE,FALSE,0.881479698,0.221105725,TRUE,TRUE,0.701009087
4,ac,TRUE,0.548204887,FALSE,FALSE,0.881479698,0.221105725,TRUE,TRUE,0.701009087
4,n,TRUE,0.548204887,FALSE,FALSE,0.881479698,0.221105725,TRUE,TRUE,0.701009087
4,ak,TRUE,0.548204887,FALSE,FALSE,0.881479698,0.221105725,TRUE,TRUE,0.701009087
4,ap,TRUE,0.548204887,FALSE,FALSE,0.881479698,0.221105725,TRUE,TRUE,0.701009087
4,ad,TRUE,0.548204887,FALSE,FALSE,0.881479698,0.221105725,TRUE,TRUE,0.701009087
4,l,TRUE,0.548204887,FALSE,FALSE,0.881479698,0.221105725,TRUE,TRUE,0.701009087
4,ar,TRUE,0.548204887,FALSE,FALSE,0.881479698,0.221105725,TRUE,TRUE,0.701009087
4,t,TRUE,0.548204887,FALSE,FALSE,0.881479698,0.221105725,TRUE,TRUE,0.701009087
4,m,TRUE,0.548204887,FALSE,FALSE,0.881479698,0.221105725,TRUE,TRUE,0.701009087
4,aa,TRUE,0.548204887,FALSE,FALSE,0.881479698,0.221105725,TRUE,TRUE,0.701009087
5,f,FALSE,0.614625525,FALSE,TRUE,0.822424404,0.859799063,FALSE,FALSE,0.861115313
5,b,FALSE,0.614625525,FALSE,TRUE,0.822424404,0.859799063,FALSE,FALSE,0.861115313
5,af,FALSE,0.614625525,FALSE,TRUE,0.822424404,0.859799063,FALSE,FALSE,0.861115313
5,ap,FALSE,0.614625525,FALSE,TRUE,0.822424404,0.859799063,FALSE,FALSE,0.861115313
5,ak,FALSE,0.614625525,FALSE,TRUE,0.822424404,0.859799063,FALSE,FALSE,0.861115313
5,o,FALSE,0.614625525,FALSE,TRUE,0.822424404,0.859799063,FALSE,FALSE,0.861115313
5,ar,FALSE,0.614625525,FALSE,TRUE,0.822424404,0.859799063,FALSE,FALSE,0.861115313
5,x,FALSE,0.614625525,FALSE,TRUE,0.822424404,0.859799063,FALSE,FALSE,0.861115313
5,t,FALSE,0.614625525,FALSE,TRUE,0.822424404,0.859799063,FALSE,FALSE,0.861115313
5,v,FALSE,0.614625525,FALSE,TRUE,0.822424404,0.859799063,FALSE,FALSE,0.861115313
6,f,FALSE,0.941974155,TRUE,FALSE,0.274451672,0.481682023,FALSE,FALSE,0.879834849
6,p,FALSE,0.941974155,TRUE,FALSE,0.274451672,0.481682023,FALSE,FALSE,0.879834849
6,aa,FALSE,0.941974155,TRUE,FALSE,0.274451672,0.481682023,FALSE,FALSE,0.879834849
6,c,FALSE,0.941974155,TRUE,FALSE,0.274451672,0.481682023,FALSE,FALSE,0.879834849
6,u,FALSE,0.941974155,TRUE,FALSE,0.274451672,0.481682023,FALSE,FALSE,0.879834849
6,ak,FALSE,0.941974155,TRUE,FALSE,0.274451672,0.481682023,FALSE,FALSE,0.879834849
6,t,FALSE,0.941974155,TRUE,FALSE,0.274451672,0.481682023,FALSE,FALSE,0.879834849
7,p,TRUE,0.876744555,TRUE,FALSE,0.311079853,0.476045707,FALSE,TRUE,0.852538669
7,ak,TRUE,0.876744555,TRUE,FALSE,0.311079853,0.476045707,FALSE,TRUE,0.852538669
7,c,TRUE,0.876744555,TRUE,FALSE,0.311079853,0.476045707,FALSE,TRUE,0.852538669
7,f,TRUE,0.876744555,TRUE,FALSE,0.311079853,0.476045707,FALSE,TRUE,0.852538669
7,t,TRUE,0.876744555,TRUE,FALSE,0.311079853,0.476045707,FALSE,TRUE,0.852538669
7,u,TRUE,0.876744555,TRUE,FALSE,0.311079853,0.476045707,FALSE,TRUE,0.852538669
7,aa,TRUE,0.876744555,TRUE,FALSE,0.311079853,0.476045707,FALSE,TRUE,0.852538669
8,f,TRUE,0.662689627,FALSE,TRUE,0.112996403,0.696364223,TRUE,FALSE,0.373366953
8,p,TRUE,0.662689627,FALSE,TRUE,0.112996403,0.696364223,TRUE,FALSE,0.373366953
8,o,TRUE,0.662689627,FALSE,TRUE,0.112996403,0.696364223,TRUE,FALSE,0.373366953
8,ap,TRUE,0.662689627,FALSE,TRUE,0.112996403,0.696364223,TRUE,FALSE,0.373366953
8,ak,TRUE,0.662689627,FALSE,TRUE,0.112996403,0.696364223,TRUE,FALSE,0.373366953
8,x,TRUE,0.662689627,FALSE,TRUE,0.112996403,0.696364223,TRUE,FALSE,0.373366953
8,ar,TRUE,0.662689627,FALSE,TRUE,0.112996403,0.696364223,TRUE,FALSE,0.373366953
8,v,TRUE,0.662689627,FALSE,TRUE,0.112996403,0.696364223,TRUE,FALSE,0.373366953
8,t,TRUE,0.662689627,FALSE,TRUE,0.112996403,0.696364223,TRUE,FALSE,0.373366953
9,b,TRUE,0.723859219,FALSE,TRUE,0.868076461,0.672148702,FALSE,TRUE,0.823363606
9,af,TRUE,0.723859219,FALSE,TRUE,0.868076461,0.672148702,FALSE,TRUE,0.823363606
9,f,TRUE,0.723859219,FALSE,TRUE,0.868076461,0.672148702,FALSE,TRUE,0.823363606
9,ap,TRUE,0.723859219,FALSE,TRUE,0.868076461,0.672148702,FALSE,TRUE,0.823363606
9,ar,TRUE,0.723859219,FALSE,TRUE,0.868076461,0.672148702,FALSE,TRUE,0.823363606
9,ak,TRUE,0.723859219,FALSE,TRUE,0.868076461,0.672148702,FALSE,TRUE,0.823363606
9,o,TRUE,0.723859219,FALSE,TRUE,0.868076461,0.672148702,FALSE,TRUE,0.823363606
9,t,TRUE,0.723859219,FALSE,TRUE,0.868076461,0.672148702,FALSE,TRUE,0.823363606
9,x,TRUE,0.723859219,FALSE,TRUE,0.868076461,0.672148702,FALSE,TRUE,0.823363606
9,v,TRUE,0.723859219,FALSE,TRUE,0.868076461,0.672148702,FALSE,TRUE,0.823363606
10,f,FALSE,0.053358345,FALSE,TRUE,0.053977998,0.061235684,FALSE,FALSE,0.203145856
10,b,FALSE,0.053358345,FALSE,TRUE,0.053977998,0.061235684,FALSE,FALSE,0.203145856
10,s,FALSE,0.053358345,FALSE,TRUE,0.053977998,0.061235684,FALSE,FALSE,0.203145856
10,z,FALSE,0.053358345,FALSE,TRUE,0.053977998,0.061235684,FALSE,FALSE,0.203145856
10,af,FALSE,0.053358345,FALSE,TRUE,0.053977998,0.061235684,FALSE,FALSE,0.203145856
10,c,FALSE,0.053358345,FALSE,TRUE,0.053977998,0.061235684,FALSE,FALSE,0.203145856
10,ak,FALSE,0.053358345,FALSE,TRUE,0.053977998,0.061235684,FALSE,FALSE,0.203145856
10,t,FALSE,0.053358345,FALSE,TRUE,0.053977998,0.061235684,FALSE,FALSE,0.203145856
11,b,FALSE,0.173972571,TRUE,TRUE,0.657804273,0.9852238,TRUE,TRUE,0.068124721
11,f,FALSE,0.173972571,TRUE,TRUE,0.657804273,0.9852238,TRUE,TRUE,0.068124721
11,o,FALSE,0.173972571,TRUE,TRUE,0.657804273,0.9852238,TRUE,TRUE,0.068124721
11,af,FALSE,0.173972571,TRUE,TRUE,0.657804273,0.9852238,TRUE,TRUE,0.068124721
11,x,FALSE,0.173972571,TRUE,TRUE,0.657804273,0.9852238,TRUE,TRUE,0.068124721
11,ak,FALSE,0.173972571,TRUE,TRUE,0.657804273,0.9852238,TRUE,TRUE,0.068124721
11,c,FALSE,0.173972571,TRUE,TRUE,0.657804273,0.9852238,TRUE,TRUE,0.068124721
11,v,FALSE,0.173972571,TRUE,TRUE,0.657804273,0.9852238,TRUE,TRUE,0.068124721
11,t,FALSE,0.173972571,TRUE,TRUE,0.657804273,0.9852238,TRUE,TRUE,0.068124721
12,f,FALSE,0.812999174,TRUE,TRUE,0.342366393,0.974934616,TRUE,TRUE,0.745428248
12,p,FALSE,0.812999174,TRUE,TRUE,0.342366393,0.974934616,TRUE,TRUE,0.745428248
12,ap,FALSE,0.812999174,TRUE,TRUE,0.342366393,0.974934616,TRUE,TRUE,0.745428248
12,ak,FALSE,0.812999174,TRUE,TRUE,0.342366393,0.974934616,TRUE,TRUE,0.745428248
12,ar,FALSE,0.812999174,TRUE,TRUE,0.342366393,0.974934616,TRUE,TRUE,0.745428248
12,s,FALSE,0.812999174,TRUE,TRUE,0.342366393,0.974934616,TRUE,TRUE,0.745428248
12,t,FALSE,0.812999174,TRUE,TRUE,0.342366393,0.974934616,TRUE,TRUE,0.745428248
12,z,FALSE,0.812999174,TRUE,TRUE,0.342366393,0.974934616,TRUE,TRUE,0.745428248
13,f,TRUE,0.691818824,FALSE,FALSE,0.749793129,0.93502403,FALSE,TRUE,0.582969752
13,o,TRUE,0.691818824,FALSE,FALSE,0.749793129,0.93502403,FALSE,TRUE,0.582969752
13,p,TRUE,0.691818824,FALSE,FALSE,0.749793129,0.93502403,FALSE,TRUE,0.582969752
13,c,TRUE,0.691818824,FALSE,FALSE,0.749793129,0.93502403,FALSE,TRUE,0.582969752
13,x,TRUE,0.691818824,FALSE,FALSE,0.749793129,0.93502403,FALSE,TRUE,0.582969752
13,ak,TRUE,0.691818824,FALSE,FALSE,0.749793129,0.93502403,FALSE,TRUE,0.582969752
13,v,TRUE,0.691818824,FALSE,FALSE,0.749793129,0.93502403,FALSE,TRUE,0.582969752
13,t,TRUE,0.691818824,FALSE,FALSE,0.749793129,0.93502403,FALSE,TRUE,0.582969752
14,p,FALSE,0.051864569,FALSE,TRUE,0.091427899,0.117959075,TRUE,FALSE,0.144628774
14,f,FALSE,0.051864569,FALSE,TRUE,0.091427899,0.117959075,TRUE,FALSE,0.144628774
14,c,FALSE,0.051864569,FALSE,TRUE,0.091427899,0.117959075,TRUE,FALSE,0.144628774
14,ak,FALSE,0.051864569,FALSE,TRUE,0.091427899,0.117959075,TRUE,FALSE,0.144628774
14,t,FALSE,0.051864569,FALSE,TRUE,0.091427899,0.117959075,TRUE,FALSE,0.144628774
14,r,FALSE,0.051864569,FALSE,TRUE,0.091427899,0.117959075,TRUE,FALSE,0.144628774
15,f,FALSE,0.079940214,TRUE,TRUE,0.091856682,0.741968978,FALSE,TRUE,0.296764059
15,b,FALSE,0.079940214,TRUE,TRUE,0.091856682,0.741968978,FALSE,TRUE,0.296764059
15,af,FALSE,0.079940214,TRUE,TRUE,0.091856682,0.741968978,FALSE,TRUE,0.296764059
15,ak,FALSE,0.079940214,TRUE,TRUE,0.091856682,0.741968978,FALSE,TRUE,0.296764059
15,o,FALSE,0.079940214,TRUE,TRUE,0.091856682,0.741968978,FALSE,TRUE,0.296764059
15,c,FALSE,0.079940214,TRUE,TRUE,0.091856682,0.741968978,FALSE,TRUE,0.296764059
15,x,FALSE,0.079940214,TRUE,TRUE,0.091856682,0.741968978,FALSE,TRUE,0.296764059
15,t,FALSE,0.079940214,TRUE,TRUE,0.091856682,0.741968978,FALSE,TRUE,0.296764059
15,v,FALSE,0.079940214,TRUE,TRUE,0.091856682,0.741968978,FALSE,TRUE,0.296764059
16,ab,FALSE,0.997359328,FALSE,TRUE,0.238218129,0.7531085,TRUE,FALSE,0.390985159
16,n,FALSE,0.997359328,FALSE,TRUE,0.238218129,0.7531085,TRUE,FALSE,0.390985159
16,g,FALSE,0.997359328,FALSE,TRUE,0.238218129,0.7531085,TRUE,FALSE,0.390985159
16,w,FALSE,0.997359328,FALSE,TRUE,0.238218129,0.7531085,TRUE,FALSE,0.390985159
16,p,FALSE,0.997359328,FALSE,TRUE,0.238218129,0.7531085,TRUE,FALSE,0.390985159
16,l,FALSE,0.997359328,FALSE,TRUE,0.238218129,0.7531085,TRUE,FALSE,0.390985159
16,ak,FALSE,0.997359328,FALSE,TRUE,0.238218129,0.7531085,TRUE,FALSE,0.390985159
16,ap,FALSE,0.997359328,FALSE,TRUE,0.238218129,0.7531085,TRUE,FALSE,0.390985159
16,m,FALSE,0.997359328,FALSE,TRUE,0.238218129,0.7531085,TRUE,FALSE,0.390985159
16,o,FALSE,0.997359328,FALSE,TRUE,0.238218129,0.7531085,TRUE,FALSE,0.390985159
16,ar,FALSE,0.997359328,FALSE,TRUE,0.238218129,0.7531085,TRUE,FALSE,0.390985159
16,t,FALSE,0.997359328,FALSE,TRUE,0.238218129,0.7531085,TRUE,FALSE,0.390985159
16,x,FALSE,0.997359328,FALSE,TRUE,0.238218129,0.7531085,TRUE,FALSE,0.390985159
16,v,FALSE,0.997359328,FALSE,TRUE,0.238218129,0.7531085,TRUE,FALSE,0.390985159
17,b,FALSE,0.080127476,FALSE,FALSE,0.394365093,0.157757644,TRUE,TRUE,0.335100305
17,g,FALSE,0.080127476,FALSE,FALSE,0.394365093,0.157757644,TRUE,TRUE,0.335100305
17,e,FALSE,0.080127476,FALSE,FALSE,0.394365093,0.157757644,TRUE,TRUE,0.335100305
17,j,FALSE,0.080127476,FALSE,FALSE,0.394365093,0.157757644,TRUE,TRUE,0.335100305
17,af,FALSE,0.080127476,FALSE,FALSE,0.394365093,0.157757644,TRUE,TRUE,0.335100305
17,n,FALSE,0.080127476,FALSE,FALSE,0.394365093,0.157757644,TRUE,TRUE,0.335100305
17,ak,FALSE,0.080127476,FALSE,FALSE,0.394365093,0.157757644,TRUE,TRUE,0.335100305
17,aq,FALSE,0.080127476,FALSE,FALSE,0.394365093,0.157757644,TRUE,TRUE,0.335100305
17,c,FALSE,0.080127476,FALSE,FALSE,0.394365093,0.157757644,TRUE,TRUE,0.335100305
17,l,FALSE,0.080127476,FALSE,FALSE,0.394365093,0.157757644,TRUE,TRUE,0.335100305
17,aj,FALSE,0.080127476,FALSE,FALSE,0.394365093,0.157757644,TRUE,TRUE,0.335100305
17,t,FALSE,0.080127476,FALSE,FALSE,0.394365093,0.157757644,TRUE,TRUE,0.335100305
17,s,FALSE,0.080127476,FALSE,FALSE,0.394365093,0.157757644,TRUE,TRUE,0.335100305
17,z,FALSE,0.080127476,FALSE,FALSE,0.394365093,0.157757644,TRUE,TRUE,0.335100305
18,f,TRUE,0.798398225,FALSE,TRUE,0.263439823,0.758962464,TRUE,FALSE,0.359862259
18,o,TRUE,0.798398225,FALSE,TRUE,0.263439823,0.758962464,TRUE,FALSE,0.359862259
18,p,TRUE,0.798398225,FALSE,TRUE,0.263439823,0.758962464,TRUE,FALSE,0.359862259
18,x,TRUE,0.798398225,FALSE,TRUE,0.263439823,0.758962464,TRUE,FALSE,0.359862259
18,v,TRUE,0.798398225,FALSE,TRUE,0.263439823,0.758962464,TRUE,FALSE,0.359862259
18,ak,TRUE,0.798398225,FALSE,TRUE,0.263439823,0.758962464,TRUE,FALSE,0.359862259
18,ap,TRUE,0.798398225,FALSE,TRUE,0.263439823,0.758962464,TRUE,FALSE,0.359862259
18,ar,TRUE,0.798398225,FALSE,TRUE,0.263439823,0.758962464,TRUE,FALSE,0.359862259
18,t,TRUE,0.798398225,FALSE,TRUE,0.263439823,0.758962464,TRUE,FALSE,0.359862259
19,f,FALSE,0.484107482,TRUE,TRUE,0.353591744,0.061784533,FALSE,FALSE,0.209094211
19,u,FALSE,0.484107482,TRUE,TRUE,0.353591744,0.061784533,FALSE,FALSE,0.209094211
19,aa,FALSE,0.484107482,TRUE,TRUE,0.353591744,0.061784533,FALSE,FALSE,0.209094211
19,p,FALSE,0.484107482,TRUE,TRUE,0.353591744,0.061784533,FALSE,FALSE,0.209094211
19,ak,FALSE,0.484107482,TRUE,TRUE,0.353591744,0.061784533,FALSE,FALSE,0.209094211
19,ap,FALSE,0.484107482,TRUE,TRUE,0.353591744,0.061784533,FALSE,FALSE,0.209094211
19,ar,FALSE,0.484107482,TRUE,TRUE,0.353591744,0.061784533,FALSE,FALSE,0.209094211
19,t,FALSE,0.484107482,TRUE,TRUE,0.353591744,0.061784533,FALSE,FALSE,0.209094211
20,f,TRUE,0.46247478,TRUE,TRUE,0.642311843,0.611851556,TRUE,FALSE,0.047422208
20,b,TRUE,0.46247478,TRUE,TRUE,0.642311843,0.611851556,TRUE,FALSE,0.047422208
20,af,TRUE,0.46247478,TRUE,TRUE,0.642311843,0.611851556,TRUE,FALSE,0.047422208
20,s,TRUE,0.46247478,TRUE,TRUE,0.642311843,0.611851556,TRUE,FALSE,0.047422208
20,c,TRUE,0.46247478,TRUE,TRUE,0.642311843,0.611851556,TRUE,FALSE,0.047422208
20,z,TRUE,0.46247478,TRUE,TRUE,0.642311843,0.611851556,TRUE,FALSE,0.047422208
20,ak,TRUE,0.46247478,TRUE,TRUE,0.642311843,0.611851556,TRUE,FALSE,0.047422208
20,t,TRUE,0.46247478,TRUE,TRUE,0.642311843,0.611851556,TRUE,FALSE,0.047422208
21,b,TRUE,0.768129596,FALSE,TRUE,0.68949484,0.149690423,TRUE,TRUE,0.290646555
21,f,TRUE,0.768129596,FALSE,TRUE,0.68949484,0.149690423,TRUE,TRUE,0.290646555
21,af,TRUE,0.768129596,FALSE,TRUE,0.68949484,0.149690423,TRUE,TRUE,0.290646555
21,ak,TRUE,0.768129596,FALSE,TRUE,0.68949484,0.149690423,TRUE,TRUE,0.290646555
21,aa,TRUE,0.768129596,FALSE,TRUE,0.68949484,0.149690423,TRUE,TRUE,0.290646555
21,c,TRUE,0.768129596,FALSE,TRUE,0.68949484,0.149690423,TRUE,TRUE,0.290646555
21,u,TRUE,0.768129596,FALSE,TRUE,0.68949484,0.149690423,TRUE,TRUE,0.290646555
21,t,TRUE,0.768129596,FALSE,TRUE,0.68949484,0.149690423,TRUE,TRUE,0.290646555
22,ah,TRUE,0.047379957,FALSE,TRUE,0.07137869,0.577411772,FALSE,TRUE,0.876926922
22,j,TRUE,0.047379957,FALSE,TRUE,0.07137869,0.577411772,FALSE,TRUE,0.876926922
22,g,TRUE,0.047379957,FALSE,TRUE,0.07137869,0.577411772,FALSE,TRUE,0.876926922
22,p,TRUE,0.047379957,FALSE,TRUE,0.07137869,0.577411772,FALSE,TRUE,0.876926922
22,ak,TRUE,0.047379957,FALSE,TRUE,0.07137869,0.577411772,FALSE,TRUE,0.876926922
22,e,TRUE,0.047379957,FALSE,TRUE,0.07137869,0.577411772,FALSE,TRUE,0.876926922
22,c,TRUE,0.047379957,FALSE,TRUE,0.07137869,0.577411772,FALSE,TRUE,0.876926922
22,t,TRUE,0.047379957,FALSE,TRUE,0.07137869,0.577411772,FALSE,TRUE,0.876926922
22,aq,TRUE,0.047379957,FALSE,TRUE,0.07137869,0.577411772,FALSE,TRUE,0.876926922
22,l,TRUE,0.047379957,FALSE,TRUE,0.07137869,0.577411772,FALSE,TRUE,0.876926922
22,m,TRUE,0.047379957,FALSE,TRUE,0.07137869,0.577411772,FALSE,TRUE,0.876926922
22,s,TRUE,0.047379957,FALSE,TRUE,0.07137869,0.577411772,FALSE,TRUE,0.876926922
22,z,TRUE,0.047379957,FALSE,TRUE,0.07137869,0.577411772,FALSE,TRUE,0.876926922
23,g,TRUE,0.200227326,TRUE,FALSE,0.018693493,0.390442047,FALSE,FALSE,0.293214233
23,n,TRUE,0.200227326,TRUE,FALSE,0.018693493,0.390442047,FALSE,FALSE,0.293214233
23,b,TRUE,0.200227326,TRUE,FALSE,0.018693493,0.390442047,FALSE,FALSE,0.293214233
23,af,TRUE,0.200227326,TRUE,FALSE,0.018693493,0.390442047,FALSE,FALSE,0.293214233
23,ab,TRUE,0.200227326,TRUE,FALSE,0.018693493,0.390442047,FALSE,FALSE,0.293214233
23,l,TRUE,0.200227326,TRUE,FALSE,0.018693493,0.390442047,FALSE,FALSE,0.293214233
23,j,TRUE,0.200227326,TRUE,FALSE,0.018693493,0.390442047,FALSE,FALSE,0.293214233
23,ak,TRUE,0.200227326,TRUE,FALSE,0.018693493,0.390442047,FALSE,FALSE,0.293214233
23,m,TRUE,0.200227326,TRUE,FALSE,0.018693493,0.390442047,FALSE,FALSE,0.293214233
23,c,TRUE,0.200227326,TRUE,FALSE,0.018693493,0.390442047,FALSE,FALSE,0.293214233
23,t,TRUE,0.200227326,TRUE,FALSE,0.018693493,0.390442047,FALSE,FALSE,0.293214233
23,o,TRUE,0.200227326,TRUE,FALSE,0.018693493,0.390442047,FALSE,FALSE,0.293214233
23,x,TRUE,0.200227326,TRUE,FALSE,0.018693493,0.390442047,FALSE,FALSE,0.293214233
23,v,TRUE,0.200227326,TRUE,FALSE,0.018693493,0.390442047,FALSE,FALSE,0.293214233
24,f,FALSE,0.542731608,TRUE,TRUE,0.692515858,0.380561719,TRUE,FALSE,0.104713358
24,b,FALSE,0.542731608,TRUE,TRUE,0.692515858,0.380561719,TRUE,FALSE,0.104713358
24,s,FALSE,0.542731608,TRUE,TRUE,0.692515858,0.380561719,TRUE,FALSE,0.104713358
24,af,FALSE,0.542731608,TRUE,TRUE,0.692515858,0.380561719,TRUE,FALSE,0.104713358
24,ak,FALSE,0.542731608,TRUE,TRUE,0.692515858,0.380561719,TRUE,FALSE,0.104713358
24,z,FALSE,0.542731608,TRUE,TRUE,0.692515858,0.380561719,TRUE,FALSE,0.104713358
24,c,FALSE,0.542731608,TRUE,TRUE,0.692515858,0.380561719,TRUE,FALSE,0.104713358
24,t,FALSE,0.542731608,TRUE,TRUE,0.692515858,0.380561719,TRUE,FALSE,0.104713358
25,a,TRUE,0.384953609,FALSE,FALSE,0.252337894,0.174804105,TRUE,FALSE,0.086814251
25,p,TRUE,0.384953609,FALSE,FALSE,0.252337894,0.174804105,TRUE,FALSE,0.086814251
25,ak,TRUE,0.384953609,FALSE,FALSE,0.252337894,0.174804105,TRUE,FALSE,0.086814251
25,c,TRUE,0.384953609,FALSE,FALSE,0.252337894,0.174804105,TRUE,FALSE,0.086814251
25,ae,TRUE,0.384953609,FALSE,FALSE,0.252337894,0.174804105,TRUE,FALSE,0.086814251
25,t,TRUE,0.384953609,FALSE,FALSE,0.252337894,0.174804105,TRUE,FALSE,0.086814251
25,i,TRUE,0.384953609,FALSE,FALSE,0.252337894,0.174804105,TRUE,FALSE,0.086814251
25,an,TRUE,0.384953609,FALSE,FALSE,0.252337894,0.174804105,TRUE,FALSE,0.086814251
25,s,TRUE,0.384953609,FALSE,FALSE,0.252337894,0.174804105,TRUE,FALSE,0.086814251
26,ag,TRUE,0.904335413,TRUE,TRUE,0.566182183,0.004480861,FALSE,TRUE,0.831022486
26,s,TRUE,0.904335413,TRUE,TRUE,0.566182183,0.004480861,FALSE,TRUE,0.831022486
26,p,TRUE,0.904335413,TRUE,TRUE,0.566182183,0.004480861,FALSE,TRUE,0.831022486
26,z,TRUE,0.904335413,TRUE,TRUE,0.566182183,0.004480861,FALSE,TRUE,0.831022486
26,c,TRUE,0.904335413,TRUE,TRUE,0.566182183,0.004480861,FALSE,TRUE,0.831022486
26,ak,TRUE,0.904335413,TRUE,TRUE,0.566182183,0.004480861,FALSE,TRUE,0.831022486
26,t,TRUE,0.904335413,TRUE,TRUE,0.566182183,0.004480861,FALSE,TRUE,0.831022486
27,a,TRUE,0.909057744,FALSE,TRUE,0.604046057,0.166186891,TRUE,FALSE,0.777545978
27,b,TRUE,0.909057744,FALSE,TRUE,0.604046057,0.166186891,TRUE,FALSE,0.777545978
27,af,TRUE,0.909057744,FALSE,TRUE,0.604046057,0.166186891,TRUE,FALSE,0.777545978
27,c,TRUE,0.909057744,FALSE,TRUE,0.604046057,0.166186891,TRUE,FALSE,0.777545978
27,ae,TRUE,0.909057744,FALSE,TRUE,0.604046057,0.166186891,TRUE,FALSE,0.777545978
27,am,TRUE,0.909057744,FALSE,TRUE,0.604046057,0.166186891,TRUE,FALSE,0.777545978
27,ak,TRUE,0.909057744,FALSE,TRUE,0.604046057,0.166186891,TRUE,FALSE,0.777545978
