case,event,z_2,z_1,z_4,z_3,z_5
30,q,0.311469559,FALSE,0.045637769,0.948886798,TRUE
30,w,0.311469559,FALSE,0.045637769,0.948886798,TRUE
30,i,0.311469559,FALSE,0.045637769,0.948886798,TRUE
30,p,0.311469559,FALSE,0.045637769,0.948886798,TRUE
31,b,0.724867079,FALSE,0.560255754,0.907334188,TRUE
31,d,0.724867079,FALSE,0.560255754,0.907334188,TRUE
31,t,0.724867079,FALSE,0.560255754,0.907334188,TRUE
31,f,0.724867079,FALSE,0.560255754,0.907334188,TRUE
31,q,0.724867079,FALSE,0.560255754,0.907334188,TRUE
31,f,0.724867079,FALSE,0.560255754,0.907334188,TRUE
31,w,0.724867079,FALSE,0.560255754,0.907334188,TRUE
31,i,0.724867079,FALSE,0.560255754,0.907334188,TRUE
31,p,0.724867079,FALSE,0.560255754,0.907334188,TRUE
32,ad,0.554917506,FALSE,0.919695202,0.18266957,TRUE
32,b,0.554917506,FALSE,0.919695202,0.18266957,TRUE
32,u,0.554917506,FALSE,0.919695202,0.18266957,TRUE
32,x,0.554917506,FALSE,0.919695202,0.18266957,TRUE
32,t,0.554917506,FALSE,0.919695202,0.18266957,TRUE
32,q,0.554917506,FALSE,0.919695202,0.18266957,TRUE
32,ap,0.554917506,FALSE,0.919695202,0.18266957,TRUE
32,j,0.554917506,FALSE,0.919695202,0.18266957,TRUE
32,w,0.554917506,FALSE,0.919695202,0.18266957,TRUE
32,v,0.554917506,FALSE,0.919695202,0.18266957,TRUE
32,i,0.554917506,FALSE,0.919695202,0.18266957,TRUE
32,p,0.554917506,FALSE,0.919695202,0.18266957,TRUE
32,i,0.554917506,FALSE,0.919695202,0.18266957,TRUE
33,t,0.593220435,TRUE,0.806854019,0.862319692,FALSE
33,f,0.593220435,TRUE,0.806854019,0.862319692,FALSE
33,d,0.593220435,TRUE,0.806854019,0.862319692,FALSE
33,i,0.593220435,TRUE,0.806854019,0.862319692,FALSE
33,q,0.593220435,TRUE,0.806854019,0.862319692,FALSE
33,w,0.593220435,TRUE,0.806854019,0.862319692,FALSE
33,f,0.593220435,TRUE,0.806854019,0.862319692,FALSE
33,i,0.593220435,TRUE,0.806854019,0.862319692,FALSE
33,p,0.593220435,TRUE,0.806854019,0.862319692,FALSE
33,h,0.593220435,TRUE,0.806854019,0.862319692,FALSE
34,ad,0.511831456,TRUE,0.779009657,0.260057648,FALSE
34,t,0.511831456,TRUE,0.779009657,0.260057648,FALSE
34,x,0.511831456,TRUE,0.779009657,0.260057648,FALSE
34,ao,0.511831456,TRUE,0.779009657,0.260057648,FALSE
34,i,0.511831456,TRUE,0.779009657,0.260057648,FALSE
34,ap,0.511831456,TRUE,0.779009657,0.260057648,FALSE
34,q,0.511831456,TRUE,0.779009657,0.260057648,FALSE
34,w,0.511831456,TRUE,0.779009657,0.260057648,FALSE
34,j,0.511831456,TRUE,0.779009657,0.260057648,FALSE
34,i,0.511831456,TRUE,0.779009657,0.260057648,FALSE
34,v,0.511831456,TRUE,0.779009657,0.260057648,FALSE
34,p,0.511831456,TRUE,0.779009657,0.260057648,FALSE
34,h,0.511831456,TRUE,0.779009657,0.260057648,FALSE
35,t,0.647147296,FALSE,0.293638877,0.846675117,TRUE
35,f,0.647147296,FALSE,0.293638877,0.846675117,TRUE
35,b,0.647147296,FALSE,0.293638877,0.846675117,TRUE
35,q,0.647147296,FALSE,0.293638877,0.846675117,TRUE
35,d,0.647147296,FALSE,0.293638877,0.846675117,TRUE
35,f,0.647147296,FALSE,0.293638877,0.846675117,TRUE
35,w,0.647147296,FALSE,0.293638877,0.846675117,TRUE
35,i,0.647147296,FALSE,0.293638877,0.846675117,TRUE
35,p,0.647147296,FALSE,0.293638877,0.846675117,TRUE
36,b,0.356210249,TRUE,0.608890904,0.229639167,TRUE
36,t,0.356210249,TRUE,0.608890904,0.229639167,TRUE
36,q,0.356210249,TRUE,0.608890904,0.229639167,TRUE
36,w,0.356210249,TRUE,0.608890904,0.229639167,TRUE
36,f,0.356210249,TRUE,0.608890904,0.229639167,TRUE
36,a,0.356210249,TRUE,0.608890904,0.229639167,TRUE
36,i,0.356210249,TRUE,0.608890904,0.229639167,TRUE
36,p,0.356210249,TRUE,0.608890904,0.229639167,TRUE
36,f,0.356210249,TRUE,0.608890904,0.229639167,TRUE
37,t,0.16185785,TRUE,0.314256535,0.155841196,TRUE
37,f,0.16185785,TRUE,0.314256535,0.155841196,TRUE
37,d,0.16185785,TRUE,0.314256535,0.155841196,TRUE
37,f,0.16185785,TRUE,0.314256535,0.155841196,TRUE
37,b,0.16185785,TRUE,0.314256535,0.155841196,TRUE
37,q,0.16185785,TRUE,0.314256535,0.155841196,TRUE
37,w,0.16185785,TRUE,0.314256535,0.155841196,TRUE
37,i,0.16185785,TRUE,0.314256535,0.155841196,TRUE
37,p,0.16185785,TRUE,0.314256535,0.155841196,TRUE
38,i,0.766824,TRUE,0.323325763,0.866722843,FALSE
38,d,0.766824,TRUE,0.323325763,0.866722843,FALSE
38,t,0.766824,TRUE,0.323325763,0.866722843,FALSE
38,q,0.766824,TRUE,0.323325763,0.866722843,FALSE
38,f,0.766824,TRUE,0.323325763,0.866722843,FALSE
38,f,0.766824,TRUE,0.323325763,0.866722843,FALSE
38,w,0.766824,TRUE,0.323325763,0.866722843,FALSE
38,i,0.766824,TRUE,0.323325763,0.866722843,FALSE
38,p,0.766824,TRUE,0.323325763,0.866722843,FALSE
38,i,0.766824,TRUE,0.323325763,0.866722843,FALSE
39,t,0.327979921,FALSE,0.039073949,0.530678115,TRUE
39,a,0.327979921,FALSE,0.039073949,0.530678115,TRUE
39,b,0.327979921,FALSE,0.039073949,0.530678115,TRUE
39,f,0.327979921,FALSE,0.039073949,0.530678115,TRUE
39,f,0.327979921,FALSE,0.039073949,0.530678115,TRUE
39,q,0.327979921,FALSE,0.039073949,0.530678115,TRUE
39,w,0.327979921,FALSE,0.039073949,0.530678115,TRUE
39,i,0.327979921,FALSE,0.039073949,0.530678115,TRUE
39,p,0.327979921,FALSE,0.039073949,0.530678115,TRUE
40,t,0.546306399,TRUE,0.752069736,0.53210921,TRUE
40,f,0.546306399,TRUE,0.752069736,0.53210921,TRUE
40,d,0.546306399,TRUE,0.752069736,0.53210921,TRUE
40,b,0.546306399,TRUE,0.752069736,0.53210921,TRUE
40,f,0.546306399,TRUE,0.752069736,0.53210921,TRUE
40,q,0.546306399,TRUE,0.752069736,0.53210921,TRUE
40,w,0.546306399,TRUE,0.752069736,0.53210921,TRUE
40,i,0.546306399,TRUE,0.752069736,0.53210921,TRUE
41,h,0.314973032,TRUE,0.305058805,0.137908028,FALSE
41,f,0.314973032,TRUE,0.305058805,0.137908028,FALSE
41,d,0.314973032,TRUE,0.305058805,0.137908028,FALSE
41,f,0.314973032,TRUE,0.305058805,0.137908028,FALSE
42,f,0.047363263,FALSE,0.39195634,0.44731159,FALSE
42,a,0.047363263,FALSE,0.39195634,0.44731159,FALSE
42,c,0.047363263,FALSE,0.39195634,0.44731159,FALSE
42,f,0.047363263,FALSE,0.39195634,0.44731159,FALSE
43,f,0.247944128,TRUE,0.756707981,0.973435356,FALSE
43,t,0.247944128,TRUE,0.756707981,0.973435356,FALSE
43,i,0.247944128,TRUE,0.756707981,0.973435356,FALSE
43,a,0.247944128,TRUE,0.756707981,0.973435356,FALSE
43,q,0.247944128,TRUE,0.756707981,0.973435356,FALSE
43,w,0.247944128,TRUE,0.756707981,0.973435356,FALSE
43,f,0.247944128,TRUE,0.756707981,0.973435356,FALSE
43,i,0.247944128,TRUE,0.756707981,0.973435356,FALSE
43,p,0.247944128,TRUE,0.756707981,0.973435356,FALSE
43,h,0.247944128,TRUE,0.756707981,0.973435356,FALSE
44,b,0.307280789,FALSE,0.59901255,0.513112245,TRUE
44,f,0.307280789,FALSE,0.59901255,0.513112245,TRUE
44,t,0.307280789,FALSE,0.59901255,0.513112245,TRUE
44,a,0.307280789,FALSE,0.59901255,0.513112245,TRUE
44,f,0.307280789,FALSE,0.59901255,0.513112245,TRUE
44,q,0.307280789,FALSE,0.59901255,0.513112245,TRUE
44,w,0.307280789,FALSE,0.59901255,0.513112245,TRUE
44,i,0.307280789,FALSE,0.59901255,0.513112245,TRUE
44,p,0.307280789,FALSE,0.59901255,0.513112245,TRUE
45,f,0.578386307,TRUE,0.822797766,0.587469476,TRUE
45,d,0.578386307,TRUE,0.822797766,0.587469476,TRUE
45,c,0.578386307,TRUE,0.822797766,0.587469476,TRUE
45,f,0.578386307,TRUE,0.822797766,0.587469476,TRUE
46,i,0.046134116,TRUE,0.999609202,0.045556586,FALSE
46,t,0.046134116,TRUE,0.999609202,0.045556586,FALSE
46,q,0.046134116,TRUE,0.999609202,0.045556586,FALSE
46,a,0.046134116,TRUE,0.999609202,0.045556586,FALSE
46,f,0.046134116,TRUE,0.999609202,0.045556586,FALSE
46,w,0.046134116,TRUE,0.999609202,0.045556586,FALSE
46,f,0.046134116,TRUE,0.999609202,0.045556586,FALSE
46,i,0.046134116,TRUE,0.999609202,0.045556586,FALSE
46,p,0.046134116,TRUE,0.999609202,0.045556586,FALSE
46,h,0.046134116,TRUE,0.999609202,0.045556586,FALSE
47,x,0.833407157,TRUE,0.451447502,0.08326133,FALSE
47,t,0.833407157,TRUE,0.451447502,0.08326133,FALSE
47,k,0.833407157,TRUE,0.451447502,0.08326133,FALSE
47,i,0.833407157,TRUE,0.451447502,0.08326133,FALSE
47,q,0.833407157,TRUE,0.451447502,0.08326133,FALSE
47,ar,0.833407157,TRUE,0.451447502,0.08326133,FALSE
47,w,0.833407157,TRUE,0.451447502,0.08326133,FALSE
47,j,0.833407157,TRUE,0.451447502,0.08326133,FALSE
47,i,0.833407157,TRUE,0.451447502,0.08326133,FALSE
47,p,0.833407157,TRUE,0.451447502,0.08326133,FALSE
47,i,0.833407157,TRUE,0.451447502,0.08326133,FALSE
47,g,0.833407157,TRUE,0.451447502,0.08326133,FALSE
48,f,0.355174364,FALSE,0.001680672,0.341997288,FALSE
48,t,0.355174364,FALSE,0.001680672,0.341997288,FALSE
