case,event,z_1
24,q,0.739478701
24,al,0.739478701
24,p,0.739478701
24,o,0.739478701
24,w,0.739478701
24,k,0.739478701
24,z,0.739478701
24,ad,0.739478701
24,ai,0.739478701
24,al,0.739478701
24,d,0.739478701
24,n,0.739478701
24,z,0.739478701
24,c,0.739478701
25,j,0.054937503
25,q,0.054937503
25,h,0.054937503
25,aj,0.054937503
25,ai,0.054937503
25,s,0.054937503
25,f,0.054937503
25,ac,0.054937503
25,aa,0.054937503
25,s,0.054937503
25,am,0.054937503
25,ab,0.054937503
25,aj,0.054937503
25,q,0.054937503
25,p,0.054937503
25,al,0.054937503
25,o,0.054937503
25,w,0.054937503
25,z,0.054937503
25,k,0.054937503
25,ai,0.054937503
25,ad,0.054937503
25,al,0.054937503
26,aj,0.433793963
26,j,0.433793963
26,f,0.433793963
26,q,0.433793963
26,s,0.433793963
26,am,0.433793963
26,aj,0.433793963
26,h,0.433793963
26,q,0.433793963
26,s,0.433793963
26,al,0.433793963
26,p,0.433793963
26,o,0.433793963
26,ai,0.433793963
26,aa,0.433793963
26,ab,0.433793963
26,ac,0.433793963
26,w,0.433793963
26,z,0.433793963
26,k,0.433793963
26,ad,0.433793963
26,ai,0.433793963
26,al,0.433793963
26,n,0.433793963
26,z,0.433793963
27,a,0.824316233
27,ak,0.824316233
27,h,0.824316233
27,s,0.824316233
27,ai,0.824316233
27,ac,0.824316233
27,n,0.824316233
27,w,0.824316233
27,d,0.824316233
27,am,0.824316233
27,s,0.824316233
27,aa,0.824316233
27,ab,0.824316233
27,q,0.824316233
27,p,0.824316233
27,g,0.824316233
27,al,0.824316233
27,o,0.824316233
27,w,0.824316233
27,z,0.824316233
27,k,0.824316233
27,ai,0.824316233
27,ad,0.824316233
27,al,0.824316233
27,n,0.824316233
27,d,0.824316233
27,z,0.824316233
27,c,0.824316233
28,j,0.177185042
28,f,0.177185042
28,q,0.177185042
28,aj,0.177185042
28,s,0.177185042
28,h,0.177185042
28,am,0.177185042
28,aj,0.177185042
28,aa,0.177185042
28,s,0.177185042
28,ai,0.177185042
28,ac,0.177185042
28,ab,0.177185042
28,q,0.177185042
28,al,0.177185042
28,p,0.177185042
28,o,0.177185042
28,w,0.177185042
28,z,0.177185042
28,k,0.177185042
28,ad,0.177185042
28,al,0.177185042
28,ai,0.177185042
28,d,0.177185042
28,n,0.177185042
28,z,0.177185042
28,c,0.177185042
29,ak,0.895179579
29,a,0.895179579
29,h,0.895179579
29,s,0.895179579
29,n,0.895179579
29,w,0.895179579
29,ai,0.895179579
29,aa,0.895179579
29,d,0.895179579
29,ac,0.895179579
29,g,0.895179579
29,s,0.895179579
29,ab,0.895179579
29,am,0.895179579
29,q,0.895179579
29,al,0.895179579
29,p,0.895179579
29,o,0.895179579
29,w,0.895179579
29,k,0.895179579
29,z,0.895179579
29,ai,0.895179579
29,ad,0.895179579
29,al,0.895179579
29,d,0.895179579
29,z,0.895179579
29,n,0.895179579
29,c,0.895179579
30,a,0.531331615
30,s,0.531331615
30,ak,0.531331615
30,h,0.531331615
30,aa,0.531331615
30,ab,0.531331615
30,ah,0.531331615
30,w,0.531331615
30,d,0.531331615
30,ai,0.531331615
30,am,0.531331615
30,ac,0.531331615
30,aj,0.531331615
30,q,0.531331615
30,ac,0.531331615
30,k,0.531331615
30,z,0.531331615
30,ai,0.531331615
30,ai,0.531331615
30,d,0.531331615
30,z,0.531331615
30,n,0.531331615
30,c,0.531331615
31,aj,0.23692996
31,q,0.23692996
31,j,0.23692996
31,s,0.23692996
31,aa,0.23692996
31,h,0.23692996
31,f,0.23692996
31,g,0.23692996
31,s,0.23692996
31,ab,0.23692996
31,ai,0.23692996
31,am,0.23692996
31,q,0.23692996
31,p,0.23692996
31,al,0.23692996
31,ac,0.23692996
31,o,0.23692996
31,w,0.23692996
31,z,0.23692996
31,k,0.23692996
31,ad,0.23692996
31,ai,0.23692996
31,al,0.23692996
31,z,0.23692996
31,d,0.23692996
31,n,0.23692996
31,c,0.23692996
32,a,0.384446006
32,aj,0.384446006
32,h,0.384446006
32,f,0.384446006
32,g,0.384446006
32,am,0.384446006
32,s,0.384446006
32,s,0.384446006
32,ai,0.384446006
32,q,0.384446006
32,p,0.384446006
32,ac,0.384446006
32,aa,0.384446006
32,al,0.384446006
32,ab,0.384446006
32,o,0.384446006
32,w,0.384446006
32,k,0.384446006
32,z,0.384446006
32,ai,0.384446006
32,ad,0.384446006
32,al,0.384446006
32,n,0.384446006
32,z,0.384446006
32,d,0.384446006
32,c,0.384446006
33,j,0.156418157
33,q,0.156418157
33,f,0.156418157
33,h,0.156418157
33,aj,0.156418157
33,s,0.156418157
33,aa,0.156418157
33,ab,0.156418157
33,aj,0.156418157
33,am,0.156418157
33,ai,0.156418157
33,ac,0.156418157
33,s,0.156418157
33,q,0.156418157
33,p,0.156418157
33,al,0.156418157
33,o,0.156418157
33,w,0.156418157
33,z,0.156418157
33,k,0.156418157
33,ad,0.156418157
33,ai,0.156418157
33,al,0.156418157
33,n,0.156418157
33,d,0.156418157
33,z,0.156418157
33,c,0.156418157
34,q,0.574934907
34,j,0.574934907
34,ak,0.574934907
34,ah,0.574934907
34,w,0.574934907
34,h,0.574934907
34,s,0.574934907
34,d,0.574934907
34,ai,0.574934907
34,ac,0.574934907
34,aa,0.574934907
34,am,0.574934907
34,ab,0.574934907
34,aj,0.574934907
34,ac,0.574934907
34,q,0.574934907
34,z,0.574934907
34,k,0.574934907
34,ai,0.574934907
34,ai,0.574934907
34,d,0.574934907
34,n,0.574934907
34,z,0.574934907
34,c,0.574934907
35,j,0.630112394
35,q,0.630112394
35,ak,0.630112394
35,w,0.630112394
35,s,0.630112394
35,h,0.630112394
35,ah,0.630112394
35,ai,0.630112394
35,aa,0.630112394
35,d,0.630112394
35,ac,0.630112394
35,am,0.630112394
35,ab,0.630112394
35,aj,0.630112394
35,s,0.630112394
35,q,0.630112394
35,p,0.630112394
35,al,0.630112394
35,o,0.630112394
35,w,0.630112394
35,z,0.630112394
35,k,0.630112394
35,ai,0.630112394
35,ad,0.630112394
35,al,0.630112394
35,z,0.630112394
35,n,0.630112394
35,d,0.630112394
36,ak,0.560857953
36,q,0.560857953
36,ah,0.560857953
36,j,0.560857953
36,h,0.560857953
36,w,0.560857953
36,s,0.560857953
36,ai,0.560857953
36,d,0.560857953
36,ac,0.560857953
36,aa,0.560857953
36,ab,0.560857953
36,af,0.560857953
36,aj,0.560857953
36,k,0.560857953
36,ac,0.560857953
36,z,0.560857953
36,ai,0.560857953
36,ai,0.560857953
36,n,0.560857953
36,z,0.560857953
36,d,0.560857953
36,c,0.560857953
37,q,0.879968041
37,ak,0.879968041
37,c,0.879968041
37,j,0.879968041
37,w,0.879968041
37,d,0.879968041
37,s,0.879968041
37,at,0.879968041
37,h,0.879968041
37,aa,0.879968041
37,s,0.879968041
37,ab,0.879968041
37,am,0.879968041
37,ai,0.879968041
37,i,0.879968041
37,q,0.879968041
37,p,0.879968041
37,ac,0.879968041
37,al,0.879968041
37,o,0.879968041
37,w,0.879968041
37,z,0.879968041
37,k,0.879968041
37,ai,0.879968041
37,ad,0.879968041
37,al,0.879968041
37,z,0.879968041
37,d,0.879968041
37,n,0.879968041
37,c,0.879968041
38,j,0.7314071
38,q,0.7314071
38,h,0.7314071
38,ak,0.7314071
38,ai,0.7314071
38,s,0.7314071
38,w,0.7314071
38,ac,0.7314071
38,ah,0.7314071
38,aa,0.7314071
38,d,0.7314071
38,ab,0.7314071
38,s,0.7314071
38,aj,0.7314071
38,am,0.7314071
38,q,0.7314071
38,p,0.7314071
38,al,0.7314071
38,o,0.7314071
38,w,0.7314071
38,k,0.7314071
38,z,0.7314071
38,ai,0.7314071
38,ad,0.7314071
38,al,0.7314071
38,d,0.7314071
38,z,0.7314071
38,n,0.7314071
38,c,0.7314071
39,a,0.263881326
39,s,0.263881326
39,h,0.263881326
39,aj,0.263881326
39,aa,0.263881326
39,f,0.263881326
39,ab,0.263881326
39,s,0.263881326
39,am,0.263881326
39,q,0.263881326
39,ai,0.263881326
39,g,0.263881326
39,ac,0.263881326
39,al,0.263881326
39,p,0.263881326
39,o,0.263881326
39,w,0.263881326
39,z,0.263881326
39,k,0.263881326
39,ai,0.263881326
39,ad,0.263881326
39,al,0.263881326
39,n,0.263881326
39,z,0.263881326
40,ak,0.837802499
40,q,0.837802499
40,j,0.837802499
40,w,0.837802499
40,c,0.837802499
40,at,0.837802499
40,d,0.837802499
40,s,0.837802499
40,am,0.837802499
40,h,0.837802499
40,s,0.837802499
40,q,0.837802499
40,p,0.837802499
40,i,0.837802499
40,al,0.837802499
40,ai,0.837802499
40,aa,0.837802499
40,ac,0.837802499
40,o,0.837802499
40,ab,0.837802499
40,w,0.837802499
40,z,0.837802499
40,k,0.837802499
40,ai,0.837802499
40,ad,0.837802499
40,al,0.837802499
40,z,0.837802499
40,n,0.837802499
40,d,0.837802499
41,f,0.381397816
41,q,0.381397816
41,aj,0.381397816
41,j,0.381397816
41,am,0.381397816
41,aj,0.381397816
41,s,0.381397816
41,s,0.381397816
41,h,0.381397816
41,aa,0.381397816
41,q,0.381397816
41,ai,0.381397816
41,p,0.381397816
41,al,0.381397816
41,ab,0.381397816
41,ac,0.381397816
41,o,0.381397816
41,w,0.381397816
41,z,0.381397816
41,k,0.381397816
41,ad,0.381397816
41,al,0.381397816
41,ai,0.381397816
41,d,0.381397816
41,n,0.381397816
41,z,0.381397816
41,c,0.381397816
42,j,0.19961959
42,aj,0.19961959
42,f,0.19961959
42,q,0.19961959
42,am,0.19961959
42,s,0.19961959
42,i,0.19961959
42,s,0.19961959
42,aa,0.19961959
42,h,0.19961959
42,ab,0.19961959
42,q,0.19961959
42,ai,0.19961959
42,ac,0.19961959
42,al,0.19961959
42,p,0.19961959
42,o,0.19961959
42,w,0.19961959
42,z,0.19961959
42,k,0.19961959
42,ad,0.19961959
42,al,0.19961959
42,ai,0.19961959
42,d,0.19961959
42,n,0.19961959
42,z,0.19961959
42,c,0.19961959
43,a,0.953919936
43,h,0.953919936
43,ak,0.953919936
43,ai,0.953919936
43,ac,0.953919936
43,w,0.953919936
43,d,0.953919936
43,s,0.953919936
43,aa,0.953919936
43,ab,0.953919936
43,n,0.953919936
43,g,0.953919936
43,s,0.953919936
43,am,0.953919936
43,q,0.953919936
43,al,0.953919936
43,p,0.953919936
43,o,0.953919936
43,w,0.953919936
43,z,0.953919936
43,k,0.953919936
43,ai,0.953919936
43,ad,0.953919936
43,al,0.953919936
43,d,0.953919936
43,z,0.953919936
43,n,0.953919936
43,c,0.953919936
44,ak,0.90644766
44,a,0.90644766
44,s,0.90644766
44,w,0.90644766
44,h,0.90644766
44,n,0.90644766
44,d,0.90644766
44,aa,0.90644766
44,am,0.90644766
44,ab,0.90644766
44,g,0.90644766
44,s,0.90644766
44,ai,0.90644766
44,q,0.90644766
44,ac,0.90644766
44,p,0.90644766
44,al,0.90644766
44,o,0.90644766
44,w,0.90644766
44,k,0.90644766
44,z,0.90644766
44,ai,0.90644766
44,ad,0.90644766
45,aj,0.150779571
45,a,0.150779571
45,s,0.150779571
45,f,0.150779571
45,h,0.150779571
45,ai,0.150779571
45,aa,0.150779571
45,am,0.150779571
45,i,0.150779571
45,s,0.150779571
45,ab,0.150779571
45,ac,0.150779571
45,q,0.150779571
45,al,0.150779571
45,p,0.150779571
45,o,0.150779571
45,w,0.150779571
45,k,0.150779571
45,z,0.150779571
45,ad,0.150779571
45,ai,0.150779571
45,al,0.150779571
45,n,0.150779571
45,z,0.150779571
45,d,0.150779571
45,c,0.150779571
46,a,0.222357864
46,aj,0.222357864
46,f,0.222357864
46,h,0.222357864
46,s,0.222357864
46,g,0.222357864
46,s,0.222357864
46,ai,0.222357864
46,am,0.222357864
46,q,0.222357864
46,ac,0.222357864
46,aa,0.222357864
46,p,0.222357864
46,al,0.222357864
46,ab,0.222357864
46,o,0.222357864
46,w,0.222357864
46,k,0.222357864
46,z,0.222357864
46,ad,0.222357864
46,ai,0.222357864
46,al,0.222357864
46,d,0.222357864
46,n,0.222357864
47,j,0.336709595
47,q,0.336709595
47,f,0.336709595
47,s,0.336709595
47,aj,0.336709595
47,am,0.336709595
47,g,0.336709595
47,h,0.336709595
47,aa,0.336709595
47,ai,0.336709595
47,s,0.336709595
47,ac,0.336709595
47,ab,0.336709595
47,q,0.336709595
47,al,0.336709595
47,p,0.336709595
47,o,0.336709595
47,w,0.336709595
47,z,0.336709595
47,k,0.336709595
47,ad,0.336709595
47,ai,0.336709595
47,al,0.336709595
47,z,0.336709595
47,d,0.336709595
47,n,0.336709595
47,c,0.336709595
48,q,0.733139411
48,j,0.733139411
48,ak,0.733139411
48,s,0.733139411
48,h,0.733139411
48,ah,0.733139411
48,aa,0.733139411
48,ai,0.733139411
48,w,0.733139411
48,ac,0.733139411
48,d,0.733139411
48,ab,0.733139411
48,s,0.733139411
48,aj,0.733139411
48,am,0.733139411
48,q,0.733139411
48,p,0.733139411
48,al,0.733139411
48,o,0.733139411
48,w,0.733139411
48,z,0.733139411
48,k,0.733139411
48,ad,0.733139411
48,ai,0.733139411
48,al,0.733139411
48,n,0.733139411
49,ak,0.999857896
49,n,0.999857896
49,w,0.999857896
49,a,0.999857896
49,h,0.999857896
49,d,0.999857896
49,s,0.999857896
49,am,0.999857896
49,ai,0.999857896
49,s,0.999857896
49,aa,0.999857896
49,q,0.999857896
49,al,0.999857896
49,p,0.999857896
49,g,0.999857896
49,ac,0.999857896
49,ab,0.999857896
49,o,0.999857896
49,w,0.999857896
49,z,0.999857896
49,k,0.999857896
49,ad,0.999857896
49,al,0.999857896
49,ai,0.999857896
49,d,0.999857896
49,z,0.999857896
49,n,0.999857896
49,c,0.999857896
50,a,0.953493584
50,s,0.953493584
50,ak,0.953493584
50,h,0.953493584
50,aa,0.953493584
50,n,0.953493584
50,w,0.953493584
50,ai,0.953493584
50,d,0.953493584
50,ab,0.953493584
50,ac,0.953493584
50,am,0.953493584
50,s,0.953493584
50,g,0.953493584
50,q,0.953493584
50,al,0.953493584
50,p,0.953493584
50,o,0.953493584
50,w,0.953493584
50,k,0.953493584
50,z,0.953493584
50,ad,0.953493584
50,ai,0.953493584
50,al,0.953493584
50,d,0.953493584
50,z,0.953493584
50,n,0.953493584
50,c,0.953493584
51,q,0.284062916
51,j,0.284062916
51,f,0.284062916
51,aj,0.284062916
51,h,0.284062916
51,am,0.284062916
51,s,0.284062916
51,i,0.284062916
51,s,0.284062916
51,q,0.284062916
51,ai,0.284062916
51,p,0.284062916
51,aa,0.284062916
51,ac,0.284062916
51,al,0.284062916
51,ab,0.284062916
51,o,0.284062916
51,w,0.284062916
51,k,0.284062916
51,z,0.284062916
