case,event,z_2,z_1,z_4,z_3,z_6,z_5,z_8,z_7,z_9,z_10,z_11
1,c,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,q,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,m,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,s,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,g,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,af,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,j,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,d,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,am,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,ae,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,ao,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,h,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,x,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,an,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,ah,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,ag,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,ac,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,p,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,y,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
1,v,0.868846197,0.538704679,0.071917416,0.411046626,False,0.257845111,0.68149208,0.199458918,True,0.9322518470000001,True
2,e,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,q,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,al,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,b,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,af,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,s,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,i,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,ao,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,d,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,as,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,c,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,am,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,k,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,t,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,ai,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,h,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,ad,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,ar,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,y,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,o,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,z,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,aj,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,ag,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,v,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
2,ac,0.828901422,0.26171646600000004,0.785952533,0.138992322,True,0.510590329,0.890010346,0.766234286,False,0.434200601,False
3,e,0.282618918,0.128976241,0.01797349,0.295641736,True,0.34387642399999996,0.12821216300000002,0.34543767299999995,False,0.293174149,True
3,s,0.282618918,0.128976241,0.01797349,0.295641736,True,0.34387642399999996,0.12821216300000002,0.34543767299999995,False,0.293174149,True
3,k,0.282618918,0.128976241,0.01797349,0.295641736,True,0.34387642399999996,0.12821216300000002,0.34543767299999995,False,0.293174149,True
3,q,0.282618918,0.128976241,0.01797349,0.295641736,True,0.34387642399999996,0.12821216300000002,0.34543767299999995,False,0.293174149,True
3,as,0.282618918,0.128976241,0.01797349,0.295641736,True,0.34387642399999996,0.12821216300000002,0.34543767299999995,False,0.293174149,True
3,c,0.282618918,0.128976241,0.01797349,0.295641736,True,0.34387642399999996,0.12821216300000002,0.34543767299999995,False,0.293174149,True
3,h,0.282618918,0.128976241,0.01797349,0.295641736,True,0.34387642399999996,0.12821216300000002,0.34543767299999995,False,0.293174149,True
3,ag,0.282618918,0.128976241,0.01797349,0.295641736,True,0.34387642399999996,0.12821216300000002,0.34543767299999995,False,0.293174149,True
3,ar,0.282618918,0.128976241,0.01797349,0.295641736,True,0.34387642399999996,0.12821216300000002,0.34543767299999995,False,0.293174149,True
3,am,0.282618918,0.128976241,0.01797349,0.295641736,True,0.34387642399999996,0.12821216300000002,0.34543767299999995,False,0.293174149,True
3,ai,0.282618918,0.128976241,0.01797349,0.295641736,True,0.34387642399999996,0.12821216300000002,0.34543767299999995,False,0.293174149,True
3,o,0.282618918,0.128976241,0.01797349,0.295641736,True,0.34387642399999996,0.12821216300000002,0.34543767299999995,False,0.293174149,True
3,ac,0.282618918,0.128976241,0.01797349,0.295641736,True,0.34387642399999996,0.12821216300000002,0.34543767299999995,False,0.293174149,True
3,z,0.282618918,0.128976241,0.01797349,0.295641736,True,0.34387642399999996,0.12821216300000002,0.34543767299999995,False,0.293174149,True
3,p,0.282618918,0.128976241,0.01797349,0.295641736,True,0.34387642399999996,0.12821216300000002,0.34543767299999995,False,0.293174149,True
4,j,0.918106227,0.31934026600000004,0.09278087900000001,0.9853349779999999,False,0.084319953,0.61750601,0.07415644099999999,True,0.202975657,False
4,d,0.918106227,0.31934026600000004,0.09278087900000001,0.9853349779999999,False,0.084319953,0.61750601,0.07415644099999999,True,0.202975657,False
4,an,0.918106227,0.31934026600000004,0.09278087900000001,0.9853349779999999,False,0.084319953,0.61750601,0.07415644099999999,True,0.202975657,False
4,m,0.918106227,0.31934026600000004,0.09278087900000001,0.9853349779999999,False,0.084319953,0.61750601,0.07415644099999999,True,0.202975657,False
4,n,0.918106227,0.31934026600000004,0.09278087900000001,0.9853349779999999,False,0.084319953,0.61750601,0.07415644099999999,True,0.202975657,False
4,s,0.918106227,0.31934026600000004,0.09278087900000001,0.9853349779999999,False,0.084319953,0.61750601,0.07415644099999999,True,0.202975657,False
4,b,0.918106227,0.31934026600000004,0.09278087900000001,0.9853349779999999,False,0.084319953,0.61750601,0.07415644099999999,True,0.202975657,False
4,as,0.918106227,0.31934026600000004,0.09278087900000001,0.9853349779999999,False,0.084319953,0.61750601,0.07415644099999999,True,0.202975657,False
4,af,0.918106227,0.31934026600000004,0.09278087900000001,0.9853349779999999,False,0.084319953,0.61750601,0.07415644099999999,True,0.202975657,False
4,c,0.918106227,0.31934026600000004,0.09278087900000001,0.9853349779999999,False,0.084319953,0.61750601,0.07415644099999999,True,0.202975657,False
4,q,0.918106227,0.31934026600000004,0.09278087900000001,0.9853349779999999,False,0.084319953,0.61750601,0.07415644099999999,True,0.202975657,False
4,am,0.918106227,0.31934026600000004,0.09278087900000001,0.9853349779999999,False,0.084319953,0.61750601,0.07415644099999999,True,0.202975657,False
4,ao,0.918106227,0.31934026600000004,0.09278087900000001,0.9853349779999999,False,0.084319953,0.61750601,0.07415644099999999,True,0.202975657,False
4,y,0.918106227,0.31934026600000004,0.09278087900000001,0.9853349779999999,False,0.084319953,0.61750601,0.07415644099999999,True,0.202975657,False
4,h,0.918106227,0.31934026600000004,0.09278087900000001,0.9853349779999999,False,0.084319953,0.61750601,0.07415644099999999,True,0.202975657,False
5,d,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,g,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,j,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,af,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,b,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,aq,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,an,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,ao,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,m,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,q,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,ae,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,c,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,y,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,ah,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,am,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,h,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,v,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,ag,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,x,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,ac,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
5,p,0.582653318,0.190596198,0.8557306809999999,0.6977413379999999,False,0.032172123999999996,0.784143859,0.367517973,True,0.263943799,True
6,al,0.060282463,0.008777408,0.19707706,0.920868505,True,0.200168979,0.6896740259999999,0.397255446,True,0.7472741079999999,True
6,c,0.060282463,0.008777408,0.19707706,0.920868505,True,0.200168979,0.6896740259999999,0.397255446,True,0.7472741079999999,True
6,a,0.060282463,0.008777408,0.19707706,0.920868505,True,0.200168979,0.6896740259999999,0.397255446,True,0.7472741079999999,True
6,i,0.060282463,0.008777408,0.19707706,0.920868505,True,0.200168979,0.6896740259999999,0.397255446,True,0.7472741079999999,True
6,af,0.060282463,0.008777408,0.19707706,0.920868505,True,0.200168979,0.6896740259999999,0.397255446,True,0.7472741079999999,True
6,d,0.060282463,0.008777408,0.19707706,0.920868505,True,0.200168979,0.6896740259999999,0.397255446,True,0.7472741079999999,True
6,w,0.060282463,0.008777408,0.19707706,0.920868505,True,0.200168979,0.6896740259999999,0.397255446,True,0.7472741079999999,True
6,e,0.060282463,0.008777408,0.19707706,0.920868505,True,0.200168979,0.6896740259999999,0.397255446,True,0.7472741079999999,True
6,h,0.060282463,0.008777408,0.19707706,0.920868505,True,0.200168979,0.6896740259999999,0.397255446,True,0.7472741079999999,True
6,b,0.060282463,0.008777408,0.19707706,0.920868505,True,0.200168979,0.6896740259999999,0.397255446,True,0.7472741079999999,True
6,aa,0.060282463,0.008777408,0.19707706,0.920868505,True,0.200168979,0.6896740259999999,0.397255446,True,0.7472741079999999,True
6,ao,0.060282463,0.008777408,0.19707706,0.920868505,True,0.200168979,0.6896740259999999,0.397255446,True,0.7472741079999999,True
6,t,0.060282463,0.008777408,0.19707706,0.920868505,True,0.200168979,0.6896740259999999,0.397255446,True,0.7472741079999999,True
6,ag,0.060282463,0.008777408,0.19707706,0.920868505,True,0.200168979,0.6896740259999999,0.397255446,True,0.7472741079999999,True
6,y,0.060282463,0.008777408,0.19707706,0.920868505,True,0.200168979,0.6896740259999999,0.397255446,True,0.7472741079999999,True
6,u,0.060282463,0.008777408,0.19707706,0.920868505,True,0.200168979,0.6896740259999999,0.397255446,True,0.7472741079999999,True
7,m,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,q,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,as,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,c,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,d,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,b,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,s,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,af,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,e,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,h,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,ao,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,am,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,ag,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,k,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,ar,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,y,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,z,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,x,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,u,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,ak,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,aj,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
7,v,0.7081530659999999,0.422134241,0.7386863029999999,0.270663733,True,0.530517392,0.581813069,0.683110758,True,0.496778409,True
8,e,0.584505442,0.088706431,0.9148419440000001,0.041889828999999996,True,0.996514175,0.19506243,0.555464214,True,0.349539558,False
8,a,0.584505442,0.088706431,0.9148419440000001,0.041889828999999996,True,0.996514175,0.19506243,0.555464214,True,0.349539558,False
8,k,0.584505442,0.088706431,0.9148419440000001,0.041889828999999996,True,0.996514175,0.19506243,0.555464214,True,0.349539558,False
8,f,0.584505442,0.088706431,0.9148419440000001,0.041889828999999996,True,0.996514175,0.19506243,0.555464214,True,0.349539558,False
8,c,0.584505442,0.088706431,0.9148419440000001,0.041889828999999996,True,0.996514175,0.19506243,0.555464214,True,0.349539558,False
8,h,0.584505442,0.088706431,0.9148419440000001,0.041889828999999996,True,0.996514175,0.19506243,0.555464214,True,0.349539558,False
8,ag,0.584505442,0.088706431,0.9148419440000001,0.041889828999999996,True,0.996514175,0.19506243,0.555464214,True,0.349539558,False
8,z,0.584505442,0.088706431,0.9148419440000001,0.041889828999999996,True,0.996514175,0.19506243,0.555464214,True,0.349539558,False
8,ac,0.584505442,0.088706431,0.9148419440000001,0.041889828999999996,True,0.996514175,0.19506243,0.555464214,True,0.349539558,False
8,aj,0.584505442,0.088706431,0.9148419440000001,0.041889828999999996,True,0.996514175,0.19506243,0.555464214,True,0.349539558,False
9,af,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,c,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,q,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,b,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,ao,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,aq,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,g,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,d,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,am,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,j,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,m,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,y,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,v,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,ae,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,h,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,ah,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,an,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,x,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,ag,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,u,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
9,ak,0.211123211,0.976250135,0.35983661899999997,0.369342316,False,0.8847475659999999,0.17451671100000002,0.44062735799999997,True,0.6477937460000001,True
10,q,0.242640438,0.985824875,0.730804553,0.437540565,True,0.0044276590000000005,0.392518085,0.873198006,False,0.973248406,True
10,as,0.242640438,0.985824875,0.730804553,0.437540565,True,0.0044276590000000005,0.392518085,0.873198006,False,0.973248406,True
10,c,0.242640438,0.985824875,0.730804553,0.437540565,True,0.0044276590000000005,0.392518085,0.873198006,False,0.973248406,True
10,h,0.242640438,0.985824875,0.730804553,0.437540565,True,0.0044276590000000005,0.392518085,0.873198006,False,0.973248406,True
10,ag,0.242640438,0.985824875,0.730804553,0.437540565,True,0.0044276590000000005,0.392518085,0.873198006,False,0.973248406,True
10,e,0.242640438,0.985824875,0.730804553,0.437540565,True,0.0044276590000000005,0.392518085,0.873198006,False,0.973248406,True
10,u,0.242640438,0.985824875,0.730804553,0.437540565,True,0.0044276590000000005,0.392518085,0.873198006,False,0.973248406,True
10,ak,0.242640438,0.985824875,0.730804553,0.437540565,True,0.0044276590000000005,0.392518085,0.873198006,False,0.973248406,True
10,s,0.242640438,0.985824875,0.730804553,0.437540565,True,0.0044276590000000005,0.392518085,0.873198006,False,0.973248406,True
10,am,0.242640438,0.985824875,0.730804553,0.437540565,True,0.0044276590000000005,0.392518085,0.873198006,False,0.973248406,True
10,k,0.242640438,0.985824875,0.730804553,0.437540565,True,0.0044276590000000005,0.392518085,0.873198006,False,0.973248406,True
10,p,0.242640438,0.985824875,0.730804553,0.437540565,True,0.0044276590000000005,0.392518085,0.873198006,False,0.973248406,True
10,ai,0.242640438,0.985824875,0.730804553,0.437540565,True,0.0044276590000000005,0.392518085,0.873198006,False,0.973248406,True
10,ar,0.242640438,0.985824875,0.730804553,0.437540565,True,0.0044276590000000005,0.392518085,0.873198006,False,0.973248406,True
10,o,0.242640438,0.985824875,0.730804553,0.437540565,True,0.0044276590000000005,0.392518085,0.873198006,False,0.973248406,True
10,z,0.242640438,0.985824875,0.730804553,0.437540565,True,0.0044276590000000005,0.392518085,0.873198006,False,0.973248406,True
10,aj,0.242640438,0.985824875,0.730804553,0.437540565,True,0.0044276590000000005,0.392518085,0.873198006,False,0.973248406,True
11,c,0.707347842,0.95072368,0.71669954,0.924502268,False,0.054513642,0.068474895,0.374005751,True,0.18573630800000002,False
11,q,0.707347842,0.95072368,0.71669954,0.924502268,False,0.054513642,0.068474895,0.374005751,True,0.18573630800000002,False
11,af,0.707347842,0.95072368,0.71669954,0.924502268,False,0.054513642,0.068474895,0.374005751,True,0.18573630800000002,False
11,j,0.707347842,0.95072368,0.71669954,0.924502268,False,0.054513642,0.068474895,0.374005751,True,0.18573630800000002,False
11,an,0.707347842,0.95072368,0.71669954,0.924502268,False,0.054513642,0.068474895,0.374005751,True,0.18573630800000002,False
11,b,0.707347842,0.95072368,0.71669954,0.924502268,False,0.054513642,0.068474895,0.374005751,True,0.18573630800000002,False
11,as,0.707347842,0.95072368,0.71669954,0.924502268,False,0.054513642,0.068474895,0.374005751,True,0.18573630800000002,False
11,m,0.707347842,0.95072368,0.71669954,0.924502268,False,0.054513642,0.068474895,0.374005751,True,0.18573630800000002,False
11,ao,0.707347842,0.95072368,0.71669954,0.924502268,False,0.054513642,0.068474895,0.374005751,True,0.18573630800000002,False
11,g,0.707347842,0.95072368,0.71669954,0.924502268,False,0.054513642,0.068474895,0.374005751,True,0.18573630800000002,False
11,h,0.707347842,0.95072368,0.71669954,0.924502268,False,0.054513642,0.068474895,0.374005751,True,0.18573630800000002,False
11,d,0.707347842,0.95072368,0.71669954,0.924502268,False,0.054513642,0.068474895,0.374005751,True,0.18573630800000002,False
11,y,0.707347842,0.95072368,0.71669954,0.924502268,False,0.054513642,0.068474895,0.374005751,True,0.18573630800000002,False
