case,event
85,aj$1
85,d$0$1$0
85,s
85,m$1$1
85,m$0$1
85,n$0
85,ab$1
85,ac
85,ah
86,aj$1
86,q$1
86,f
86,y
86,c
86,aj$0$0
86,o$0
86,av$0$0
86,m$1$0
86,ar
86,p$0
86,m$0$1
86,ab$0
86,l
86,aq
87,r$0$1
87,m$1$1
87,s
87,aj$1
87,ap$1
87,x
87,av$0$0
87,ad$0
87,n$0
87,r$1
87,ao$1
87,m$0$0
87,ac
87,ah
87,i$0
87,b$0$0$0
87,aa
87,ab$0
88,aj$1
88,q$1
88,f
88,m$1$1
88,aj$0$0
88,ap$0
88,m$0$1
88,ab$1
88,n$0
88,ac
88,ah
89,q$1
89,m$1$1
89,q$1
89,f
89,c
89,u$0$0
89,aj$1
89,m$0$1
89,ab$1
89,o$0
89,d$0$0$0
89,ar
89,p$0
89,l
89,aq
90,al
90,d$0$1$0
90,q$1
90,m$1$1
90,q$1
90,r$0$1
90,c
90,u$0$0
90,r$1
90,aj$0$1
90,ao$0
90,m$0$0
90,o$0
90,d$1
90,i$0
90,ab$0
90,b$0$0$0
90,ar
90,as
90,p$0
90,l
90,aq
91,aj$1
91,m$1$1
91,s
91,m$0$1
91,ab$1
91,d$0$1$0
91,f
91,n$0
91,ac
91,ah
92,aj$1
92,c
92,f
92,q$1
92,m$1$0
92,q$0$1
92,aj$0$0
92,m$0$1
92,ab$1
92,o$0
93,m$1$1
93,s
93,aj$1
93,f
93,ap$0
93,m$0$1
93,ab$1
93,n$0
93,ac
93,ah
95,av$0$1
95,aj$1
95,d$0$1$0
95,ap$1
95,r$0$1
95,u$0$0
95,d$0$0$1
95,m$1$0
95,q$0$0
95,m$0$1
95,u$1
95,ao$0
95,b$0$0$0
95,i$0
95,ab$0
95,as
96,m$1$1
96,av$0$1
96,c
96,y
96,d$0$1$0
96,r$0$0
96,x
96,aj$1
96,s
96,o$0
96,m$0$0
96,ad$0
96,ao$0
96,av$1
96,ab$0
96,b$0$0$0
96,ar
96,i$0
96,p$0
96,as
96,l
96,aq
97,q$1
97,m$1$1
97,aj$1
97,ap$1
97,f
97,n$0
97,aj$0$0
97,ac
97,ah
97,m$0$1
97,ab$1
99,m$1$1
99,d$0$1$0
99,av$0$1
99,q$1
99,r$0$1
99,r$1
99,q$0$1
99,aj$1
99,aj$0$0
99,c
99,ao$0
99,o$0
99,m$0$0
99,d$1
99,b$0$0$0
99,ab$0
99,i$0
99,as
99,ar
99,p$0
99,l
99,aq
100,aj$1
100,av$0$1
100,m$1$1
100,r$0$0
100,r$1
100,y
100,c
100,j$0
100,s
100,ao$1
100,o$0
100,b$0$0$0
100,i$0
100,m$0$0
100,ab$0
100,as
100,d$1
100,ar
100,p$0
100,l
100,aq
101,c
101,j$1
101,m$1$1
101,d$0$1$0
101,u$0$0
101,aj$1
101,y
101,q$0$0
101,al
101,o$0
101,m$0$0
101,av$0$0
101,r$0$0
101,ao$0
101,ar
101,ab$0
101,p$0
101,l
101,aq
101,i$0
101,b$0$0$1
101,aa
102,c
102,q$1
102,f
102,aj$1
102,o$1
102,m$1$0
102,s
102,d$0$0$0
102,ar
102,p$0
102,m$0$1
102,l
102,aq
102,ab$0
103,j$1
103,m$1$1
103,ap$1
103,s
103,al
103,aj$1
103,u$0$0
103,r$0$0
103,r$1
103,m$0$1
103,ab$1
103,ao$0
103,i$0
103,b$0$0$0
103,as
104,d$0$1$0
104,s
104,m$1$1
104,av$0$1
104,r$0$0
104,aj$1
104,ao$1
104,d$0$0$1
104,d$0$0$1
104,b$1
104,am
104,m$0$0
104,i$0
104,as
104,ab$0
105,d$0$1$0
105,ap$1
105,av$0$1
105,aj$1
105,m$1$1
105,b$1
105,r$0$0
105,r$1
105,am
105,m$0$1
105,ao$0
105,ab$0
105,b$0$1
105,i$0
105,as
107,m$1$1
107,f
107,aj$1
107,s
107,ap$0
107,u$0$0
107,m$0$1
107,ab$1
108,f
108,y
108,aj$1
108,m$1$1
108,c
108,o$1
108,b$1
108,m$0$1
108,av$0$0
108,ab$1
108,ar
108,p$0
108,l
108,aq
110,f
110,ap$1
110,s
110,n$1
110,m$1$1
110,aj$1
110,ac
110,ah
110,m$0$1
110,ab$1
111,q$1
111,c
111,f
111,m$1$1
111,aj$1
111,s
111,o$0
111,d$0$0$0
111,m$0$1
111,ab$1
111,ar
111,p$0
111,l
111,aq
113,f
113,aj$1
113,q$1
113,m$1$0
113,c
113,b$1
113,m$0$1
113,o$0
113,ab$1
113,d$0$0$0
113,ar
113,p$0
113,l
113,aq
114,aj$1
114,q$1
114,m$1$1
114,c
114,f
114,s
114,m$0$1
114,o$0
114,d$0$0$0
114,ab$1
114,ar
114,p$0
114,l
114,aq
115,y
115,b$1
115,c
115,r$0$1
115,av$0$1
115,at
115,aj$1
115,o$0
115,d$0$0$0
115,m$1$0
115,ar
115,r$1
115,ao$0
116,q$1
116,y
116,z
116,m$1$1
116,c
116,aj$1
116,o$1
116,av$0$0
116,d$0$0$0
116,ar
116,r$0$0
116,u$0$0
116,r$1
116,m$0$0
116,ao$0
116,p$0
116,i$0
116,ab$0
116,l
116,aq
116,b$0$0$1
116,as
117,s
117,o$1
117,p$1
117,au
119,d$0$1$0
119,aj$1
119,b$1
119,m$1$1
119,d$0$1$1
119,m$0$1
119,ab$1
119,am
119,av$0$0
119,d$0$0$1
119,r$0$0
119,ao$0
119,i$0
119,b$0$1
119,as
120,aj$1
120,s
120,c
120,f
120,m$1$0
120,m$0$1
120,ab$1
120,q$0$0
120,o$0
120,d$0$0$0
120,ar
120,p$0
120,l
120,aq
123,aj$1
123,s
123,m$1$1
123,d$0$1$0
123,r$0$1
123,av$0$0
123,d$0$0$1
123,n$0
123,r$1
123,ao$1
123,m$0$0
123,ac
123,i$0
123,b$0$0$0
123,ah
123,ab$0
123,aa
124,aj$1
124,u$0$1
124,m$1$1
124,q$0$0
124,f
124,d$0$1$0
124,m$0$1
124,n$0
124,ab$1
124,ac
124,ah
125,aj$1
125,al
125,ap$1
125,d$0$1$0
125,s
125,m$1$0
125,z
125,m$0$1
125,n$0
125,ac
125,ab$1
125,r$0$0
125,ah
125,ao$0
125,b$0$0$0
125,i$0
125,aa
126,ap$1
126,u$0$1
126,m$1$1
126,b$1
126,f
126,aj$1
126,m$0$1
126,ab$1
127,s
127,aj$1
127,m$1$1
127,f
127,ap$0
127,u$0$0
127,m$0$1
127,ab$1
129,aj$1
129,y
129,aj$0$0
129,m$1$1
129,c
129,q$0$0
129,f
129,o$0
129,m$0$1
129,d$0$0$0
129,ar
129,ab$1
129,p$0
129,l
129,aq
130,f
130,b$1
130,c
130,aj$1
130,m$1$0
130,y
130,m$0$1
130,o$0
130,ab$1
130,av$0$0
130,ar
130,p$0
130,l
130,aq
131,c
131,f
131,m$1$1
131,aj$1
131,aj$0$0
131,y
131,q$0$0
131,o$0
131,m$0$1
131,av$0$0
131,ab$1
131,ar
131,p$0
131,l
131,aq
132,f
132,q$1
132,s
132,c
132,aj$1
132,m$1$0
132,o$0
132,d$0$0$0
132,m$0$1
132,ar
132,ab$1
132,p$0
132,l
132,aq
133,f
133,s
133,q$1
133,m$1$1
133,aj$1
133,c
133,m$0$1
133,ab$1
133,o$0
133,d$0$0$0
133,ar
133,p$0
133,l
133,aq
135,m$1$1
135,av$0$1
135,r$0$1
135,aj$1
135,r$1
135,at
135,q$0$0
135,u$0$0
135,ao$0
135,b$1
135,m$0$0
135,ap$0
135,ab$0
135,i$0
135,u$1
135,as
136,y
136,r$0$1
136,s
136,al
136,x
136,c
136,m$1$0
136,r$1
136,aj$1
136,m$0$0
136,ad$0
136,ab$1
136,ao$0
136,o$0
136,d$1
136,i$0
136,b$0$0$0
136,ar
136,aa
136,p$0
136,l
136,aq
137,q$1
137,m$1$1
137,aj$1
137,s
137,f
137,c
137,m$0$1
137,o$0
137,d$0$0$0
137,ar
137,ab$1
137,p$0
137,l
137,aq
139,s
139,o$1
139,p$1
139,au
140,s
140,o$1
140,p$1
140,au
141,m$1$1
141,aj$1
141,s
141,c
141,q$0$0
141,f
141,o$0
141,m$0$1
141,d$0$0$0
141,ar
141,p$0
141,l
141,ab$0
141,aq
142,aj$1
142,ap$1
142,av$0$1
142,aj$0$0
142,d$0$1$0
142,r$0$0
142,m$1$0
142,ao$1
142,x
142,n$0
142,i$1
142,q$0$0
142,b$0$0$0
142,ac
142,ad$0
142,ah
142,m$0$0
142,as
142,ab$0
144,av$0$1
144,aj$1
144,j$1
144,d$0$1$0
144,r$0$1
144,d$0$1$1
144,m$1$0
144,q$0$0
144,aj$0$0
144,ao$1
144,n$0
144,b$0$0$0
144,i$0
144,ac
144,m$0$0
144,ah
144,as
144,ab$0
145,c
145,s
145,y
145,f
145,m$1$0
145,aj$1
145,o$0
145,m$0$1
145,av$0$0
145,ar
145,ab$1
145,p$0
145,l
145,aq
146,z
146,q$1
146,aj$1
146,d$0$1$0
146,m$1$1
146,aj$0$0
146,av$0$0
146,q$0$1
146,c
146,o$0
146,m$0$0
146,r$0$0
146,ao$0
146,ab$0
146,d$1
146,b$0$0$0
146,ar
146,p$0
146,i$0
146,l
146,as
146,aq
147,m$1$1
147,f
147,aj$1
147,b$1
147,c
147,q$0$0
147,m$0$1
147,ab$1
147,o$0
147,d$0$0$0
150,s
150,d$0$1$0
150,aj$1
150,m$1$1
150,m$0$1
150,n$0
150,ac
150,f
150,ah
150,ab$1
151,d$0$1$0
151,m$1$1
151,aj$1
151,f
151,aj$0$0
151,q$0$0
151,m$0$1
151,n$0
151,ab$1
151,ac
151,ah
153,r$0$1
153,c
153,d$0$1$0
153,aj$1
153,y
153,m$1$0
153,av$0$0
153,s
153,r$1
153,m$0$1
153,ao$0
153,o$0
153,i$0
153,ab$0
153,b$0$0$0
153,av$1
153,ar
153,as
153,p$0
153,l
153,aq
154,m$1$1
154,ap$1
154,f
154,aj$1
154,aj$0$0
154,q$0$0
154,u$0$0
154,m$0$1
154,ab$1
155,y
155,c
155,o$1
155,b$1
155,f
155,m$1$0
155,aj$1
155,av$0$0
155,ar
155,m$0$1
155,ab$1
155,p$0
155,l
155,aq
160,f
160,aj$1
160,q$1
160,aj$0$0
160,d$0$1$0
160,m$1$1
160,m$0$1
160,ab$1
160,n$0
160,ac
160,ah
161,s
161,y
161,f
161,c
161,aj$1
161,m$1$0
161,o$0
161,av$0$0
161,ar
161,m$0$1
161,p$0
161,l
161,ab$0
161,aq
162,f
162,aj$1
162,s
162,d$0$1$0
162,n$0
162,m$1$1
162,m$0$1
162,ac
162,ab$1
162,ah
164,m$1$1
164,ap$1
164,s
164,aj$1
164,am
164,f
164,m$0$1
164,ab$1
166,q$1
166,aj$1
166,d$0$1$0
166,m$1$1
166,f
166,aj$0$0
166,n$0
166,m$0$1
166,ac
166,ah
166,ab$1
167,c
167,b$1
167,f
167,aj$1
167,y
167,m$1$0
167,o$0
167,m$0$1
167,d$0$0$0
167,ab$1
167,ar
167,p$0
167,l
167,aq
168,d$0$1$0
168,s
168,y
168,m$1$1
168,aj$1
168,c
168,d$0$0$1
168,av$0$0
168,r$0$0
168,m$0$0
168,o$0
168,ab$0
168,ao$0
168,i$0
168,d$1
168,ar
168,b$0$0$0
168,as
168,p$0
168,l
168,aq
169,s
169,o$1
169,p$1
169,au
170,y
170,q$1
170,aj$1
170,c
170,o$1
170,m$1$0
170,f
170,aj$0$0
170,av$0$0
170,m$0$1
170,ar
170,p$0
170,ab$0
170,l
170,aq
171,c
171,q$1
171,m$1$1
171,aj$1
171,aj$0$0
171,f
171,q$0$1
171,o$0
171,d$0$0$0
171,m$0$1
171,ar
171,ab$1
171,p$0
171,l
171,aq
173,d$0$1$0
173,n$1
173,f
173,ac
173,b$1
173,m$1$1
173,aj$1
173,m$0$1
173,ah
173,ab$1
174,aj$1
174,q$1
174,f
174,m$1$1
174,c
174,aj$0$0
174,y
174,o$0
174,m$0$1
174,d$0$0$0
174,ar
174,ab$1
174,p$0
174,l
174,aq
175,q$1
175,m$1$1
175,c
175,aj$1
175,b$1
175,f
175,o$0
175,d$0$0$0
175,m$0$1
175,ar
175,ab$1
175,p$0
175,l
175,aq
176,m$1$1
176,q$1
176,y
176,f
176,aj$1
176,aj$0$0
176,c
176,m$0$1
176,ab$1
176,o$0
176,av$0$0
176,ar
176,p$0
176,l
176,aq
177,m$1$1
177,ap$1
177,f
177,aj$1
177,u$0$0
177,s
177,m$0$1
177,ab$1
178,m$1$1
178,d$0$1$0
178,u$0$1
178,q$1
178,aj$1
178,c
178,m$0$1
178,av$0$0
178,d$0$0$1
178,y
178,o$0
178,r$0$0
178,ab$0
178,ao$0
178,av$1
178,ar
178,p$0
178,b$0$0$1
178,l
178,aq
178,i$0
178,aa
179,aj$1
179,ap$1
179,f
179,q$0$0
179,m$1$1
179,n$0
179,ac
179,aj$0$0
179,ah
179,m$0$1
179,ab$1
180,m$1$1
180,z
180,d$0$1$0
180,r$0$1
180,aj$1
180,b$1
180,al
180,n$0
180,ac
180,r$1
180,m$0$0
180,ah
180,ab$0
180,ao$0
180,i$0
180,b$0$1
180,aa
181,aj$1
181,m$1$1
181,b$1
181,d$0$1$0
181,n$0
181,f
181,m$0$1
181,ac
181,ah
181,ab$1
182,al
182,at
182,aj$1
182,r$0$1
182,ao$1
182,s
182,c
182,d$0$0$0
182,m$1$0
182,y
182,o$0
182,i$0
182,b$0$0$0
182,av$1
182,as
182,ar
182,m$0$0
182,ab$0
182,p$0
182,l
182,aq
184,av$0$1
184,c
184,r$0$1
184,s
184,aj$1
184,q$0$0
184,o$1
184,m$1$0
184,r$1
184,z
184,m$0$0
184,d$0$0$0
184,ab$0
184,ao$0
184,b$0$0$0
184,ar
184,p$0
184,l
184,aq
184,i$0
184,as
185,aj$1
185,aj$0$0
185,m$1$1
185,d$0$1$0
185,q$0$0
185,r$0$1
185,m$0$1
185,d$0$0$1
185,al
185,n$0
185,ab$1
185,ac
185,r$1
185,ah
185,ao$0
185,i$0
185,b$0$0$0
185,as
186,f
186,m$1$1
186,c
186,b$1
186,y
186,aj$1
186,o$0
186,m$0$1
186,ab$1
186,av$0$0
186,ar
186,p$0
186,l
186,aq
191,f
191,m$1$1
191,ap$1
191,aj$1
191,n$0
191,b$1
191,ac
191,ah
191,m$0$1
191,ab$1
192,f
192,aj$1
192,aj$0$0
192,m$1$1
192,q$0$0
192,d$0$1$0
192,am
192,m$0$1
192,ab$1
193,m$1$1
193,z
193,c
193,al
193,y
193,r$0$0
193,d$0$0$0
193,aj$1
193,b$1
193,ao$1
193,b$0$1
193,o$0
193,i$0
193,m$0$0
193,av$1
193,ab$0
193,ar
193,p$0
193,aa
193,l
194,ap$1
194,r$0$1
194,aj$1
194,u$0$1
194,m$1$1
194,s
194,z
194,av$0$0
194,m$0$1
194,r$1
194,ao$0
194,b$0$0$0
194,ab$0
196,av$0$1
196,m$1$1
196,s
196,at
196,r$0$0
196,r$1
196,q$0$0
196,aj$1
196,c
196,m$0$0
196,o$0
196,ao$0
196,d$0$0$0
196,ab$0
196,ar
196,b$0$0$0
196,i$0
196,p$0
196,as
196,l
196,aq
197,aj$1
197,m$1$1
197,x
197,al
197,aj$0$0
197,q$0$0
197,ad$1
197,m$0$1
197,r$0$0
197,r$1
197,d$0$0$0
197,ao$0
197,b$0$0$0
197,n$0
197,ab$0
197,ac
197,i$0
197,aa
197,ah
198,m$1$1
198,f
198,q$1
198,q$1
198,aj$1
198,c
198,aj$0$0
198,o$0
198,m$0$1
198,d$0$0$0
198,ab$1
198,ar
198,p$0
198,l
198,aq
199,f
199,aj$1
199,m$1$1
199,y
199,c
199,b$1
