,event,case
508,a,274
509,aj,274
510,b,274
511,b,275
512,a,275
513,a,276
514,b,277
515,aj,277
516,g,278
517,b,278
518,a,278
519,a,279
520,b,280
521,a,281
522,a,282
523,b,283
524,aj,283
525,b,284
526,g,284
527,a,285
528,aj,286
529,b,286
530,k,287
531,b,287
532,a,287
533,a,288
534,b,289
535,g,290
536,b,290
537,aj,291
538,a,291
539,b,291
540,k,292
541,b,292
542,b,293
543,a,294
544,a,295
545,g,296
546,a,296
547,b,296
548,g,297
549,b,297
550,g,298
551,a,298
552,b,298
553,a,299
554,g,299
555,b,299
556,b,300
557,a,300
558,a,301
559,a,302
560,a,303
561,b,304
562,a,304
563,k,304
564,a,305
565,b,306
566,k,306
567,b,307
568,g,307
569,a,307
570,b,308
571,g,308
572,b,309
573,aj,309
574,a,310
575,b,311
576,a,311
577,k,311
578,k,312
579,b,312
580,a,313
581,b,314
582,k,314
583,b,315
584,g,315
585,a,315
586,a,316
587,b,317
588,a,317
589,a,318
590,a,319
591,a,320
592,b,320
593,a,321
594,b,322
595,b,323
596,aj,323
597,a,323
598,a,324
599,b,324
600,k,324
601,a,325
602,g,326
603,b,326
604,a,327
605,a,328
606,aj,328
607,b,328
608,a,329
609,b,329
610,aj,329
611,g,330
612,b,330
613,a,331
614,b,331
615,k,331
616,k,332
617,b,332
618,b,333
619,k,333
620,a,333
621,b,334
622,k,335
623,b,335
624,a,335
625,b,336
626,a,336
627,b,337
628,a,338
629,a,339
630,b,339
631,a,340
632,aj,341
633,b,341
634,a,342
635,a,343
636,b,344
637,a,344
638,a,345
639,a,346
640,a,347
641,a,348
642,a,349
643,b,350
644,a,350
645,a,351
646,a,352
647,a,353
648,b,354
649,k,354
650,b,355
651,a,355
652,a,356
653,a,357
654,a,358
655,a,359
656,b,360
657,aj,360
658,a,361
659,a,362
660,a,363
661,a,364
662,g,365
663,a,365
664,b,365
665,a,366
666,b,366
667,k,367
668,a,367
669,b,367
670,a,368
671,k,369
672,b,369
673,a,369
674,b,370
675,a,370
676,k,370
677,b,371
678,k,371
679,a,371
680,b,372
681,aj,372
682,a,372
683,a,373
684,b,373
685,k,374
686,b,374
687,g,375
688,b,375
689,a,375
690,b,376
691,a,376
692,aj,376
693,b,377
694,a,378
695,b,379
696,g,379
697,b,380
698,a,380
699,a,381
700,a,382
701,k,383
702,b,383
703,b,384
704,a,384
705,b,385
706,a,385
707,aj,385
708,b,386
709,g,386
710,b,387
711,g,387
712,a,387
713,aj,388
714,a,388
715,b,388
716,a,389
717,b,390
718,g,390
719,b,391
720,g,391
721,a,392
722,b,392
723,aj,392
724,a,393
725,b,394
726,b,395
727,aj,395
728,b,396
729,a,396
730,k,397
731,b,397
732,a,397
733,b,398
734,a,398
735,aj,398
736,a,399
737,k,400
738,b,400
739,a,400
740,a,401
741,a,402
742,b,403
743,g,404
744,b,404
745,a,405
746,aj,406
747,b,406
748,a,407
749,a,408
750,a,409
751,b,410
752,a,410
753,b,411
754,g,411
755,b,412
756,aj,412
757,a,412
758,a,413
759,b,413
760,k,413
761,a,414
762,a,415
763,b,416
764,a,417
765,aj,418
766,b,418
767,g,419
768,b,419
769,a,420
770,b,421
