traceName,alignmentFitness,alignmentCost,moveNr,moveType,processActivity,logActivity,log:attribute:concept:name
"14","1.00000000","150.00000000","7","LMGOOD","TICK","TICK",""
"14","1.00000000","150.00000000","8","LMGOOD","TICK","TICK",""
"14","1.00000000","150.00000000","9","LMGOOD","TICK","TICK",""
"14","1.00000000","150.00000000","10","LMGOOD","ar","ar",""
"14","1.00000000","150.00000000","11","LMGOOD","ab","ab",""
"14","1.00000000","150.00000000","12","LMGOOD","p","p",""
"14","1.00000000","150.00000000","13","LMGOOD","l","l",""
"14","1.00000000","150.00000000","14","LMGOOD","aq","aq",""
"15","1.00000000","90.00000000","0","LMGOOD","TICK","TICK",""
"15","1.00000000","90.00000000","1","LMGOOD","TICK","TICK",""
"15","1.00000000","90.00000000","2","LMGOOD","TICK","TICK",""
"15","1.00000000","90.00000000","3","LMGOOD","TICK","TICK",""
"15","1.00000000","90.00000000","4","LMGOOD","TICK","TICK",""
"15","1.00000000","90.00000000","5","LMGOOD","TICK","TICK",""
"15","1.00000000","90.00000000","6","LMGOOD","TICK","TICK",""
"15","1.00000000","90.00000000","7","LMGOOD","TICK","TICK",""
"15","1.00000000","90.00000000","8","LMGOOD","ab","ab",""
"16","1.00000000","230.00000000","0","LMGOOD","TICK","TICK",""
"16","1.00000000","230.00000000","1","LMGOOD","TICK","TICK",""
"16","1.00000000","230.00000000","2","LMGOOD","TICK","TICK",""
"16","1.00000000","230.00000000","3","LMGOOD","TICK","TICK",""
"16","1.00000000","230.00000000","4","LMGOOD","TICK","TICK",""
"16","1.00000000","230.00000000","5","LMGOOD","TICK","TICK",""
"16","1.00000000","230.00000000","6","LMGOOD","TICK","TICK",""
"16","1.00000000","230.00000000","7","LMGOOD","TICK","TICK",""
"16","1.00000000","230.00000000","8","LMGOOD","ad","ad",""
"16","1.00000000","230.00000000","9","LMGOOD","TICK","TICK",""
"16","1.00000000","230.00000000","10","LMGOOD","TICK","TICK",""
"16","1.00000000","230.00000000","11","LMGOOD","TICK","TICK",""
"16","1.00000000","230.00000000","12","LMGOOD","ao","ao",""
"16","1.00000000","230.00000000","13","LMGOOD","i","i",""
"16","1.00000000","230.00000000","14","LMGOOD","TICK","TICK",""
"16","1.00000000","230.00000000","15","LMGOOD","b","b",""
"16","1.00000000","230.00000000","16","LMGOOD","TICK","TICK",""
"16","1.00000000","230.00000000","17","LMGOOD","as","as",""
"16","1.00000000","230.00000000","18","LMGOOD","ab","ab",""
"16","1.00000000","230.00000000","19","LMGOOD","ar","ar",""
"16","1.00000000","230.00000000","20","LMGOOD","p","p",""
"16","1.00000000","230.00000000","21","LMGOOD","l","l",""
"16","1.00000000","230.00000000","22","LMGOOD","aq","aq",""
"17","1.00000000","40.00000000","0","LMGOOD","TICK","TICK",""
"17","1.00000000","40.00000000","1","LMGOOD","TICK","TICK",""
"17","1.00000000","40.00000000","2","LMGOOD","TICK","TICK",""
"17","1.00000000","40.00000000","3","LMGOOD","p","p",""
"18","1.00000000","210.00000000","0","LMGOOD","TICK","TICK",""
"18","1.00000000","210.00000000","1","LMGOOD","TICK","TICK",""
"18","1.00000000","210.00000000","2","LMGOOD","TICK","TICK",""
"18","1.00000000","210.00000000","3","LMGOOD","TICK","TICK",""
"18","1.00000000","210.00000000","4","LMGOOD","b","b",""
"18","1.00000000","210.00000000","5","LMGOOD","TICK","TICK",""
"18","1.00000000","210.00000000","6","LMGOOD","TICK","TICK",""
"18","1.00000000","210.00000000","7","LMGOOD","TICK","TICK",""
"18","1.00000000","210.00000000","8","LMGOOD","TICK","TICK",""
"18","1.00000000","210.00000000","9","LMGOOD","TICK","TICK",""
"18","1.00000000","210.00000000","10","LMGOOD","TICK","TICK",""
"18","1.00000000","210.00000000","11","LMGOOD","TICK","TICK",""
"18","1.00000000","210.00000000","12","LMGOOD","ab","ab",""
"18","1.00000000","210.00000000","13","LMGOOD","ao","ao",""
"18","1.00000000","210.00000000","14","LMGOOD","ar","ar",""
"18","1.00000000","210.00000000","15","LMGOOD","i","i",""
"18","1.00000000","210.00000000","16","LMGOOD","b","b",""
"18","1.00000000","210.00000000","17","LMGOOD","p","p",""
"18","1.00000000","210.00000000","18","LMGOOD","as","as",""
"18","1.00000000","210.00000000","19","LMGOOD","l","l",""
"18","1.00000000","210.00000000","20","LMGOOD","aq","aq",""
"19","1.00000000","40.00000000","0","LMGOOD","TICK","TICK",""
"19","1.00000000","40.00000000","1","LMGOOD","p","p",""
"19","1.00000000","40.00000000","2","LMGOOD","TICK","TICK",""
"19","1.00000000","40.00000000","3","LMGOOD","TICK","TICK",""
"2","1.00000000","140.00000000","0","LMGOOD","TICK","TICK",""
"2","1.00000000","140.00000000","1","LMGOOD","TICK","TICK",""
"2","1.00000000","140.00000000","2","LMGOOD","TICK","TICK",""
"2","1.00000000","140.00000000","3","LMGOOD","b","b",""
"2","1.00000000","140.00000000","4","LMGOOD","TICK","TICK",""
"2","1.00000000","140.00000000","5","LMGOOD","TICK","TICK",""
"2","1.00000000","140.00000000","6","LMGOOD","TICK","TICK",""
"2","1.00000000","140.00000000","7","LMGOOD","TICK","TICK",""
"2","1.00000000","140.00000000","8","LMGOOD","ab","ab",""
"2","1.00000000","140.00000000","9","LMGOOD","TICK","TICK",""
"2","1.00000000","140.00000000","10","LMGOOD","ar","ar",""
"2","1.00000000","140.00000000","11","LMGOOD","p","p",""
"2","1.00000000","140.00000000","12","LMGOOD","l","l",""
"2","1.00000000","140.00000000","13","LMGOOD","aq","aq",""
"21","1.00000000","40.00000000","0","LMGOOD","TICK","TICK",""
"21","1.00000000","40.00000000","1","LMGOOD","TICK","TICK",""
"21","1.00000000","40.00000000","2","LMGOOD","p","p",""
"21","1.00000000","40.00000000","3","LMGOOD","TICK","TICK",""
"22","1.00000000","130.00000000","0","LMGOOD","TICK","TICK",""
"22","1.00000000","130.00000000","1","LMGOOD","b","b",""
"22","1.00000000","130.00000000","2","LMGOOD","TICK","TICK",""
"22","1.00000000","130.00000000","3","LMGOOD","TICK","TICK",""
"22","1.00000000","130.00000000","4","LMGOOD","TICK","TICK",""
"22","1.00000000","130.00000000","5","LMGOOD","TICK","TICK",""
"22","1.00000000","130.00000000","6","LMGOOD","TICK","TICK",""
"22","1.00000000","130.00000000","7","LMGOOD","TICK","TICK",""
"22","1.00000000","130.00000000","8","LMGOOD","TICK","TICK",""
"22","1.00000000","130.00000000","9","LMGOOD","ar","ar",""
"22","1.00000000","130.00000000","10","LMGOOD","ab","ab",""
"22","1.00000000","130.00000000","11","LMGOOD","p","p",""
"22","1.00000000","130.00000000","12","LMGOOD","l","l",""
"23","1.00000000","80.00000000","0","LMGOOD","TICK","TICK",""
"23","1.00000000","80.00000000","1","LMGOOD","TICK","TICK",""
"23","1.00000000","80.00000000","2","LMGOOD","TICK","TICK",""
"23","1.00000000","80.00000000","3","LMGOOD","TICK","TICK",""
"23","1.00000000","80.00000000","4","LMGOOD","TICK","TICK",""
"23","1.00000000","80.00000000","5","LMGOOD","TICK","TICK",""
"23","1.00000000","80.00000000","6","LMGOOD","ab","ab",""
"23","1.00000000","80.00000000","7","LMGOOD","TICK","TICK",""
"24","1.00000000","80.00000000","0","LMGOOD","TICK","TICK",""
"24","1.00000000","80.00000000","1","LMGOOD","TICK","TICK",""
"24","1.00000000","80.00000000","2","LMGOOD","TICK","TICK",""
"24","1.00000000","80.00000000","3","LMGOOD","TICK","TICK",""
"24","1.00000000","80.00000000","4","LMGOOD","TICK","TICK",""
"24","1.00000000","80.00000000","5","LMGOOD","TICK","TICK",""
"24","1.00000000","80.00000000","6","LMGOOD","TICK","TICK",""
"24","1.00000000","80.00000000","7","LMGOOD","ab","ab",""
"25","1.00000000","30.00000000","0","LMGOOD","TICK","TICK",""
"25","1.00000000","30.00000000","1","LMGOOD","TICK","TICK",""
"25","1.00000000","30.00000000","2","LMGOOD","p","p",""
"27","1.00000000","170.00000000","0","LMGOOD","TICK","TICK",""
"27","1.00000000","170.00000000","1","LMGOOD","b","b",""
"27","1.00000000","170.00000000","2","LMGOOD","TICK","TICK",""
"27","1.00000000","170.00000000","3","LMGOOD","TICK","TICK",""
"27","1.00000000","170.00000000","4","LMGOOD","TICK","TICK",""
"27","1.00000000","170.00000000","5","LMGOOD","TICK","TICK",""
"27","1.00000000","170.00000000","6","LMGOOD","TICK","TICK",""
"27","1.00000000","170.00000000","7","LMGOOD","TICK","TICK",""
"27","1.00000000","170.00000000","8","LMGOOD","TICK","TICK",""
"27","1.00000000","170.00000000","9","LMGOOD","TICK","TICK",""
"27","1.00000000","170.00000000","10","LMGOOD","ac","ac",""
"27","1.00000000","170.00000000","11","LMGOOD","ah","ah",""
"27","1.00000000","170.00000000","12","LMGOOD","ao","ao",""
"27","1.00000000","170.00000000","13","LMGOOD","b","b",""
"27","1.00000000","170.00000000","14","LMGOOD","ab","ab",""
"27","1.00000000","170.00000000","15","LMGOOD","i","i",""
"27","1.00000000","170.00000000","16","LMGOOD","as","as",""
"28","1.00000000","180.00000000","0","LMGOOD","TICK","TICK",""
"28","1.00000000","180.00000000","1","LMGOOD","TICK","TICK",""
"28","1.00000000","180.00000000","2","LMGOOD","TICK","TICK",""
"28","1.00000000","180.00000000","3","LMGOOD","TICK","TICK",""
"28","1.00000000","180.00000000","4","LMGOOD","TICK","TICK",""
"28","1.00000000","180.00000000","5","LMGOOD","TICK","TICK",""
"28","1.00000000","180.00000000","6","LMGOOD","TICK","TICK",""
"28","1.00000000","180.00000000","7","LMGOOD","TICK","TICK",""
"28","1.00000000","180.00000000","8","LMGOOD","ao","ao",""
"28","1.00000000","180.00000000","9","LMGOOD","TICK","TICK",""
"28","1.00000000","180.00000000","10","LMGOOD","b","b",""
"28","1.00000000","180.00000000","11","LMGOOD","TICK","TICK",""
"28","1.00000000","180.00000000","12","LMGOOD","ac","ac",""
"28","1.00000000","180.00000000","13","LMGOOD","i","i",""
"28","1.00000000","180.00000000","14","LMGOOD","TICK","TICK",""
"28","1.00000000","180.00000000","15","LMGOOD","aa","aa",""
"28","1.00000000","180.00000000","16","LMGOOD","ah","ah",""
"28","1.00000000","180.00000000","17","LMGOOD","ab","ab",""
"3","1.00000000","170.00000000","0","LMGOOD","TICK","TICK",""
"3","1.00000000","170.00000000","1","LMGOOD","TICK","TICK",""
"3","1.00000000","170.00000000","2","LMGOOD","TICK","TICK",""
"3","1.00000000","170.00000000","3","LMGOOD","TICK","TICK",""
"3","1.00000000","170.00000000","4","LMGOOD","TICK","TICK",""
"3","1.00000000","170.00000000","5","LMGOOD","TICK","TICK",""
"3","1.00000000","170.00000000","6","LMGOOD","TICK","TICK",""
"3","1.00000000","170.00000000","7","LMGOOD","TICK","TICK",""
"3","1.00000000","170.00000000","8","LMGOOD","TICK","TICK",""
"3","1.00000000","170.00000000","9","LMGOOD","ad","ad",""
"3","1.00000000","170.00000000","10","LMGOOD","ao","ao",""
"3","1.00000000","170.00000000","11","LMGOOD","ab","ab",""
"3","1.00000000","170.00000000","12","LMGOOD","b","b",""
"3","1.00000000","170.00000000","13","LMGOOD","i","i",""
"3","1.00000000","170.00000000","14","LMGOOD","ac","ac",""
"3","1.00000000","170.00000000","15","LMGOOD","ah","ah",""
"3","1.00000000","170.00000000","16","LMGOOD","as","as",""
"30","1.00000000","30.00000000","0","LMGOOD","TICK","TICK",""
"30","1.00000000","30.00000000","1","LMGOOD","TICK","TICK",""
"30","1.00000000","30.00000000","2","LMGOOD","p","p",""
"31","1.00000000","160.00000000","0","LMGOOD","TICK","TICK",""
"31","1.00000000","160.00000000","1","LMGOOD","TICK","TICK",""
"31","1.00000000","160.00000000","2","LMGOOD","TICK","TICK",""
"31","1.00000000","160.00000000","3","LMGOOD","TICK","TICK",""
"31","1.00000000","160.00000000","4","LMGOOD","TICK","TICK",""
"31","1.00000000","160.00000000","5","LMGOOD","ad","ad",""
"31","1.00000000","160.00000000","6","LMGOOD","TICK","TICK",""
"31","1.00000000","160.00000000","7","LMGOOD","TICK","TICK",""
"31","1.00000000","160.00000000","8","LMGOOD","TICK","TICK",""
"31","1.00000000","160.00000000","9","LMGOOD","TICK","TICK",""
"31","1.00000000","160.00000000","10","LMGOOD","TICK","TICK",""
"31","1.00000000","160.00000000","11","LMGOOD","ab","ab",""
"31","1.00000000","160.00000000","12","LMGOOD","ao","ao",""
"31","1.00000000","160.00000000","13","LMGOOD","i","i",""
"31","1.00000000","160.00000000","14","LMGOOD","b","b",""
"31","1.00000000","160.00000000","15","LMGOOD","as","as",""
"32","1.00000000","30.00000000","0","LMGOOD","TICK","TICK",""
"32","1.00000000","30.00000000","1","LMGOOD","TICK","TICK",""
"32","1.00000000","30.00000000","2","LMGOOD","p","p",""
"33","1.00000000","140.00000000","0","LMGOOD","TICK","TICK",""
"33","1.00000000","140.00000000","1","LMGOOD","TICK","TICK",""
"33","1.00000000","140.00000000","2","LMGOOD","b","b",""
"33","1.00000000","140.00000000","3","LMGOOD","TICK","TICK",""
"33","1.00000000","140.00000000","4","LMGOOD","TICK","TICK",""
"33","1.00000000","140.00000000","5","LMGOOD","TICK","TICK",""
"33","1.00000000","140.00000000","6","LMGOOD","TICK","TICK",""
"33","1.00000000","140.00000000","7","LMGOOD","ab","ab",""
"33","1.00000000","140.00000000","8","LMGOOD","TICK","TICK",""
"33","1.00000000","140.00000000","9","LMGOOD","TICK","TICK",""
"33","1.00000000","140.00000000","10","LMGOOD","ar","ar",""
"33","1.00000000","140.00000000","11","LMGOOD","p","p",""
"33","1.00000000","140.00000000","12","LMGOOD","l","l",""
"33","1.00000000","140.00000000","13","LMGOOD","aq","aq",""
"34","1.00000000","110.00000000","0","LMGOOD","TICK","TICK",""
"34","1.00000000","110.00000000","1","LMGOOD","TICK","TICK",""
"34","1.00000000","110.00000000","2","LMGOOD","TICK","TICK",""
"34","1.00000000","110.00000000","3","LMGOOD","TICK","TICK",""
"34","1.00000000","110.00000000","4","LMGOOD","TICK","TICK",""
"34","1.00000000","110.00000000","5","LMGOOD","TICK","TICK",""
"34","1.00000000","110.00000000","6","LMGOOD","TICK","TICK",""
"34","1.00000000","110.00000000","7","LMGOOD","ab","ab",""
"34","1.00000000","110.00000000","8","LMGOOD","TICK","TICK",""
"34","1.00000000","110.00000000","9","LMGOOD","ac","ac",""
"34","1.00000000","110.00000000","10","LMGOOD","ah","ah",""
"35","1.00000000","40.00000000","0","LMGOOD","TICK","TICK",""
"35","1.00000000","40.00000000","1","LMGOOD","TICK","TICK",""
"35","1.00000000","40.00000000","2","LMGOOD","p","p",""
"35","1.00000000","40.00000000","3","LMGOOD","TICK","TICK",""
"38","1.00000000","150.00000000","0","LMGOOD","TICK","TICK",""
"38","1.00000000","150.00000000","1","LMGOOD","TICK","TICK",""
"38","1.00000000","150.00000000","2","LMGOOD","TICK","TICK",""
"38","1.00000000","150.00000000","3","LMGOOD","TICK","TICK",""
"38","1.00000000","150.00000000","4","LMGOOD","TICK","TICK",""
"38","1.00000000","150.00000000","5","LMGOOD","TICK","TICK",""
"38","1.00000000","150.00000000","6","LMGOOD","TICK","TICK",""
"38","1.00000000","150.00000000","7","LMGOOD","TICK","TICK",""
"38","1.00000000","150.00000000","8","LMGOOD","TICK","TICK",""
"38","1.00000000","150.00000000","9","LMGOOD","TICK","TICK",""
"38","1.00000000","150.00000000","10","LMGOOD","ab","ab",""
"38","1.00000000","150.00000000","11","LMGOOD","ar","ar",""
"38","1.00000000","150.00000000","12","LMGOOD","p","p",""
"38","1.00000000","150.00000000","13","LMGOOD","l","l",""
"38","1.00000000","150.00000000","14","LMGOOD","aq","aq",""
"39","1.00000000","40.00000000","0","LMGOOD","TICK","TICK",""
"39","1.00000000","40.00000000","1","LMGOOD","TICK","TICK",""
"39","1.00000000","40.00000000","2","LMGOOD","TICK","TICK",""
"39","1.00000000","40.00000000","3","LMGOOD","p","p",""
"5","1.00000000","40.00000000","0","LMGOOD","TICK","TICK",""
"5","1.00000000","40.00000000","1","LMGOOD","TICK","TICK",""
"5","1.00000000","40.00000000","2","LMGOOD","p","p",""
"5","1.00000000","40.00000000","3","LMGOOD","TICK","TICK",""
"6","1.00000000","110.00000000","0","LMGOOD","TICK","TICK",""
"6","1.00000000","110.00000000","1","LMGOOD","TICK","TICK",""
"6","1.00000000","110.00000000","2","LMGOOD","TICK","TICK",""
"6","1.00000000","110.00000000","3","LMGOOD","TICK","TICK",""
"6","1.00000000","110.00000000","4","LMGOOD","ac","ac",""
"6","1.00000000","110.00000000","5","LMGOOD","TICK","TICK",""
"6","1.00000000","110.00000000","6","LMGOOD","TICK","TICK",""
"6","1.00000000","110.00000000","7","LMGOOD","TICK","TICK",""
"6","1.00000000","110.00000000","8","LMGOOD","TICK","TICK",""
"6","1.00000000","110.00000000","9","LMGOOD","ah","ah",""
"6","1.00000000","110.00000000","10","LMGOOD","ab","ab",""
"7","1.00000000","40.00000000","0","LMGOOD","TICK","TICK",""
"7","1.00000000","40.00000000","1","LMGOOD","TICK","TICK",""
"7","1.00000000","40.00000000","2","LMGOOD","p","p",""
"7","1.00000000","40.00000000","3","LMGOOD","TICK","TICK",""
"8","1.00000000","180.00000000","0","LMGOOD","TICK","TICK",""
"8","1.00000000","180.00000000","1","LMGOOD","TICK","TICK",""
"8","1.00000000","180.00000000","2","LMGOOD","TICK","TICK",""
"8","1.00000000","180.00000000","3","LMGOOD","TICK","TICK",""
"8","1.00000000","180.00000000","4","LMGOOD","TICK","TICK",""
"8","1.00000000","180.00000000","5","LMGOOD","TICK","TICK",""
"8","1.00000000","180.00000000","6","LMGOOD","TICK","TICK",""
"8","1.00000000","180.00000000","7","LMGOOD","TICK","TICK",""
"8","1.00000000","180.00000000","8","LMGOOD","TICK","TICK",""
"8","1.00000000","180.00000000","9","LMGOOD","TICK","TICK",""
"8","1.00000000","180.00000000","10","LMGOOD","ao","ao",""
"8","1.00000000","180.00000000","11","LMGOOD","b","b",""
"8","1.00000000","180.00000000","12","LMGOOD","ac","ac",""
"8","1.00000000","180.00000000","13","LMGOOD","TICK","TICK",""
"8","1.00000000","180.00000000","14","LMGOOD","ab","ab",""
"8","1.00000000","180.00000000","15","LMGOOD","i","i",""
"8","1.00000000","180.00000000","16","LMGOOD","ah","ah",""
"8","1.00000000","180.00000000","17","LMGOOD","aa","aa",""
"9","1.00000000","110.00000000","0","LMGOOD","TICK","TICK",""
"9","1.00000000","110.00000000","1","LMGOOD","b","b",""
"9","1.00000000","110.00000000","2","LMGOOD","TICK","TICK",""
"9","1.00000000","110.00000000","3","LMGOOD","b","b",""
"9","1.00000000","110.00000000","4","LMGOOD","TICK","TICK",""
"9","1.00000000","110.00000000","5","LMGOOD","TICK","TICK",""
"9","1.00000000","110.00000000","6","LMGOOD","TICK","TICK",""
"9","1.00000000","110.00000000","7","LMGOOD","TICK","TICK",""
"9","1.00000000","110.00000000","8","LMGOOD","ac","ac",""
"9","1.00000000","110.00000000","9","LMGOOD","ab","ab",""
"9","1.00000000","110.00000000","10","LMGOOD","ah","ah",""
"29","0.97297299","200.00000000","0","LMGOOD","TICK","TICK",""
"29","0.97297299","200.00000000","1","LMGOOD","TICK","TICK",""
"29","0.97297299","200.00000000","2","LMGOOD","TICK","TICK",""
"29","0.97297299","200.00000000","3","LMGOOD","TICK","TICK",""
"29","0.97297299","200.00000000","4","LMGOOD","ao","ao",""
"29","0.97297299","200.00000000","5","LMGOOD","TICK","TICK",""
"29","0.97297299","200.00000000","6","LMGOOD","TICK","TICK",""
"29","0.97297299","200.00000000","7","LMGOOD","i","i",""
"29","0.97297299","200.00000000","8","LMGOOD","TICK","TICK",""
"29","0.97297299","200.00000000","9","LMGOOD","b","b",""
"29","0.97297299","200.00000000","10","LMGOOD","TICK","TICK",""
"29","0.97297299","200.00000000","11","LMGOOD","TICK","TICK",""
"29","0.97297299","200.00000000","12","LMGOOD","ar","ar",""
"29","0.97297299","200.00000000","13","LMGOOD","ab","ab",""
"29","0.97297299","200.00000000","14","LMGOOD","p","p",""
"29","0.97297299","200.00000000","15","L",,"p",""
"29","0.97297299","200.00000000","16","LMGOOD","as","as",""
"29","0.97297299","200.00000000","17","LMGOOD","l","l",""
"29","0.97297299","200.00000000","18","LMGOOD","aq","aq",""
"36","0.97142857","190.00000000","0","LMGOOD","TICK","TICK",""
"36","0.97142857","190.00000000","1","LMGOOD","TICK","TICK",""
"36","0.97142857","190.00000000","2","LMGOOD","TICK","TICK",""
"36","0.97142857","190.00000000","3","LMGOOD","TICK","TICK",""
"36","0.97142857","190.00000000","4","LMGOOD","TICK","TICK",""
"36","0.97142857","190.00000000","5","LMGOOD","TICK","TICK",""
"36","0.97142857","190.00000000","6","LMGOOD","TICK","TICK",""
"36","0.97142857","190.00000000","7","LMGOOD","TICK","TICK",""
"36","0.97142857","190.00000000","8","LMGOOD","TICK","TICK",""
"36","0.97142857","190.00000000","9","LMGOOD","TICK","TICK",""
"36","0.97142857","190.00000000","10","LMGOOD","ab","ab",""
"36","0.97142857","190.00000000","11","LMGOOD","TICK","TICK",""
"36","0.97142857","190.00000000","12","LMGOOD","ac","ac",""
"36","0.97142857","190.00000000","13","LMGOOD","ao","ao",""
"36","0.97142857","190.00000000","14","LMGOOD","ah","ah",""
"36","0.97142857","190.00000000","15","LMGOOD","i","i",""
"36","0.97142857","190.00000000","16","L",,"aa",""
"36","0.97142857","190.00000000","17","LMGOOD","b","b",""
"4","0.94117647","100.00000000","0","LMGOOD","TICK","TICK",""
"4","0.94117647","100.00000000","1","LMGOOD","TICK","TICK",""
"4","0.94117647","100.00000000","2","LMGOOD","TICK","TICK",""
"4","0.94117647","100.00000000","3","LMGOOD","TICK","TICK",""
"4","0.94117647","100.00000000","4","LMGOOD","TICK","TICK",""
"4","0.94117647","100.00000000","5","LMGOOD","TICK","TICK",""
"4","0.94117647","100.00000000","6","LMGOOD","TICK","TICK",""
"4","0.94117647","100.00000000","7","LMGOOD","ab","ab",""
"4","0.94117647","100.00000000","8","L",,"ah",""
"13","0.93750000","190.00000000","0","LMGOOD","TICK","TICK",""
"13","0.93750000","190.00000000","1","LMGOOD","TICK","TICK",""
"13","0.93750000","190.00000000","2","LMGOOD","TICK","TICK",""
"13","0.93750000","190.00000000","3","LMGOOD","TICK","TICK",""
"13","0.93750000","190.00000000","4","LMGOOD","TICK","TICK",""
"13","0.93750000","190.00000000","5","LMGOOD","TICK","TICK",""
"13","0.93750000","190.00000000","6","LMGOOD","TICK","TICK",""
"13","0.93750000","190.00000000","7","LMGOOD","TICK","TICK",""
"13","0.93750000","190.00000000","8","LMGOOD","ab","ab",""
"13","0.93750000","190.00000000","9","LMGOOD","TICK","TICK",""
"13","0.93750000","190.00000000","10","LMGOOD","TICK","TICK",""
"13","0.93750000","190.00000000","11","LMGOOD","ar","ar",""
"13","0.93750000","190.00000000","12","L",,"ar",""
"13","0.93750000","190.00000000","13","L",,"ar",""
"13","0.93750000","190.00000000","14","LMGOOD","p","p",""
"13","0.93750000","190.00000000","15","LMGOOD","l","l",""
"13","0.93750000","190.00000000","16","LMGOOD","aq","aq",""
"11","0.93333334","90.00000000","0","LMGOOD","TICK","TICK",""
"11","0.93333334","90.00000000","1","LMGOOD","TICK","TICK",""
"11","0.93333334","90.00000000","2","LMGOOD","TICK","TICK",""
"11","0.93333334","90.00000000","3","LMGOOD","p","p",""
"11","0.93333334","90.00000000","4","LMGOOD","TICK","TICK",""
"11","0.93333334","90.00000000","5","LMGOOD","TICK","TICK",""
"11","0.93333334","90.00000000","6","LMGOOD","TICK","TICK",""
"11","0.93333334","90.00000000","7","L",,"p",""
"20","0.90909088","70.00000000","0","LMGOOD","TICK","TICK",""
"20","0.90909088","70.00000000","1","LMGOOD","TICK","TICK",""
"20","0.90909088","70.00000000","2","LMGOOD","p","p",""
"20","0.90909088","70.00000000","3","LMGOOD","TICK","TICK",""
"20","0.90909088","70.00000000","4","LMGOOD","TICK","TICK",""
"20","0.90909088","70.00000000","5","L",,"p",""
"26","0.85714287","50.00000000","0","LMGOOD","TICK","TICK",""
"26","0.85714287","50.00000000","1","LMGOOD","p","p",""
"26","0.85714287","50.00000000","2","L",,"p",""
"26","0.85714287","50.00000000","3","LMGOOD","TICK","TICK",""
"37","0.83333331","90.00000000","0","LMGOOD","TICK","TICK",""
"37","0.83333331","90.00000000","1","LMGOOD","p","p",""
"37","0.83333331","90.00000000","2","LMGOOD","TICK","TICK",""
"37","0.83333331","90.00000000","3","LMGOOD","TICK","TICK",""
"37","0.83333331","90.00000000","4","L",,"p",""
"37","0.83333331","90.00000000","5","L",,"p",""
"37","0.83333331","90.00000000","6","LMGOOD","TICK","TICK",""
