traceName,alignmentFitness,alignmentCost,moveNr,moveType,processActivity,logActivity,log:attribute:concept:name
"14","1.00000000","220.00000000","11","LMGOOD","TICK","TICK",""
"14","1.00000000","220.00000000","12","LMGOOD","ab","ab",""
"14","1.00000000","220.00000000","13","LMGOOD","TICK","TICK",""
"14","1.00000000","220.00000000","14","LMGOOD","ao","ao",""
"14","1.00000000","220.00000000","15","LMGOOD","ar","ar",""
"14","1.00000000","220.00000000","16","LMGOOD","b","b",""
"14","1.00000000","220.00000000","17","LMGOOD","p","p",""
"14","1.00000000","220.00000000","18","LMGOOD","i","i",""
"14","1.00000000","220.00000000","19","LMGOOD","aa","aa",""
"14","1.00000000","220.00000000","20","LMGOOD","l","l",""
"14","1.00000000","220.00000000","21","LMGOOD","aq","aq",""
"16","1.00000000","180.00000000","0","LMGOOD","TICK","TICK",""
"16","1.00000000","180.00000000","1","LMGOOD","TICK","TICK",""
"16","1.00000000","180.00000000","2","LMGOOD","TICK","TICK",""
"16","1.00000000","180.00000000","3","LMGOOD","TICK","TICK",""
"16","1.00000000","180.00000000","4","LMGOOD","TICK","TICK",""
"16","1.00000000","180.00000000","5","LMGOOD","ac","ac",""
"16","1.00000000","180.00000000","6","LMGOOD","TICK","TICK",""
"16","1.00000000","180.00000000","7","LMGOOD","TICK","TICK",""
"16","1.00000000","180.00000000","8","LMGOOD","TICK","TICK",""
"16","1.00000000","180.00000000","9","LMGOOD","TICK","TICK",""
"16","1.00000000","180.00000000","10","LMGOOD","TICK","TICK",""
"16","1.00000000","180.00000000","11","LMGOOD","ah","ah",""
"16","1.00000000","180.00000000","12","LMGOOD","TICK","TICK",""
"16","1.00000000","180.00000000","13","LMGOOD","ab","ab",""
"16","1.00000000","180.00000000","14","LMGOOD","ao","ao",""
"16","1.00000000","180.00000000","15","LMGOOD","i","i",""
"16","1.00000000","180.00000000","16","LMGOOD","b","b",""
"16","1.00000000","180.00000000","17","LMGOOD","aa","aa",""
"17","1.00000000","40.00000000","0","LMGOOD","TICK","TICK",""
"17","1.00000000","40.00000000","1","LMGOOD","TICK","TICK",""
"17","1.00000000","40.00000000","2","LMGOOD","p","p",""
"17","1.00000000","40.00000000","3","LMGOOD","TICK","TICK",""
"18","1.00000000","150.00000000","0","LMGOOD","TICK","TICK",""
"18","1.00000000","150.00000000","1","LMGOOD","TICK","TICK",""
"18","1.00000000","150.00000000","2","LMGOOD","TICK","TICK",""
"18","1.00000000","150.00000000","3","LMGOOD","TICK","TICK",""
"18","1.00000000","150.00000000","4","LMGOOD","TICK","TICK",""
"18","1.00000000","150.00000000","5","LMGOOD","TICK","TICK",""
"18","1.00000000","150.00000000","6","LMGOOD","TICK","TICK",""
"18","1.00000000","150.00000000","7","LMGOOD","ao","ao",""
"18","1.00000000","150.00000000","8","LMGOOD","TICK","TICK",""
"18","1.00000000","150.00000000","9","LMGOOD","TICK","TICK",""
"18","1.00000000","150.00000000","10","LMGOOD","i","i",""
"18","1.00000000","150.00000000","11","LMGOOD","TICK","TICK",""
"18","1.00000000","150.00000000","12","LMGOOD","b","b",""
"18","1.00000000","150.00000000","13","LMGOOD","ab","ab",""
"18","1.00000000","150.00000000","14","LMGOOD","as","as",""
"19","1.00000000","160.00000000","0","LMGOOD","TICK","TICK",""
"19","1.00000000","160.00000000","1","LMGOOD","TICK","TICK",""
"19","1.00000000","160.00000000","2","LMGOOD","TICK","TICK",""
"19","1.00000000","160.00000000","3","LMGOOD","TICK","TICK",""
"19","1.00000000","160.00000000","4","LMGOOD","TICK","TICK",""
"19","1.00000000","160.00000000","5","LMGOOD","TICK","TICK",""
"19","1.00000000","160.00000000","6","LMGOOD","TICK","TICK",""
"19","1.00000000","160.00000000","7","LMGOOD","TICK","TICK",""
"19","1.00000000","160.00000000","8","LMGOOD","TICK","TICK",""
"19","1.00000000","160.00000000","9","LMGOOD","ad","ad",""
"19","1.00000000","160.00000000","10","LMGOOD","ab","ab",""
"19","1.00000000","160.00000000","11","LMGOOD","TICK","TICK",""
"19","1.00000000","160.00000000","12","LMGOOD","ao","ao",""
"19","1.00000000","160.00000000","13","LMGOOD","i","i",""
"19","1.00000000","160.00000000","14","LMGOOD","b","b",""
"19","1.00000000","160.00000000","15","LMGOOD","as","as",""
"2","1.00000000","110.00000000","0","LMGOOD","TICK","TICK",""
"2","1.00000000","110.00000000","1","LMGOOD","TICK","TICK",""
"2","1.00000000","110.00000000","2","LMGOOD","TICK","TICK",""
"2","1.00000000","110.00000000","3","LMGOOD","TICK","TICK",""
"2","1.00000000","110.00000000","4","LMGOOD","TICK","TICK",""
"2","1.00000000","110.00000000","5","LMGOOD","TICK","TICK",""
"2","1.00000000","110.00000000","6","LMGOOD","TICK","TICK",""
"2","1.00000000","110.00000000","7","LMGOOD","TICK","TICK",""
"2","1.00000000","110.00000000","8","LMGOOD","ab","ab",""
"2","1.00000000","110.00000000","9","LMGOOD","ac","ac",""
"2","1.00000000","110.00000000","10","LMGOOD","ah","ah",""
"20","1.00000000","100.00000000","0","LMGOOD","TICK","TICK",""
"20","1.00000000","100.00000000","1","LMGOOD","TICK","TICK",""
"20","1.00000000","100.00000000","2","LMGOOD","TICK","TICK",""
"20","1.00000000","100.00000000","3","LMGOOD","TICK","TICK",""
"20","1.00000000","100.00000000","4","LMGOOD","TICK","TICK",""
"20","1.00000000","100.00000000","5","LMGOOD","TICK","TICK",""
"20","1.00000000","100.00000000","6","LMGOOD","TICK","TICK",""
"20","1.00000000","100.00000000","7","LMGOOD","ac","ac",""
"20","1.00000000","100.00000000","8","LMGOOD","ab","ab",""
"20","1.00000000","100.00000000","9","LMGOOD","ah","ah",""
"23","1.00000000","140.00000000","0","LMGOOD","TICK","TICK",""
"23","1.00000000","140.00000000","1","LMGOOD","TICK","TICK",""
"23","1.00000000","140.00000000","2","LMGOOD","TICK","TICK",""
"23","1.00000000","140.00000000","3","LMGOOD","TICK","TICK",""
"23","1.00000000","140.00000000","4","LMGOOD","TICK","TICK",""
"23","1.00000000","140.00000000","5","LMGOOD","b","b",""
"23","1.00000000","140.00000000","6","LMGOOD","TICK","TICK",""
"23","1.00000000","140.00000000","7","LMGOOD","ab","ab",""
"23","1.00000000","140.00000000","8","LMGOOD","TICK","TICK",""
"23","1.00000000","140.00000000","9","LMGOOD","TICK","TICK",""
"23","1.00000000","140.00000000","10","LMGOOD","ar","ar",""
"23","1.00000000","140.00000000","11","LMGOOD","p","p",""
"23","1.00000000","140.00000000","12","LMGOOD","l","l",""
"23","1.00000000","140.00000000","13","LMGOOD","aq","aq",""
"24","1.00000000","150.00000000","0","LMGOOD","TICK","TICK",""
"24","1.00000000","150.00000000","1","LMGOOD","TICK","TICK",""
"24","1.00000000","150.00000000","2","LMGOOD","TICK","TICK",""
"24","1.00000000","150.00000000","3","LMGOOD","TICK","TICK",""
"24","1.00000000","150.00000000","4","LMGOOD","TICK","TICK",""
"24","1.00000000","150.00000000","5","LMGOOD","TICK","TICK",""
"24","1.00000000","150.00000000","6","LMGOOD","TICK","TICK",""
"24","1.00000000","150.00000000","7","LMGOOD","TICK","TICK",""
"24","1.00000000","150.00000000","8","LMGOOD","TICK","TICK",""
"24","1.00000000","150.00000000","9","LMGOOD","ab","ab",""
"24","1.00000000","150.00000000","10","LMGOOD","TICK","TICK",""
"24","1.00000000","150.00000000","11","LMGOOD","ar","ar",""
"24","1.00000000","150.00000000","12","LMGOOD","p","p",""
"24","1.00000000","150.00000000","13","LMGOOD","l","l",""
"24","1.00000000","150.00000000","14","LMGOOD","aq","aq",""
"25","1.00000000","120.00000000","0","LMGOOD","TICK","TICK",""
"25","1.00000000","120.00000000","1","LMGOOD","TICK","TICK",""
"25","1.00000000","120.00000000","2","LMGOOD","TICK","TICK",""
"25","1.00000000","120.00000000","3","LMGOOD","TICK","TICK",""
"25","1.00000000","120.00000000","4","LMGOOD","TICK","TICK",""
"25","1.00000000","120.00000000","5","LMGOOD","TICK","TICK",""
"25","1.00000000","120.00000000","6","LMGOOD","TICK","TICK",""
"25","1.00000000","120.00000000","7","LMGOOD","TICK","TICK",""
"25","1.00000000","120.00000000","8","LMGOOD","ab","ab",""
"25","1.00000000","120.00000000","9","LMGOOD","ar","ar",""
"25","1.00000000","120.00000000","10","LMGOOD","p","p",""
"25","1.00000000","120.00000000","11","LMGOOD","l","l",""
"26","1.00000000","40.00000000","0","LMGOOD","TICK","TICK",""
"26","1.00000000","40.00000000","1","LMGOOD","TICK","TICK",""
"26","1.00000000","40.00000000","2","LMGOOD","TICK","TICK",""
"26","1.00000000","40.00000000","3","LMGOOD","p","p",""
"27","1.00000000","40.00000000","0","LMGOOD","TICK","TICK",""
"27","1.00000000","40.00000000","1","LMGOOD","TICK","TICK",""
"27","1.00000000","40.00000000","2","LMGOOD","p","p",""
"27","1.00000000","40.00000000","3","LMGOOD","TICK","TICK",""
"28","1.00000000","100.00000000","0","LMGOOD","b","b",""
"28","1.00000000","100.00000000","1","LMGOOD","TICK","TICK",""
"28","1.00000000","100.00000000","2","LMGOOD","TICK","TICK",""
"28","1.00000000","100.00000000","3","LMGOOD","TICK","TICK",""
"28","1.00000000","100.00000000","4","LMGOOD","TICK","TICK",""
"28","1.00000000","100.00000000","5","LMGOOD","TICK","TICK",""
"28","1.00000000","100.00000000","6","LMGOOD","TICK","TICK",""
"28","1.00000000","100.00000000","7","LMGOOD","ac","ac",""
"28","1.00000000","100.00000000","8","LMGOOD","ab","ab",""
"28","1.00000000","100.00000000","9","LMGOOD","ah","ah",""
"29","1.00000000","100.00000000","0","LMGOOD","TICK","TICK",""
"29","1.00000000","100.00000000","1","LMGOOD","TICK","TICK",""
"29","1.00000000","100.00000000","2","LMGOOD","TICK","TICK",""
"29","1.00000000","100.00000000","3","LMGOOD","TICK","TICK",""
"29","1.00000000","100.00000000","4","LMGOOD","TICK","TICK",""
"29","1.00000000","100.00000000","5","LMGOOD","TICK","TICK",""
"29","1.00000000","100.00000000","6","LMGOOD","ac","ac",""
"29","1.00000000","100.00000000","7","LMGOOD","ah","ah",""
"29","1.00000000","100.00000000","8","LMGOOD","TICK","TICK",""
"29","1.00000000","100.00000000","9","LMGOOD","ab","ab",""
"3","1.00000000","30.00000000","0","LMGOOD","TICK","TICK",""
"3","1.00000000","30.00000000","1","LMGOOD","p","p",""
"3","1.00000000","30.00000000","2","LMGOOD","TICK","TICK",""
"30","1.00000000","30.00000000","0","LMGOOD","TICK","TICK",""
"30","1.00000000","30.00000000","1","LMGOOD","p","p",""
"30","1.00000000","30.00000000","2","LMGOOD","TICK","TICK",""
"31","1.00000000","100.00000000","0","LMGOOD","TICK","TICK",""
"31","1.00000000","100.00000000","1","LMGOOD","TICK","TICK",""
"31","1.00000000","100.00000000","2","LMGOOD","TICK","TICK",""
"31","1.00000000","100.00000000","3","LMGOOD","TICK","TICK",""
"31","1.00000000","100.00000000","4","LMGOOD","TICK","TICK",""
"31","1.00000000","100.00000000","5","LMGOOD","TICK","TICK",""
"31","1.00000000","100.00000000","6","LMGOOD","TICK","TICK",""
"31","1.00000000","100.00000000","7","LMGOOD","ac","ac",""
"31","1.00000000","100.00000000","8","LMGOOD","ah","ah",""
"31","1.00000000","100.00000000","9","LMGOOD","ab","ab",""
"33","1.00000000","60.00000000","0","LMGOOD","TICK","TICK",""
"33","1.00000000","60.00000000","1","LMGOOD","TICK","TICK",""
"33","1.00000000","60.00000000","2","LMGOOD","TICK","TICK",""
"33","1.00000000","60.00000000","3","LMGOOD","TICK","TICK",""
"33","1.00000000","60.00000000","4","LMGOOD","TICK","TICK",""
"33","1.00000000","60.00000000","5","LMGOOD","p","p",""
"34","1.00000000","30.00000000","0","LMGOOD","TICK","TICK",""
"34","1.00000000","30.00000000","1","LMGOOD","TICK","TICK",""
"34","1.00000000","30.00000000","2","LMGOOD","p","p",""
"35","1.00000000","160.00000000","0","LMGOOD","TICK","TICK",""
"35","1.00000000","160.00000000","1","LMGOOD","TICK","TICK",""
"35","1.00000000","160.00000000","2","LMGOOD","TICK","TICK",""
"35","1.00000000","160.00000000","3","LMGOOD","TICK","TICK",""
"35","1.00000000","160.00000000","4","LMGOOD","TICK","TICK",""
"35","1.00000000","160.00000000","5","LMGOOD","TICK","TICK",""
"35","1.00000000","160.00000000","6","LMGOOD","ac","ac",""
"35","1.00000000","160.00000000","7","LMGOOD","TICK","TICK",""
"35","1.00000000","160.00000000","8","LMGOOD","TICK","TICK",""
"35","1.00000000","160.00000000","9","LMGOOD","TICK","TICK",""
"35","1.00000000","160.00000000","10","LMGOOD","ao","ao",""
"35","1.00000000","160.00000000","11","LMGOOD","ah","ah",""
"35","1.00000000","160.00000000","12","LMGOOD","TICK","TICK",""
"35","1.00000000","160.00000000","13","LMGOOD","b","b",""
"35","1.00000000","160.00000000","14","LMGOOD","TICK","TICK",""
"35","1.00000000","160.00000000","15","LMGOOD","i","i",""
"36","1.00000000","140.00000000","0","LMGOOD","TICK","TICK",""
"36","1.00000000","140.00000000","1","LMGOOD","TICK","TICK",""
"36","1.00000000","140.00000000","2","LMGOOD","TICK","TICK",""
"36","1.00000000","140.00000000","3","LMGOOD","TICK","TICK",""
"36","1.00000000","140.00000000","4","LMGOOD","TICK","TICK",""
"36","1.00000000","140.00000000","5","LMGOOD","TICK","TICK",""
"36","1.00000000","140.00000000","6","LMGOOD","TICK","TICK",""
"36","1.00000000","140.00000000","7","LMGOOD","ab","ab",""
"36","1.00000000","140.00000000","8","LMGOOD","TICK","TICK",""
"36","1.00000000","140.00000000","9","LMGOOD","TICK","TICK",""
"36","1.00000000","140.00000000","10","LMGOOD","ar","ar",""
"36","1.00000000","140.00000000","11","LMGOOD","p","p",""
"36","1.00000000","140.00000000","12","LMGOOD","l","l",""
"36","1.00000000","140.00000000","13","LMGOOD","aq","aq",""
"37","1.00000000","250.00000000","0","LMGOOD","TICK","TICK",""
"37","1.00000000","250.00000000","1","LMGOOD","TICK","TICK",""
"37","1.00000000","250.00000000","2","LMGOOD","TICK","TICK",""
"37","1.00000000","250.00000000","3","LMGOOD","TICK","TICK",""
"37","1.00000000","250.00000000","4","LMGOOD","TICK","TICK",""
"37","1.00000000","250.00000000","5","LMGOOD","TICK","TICK",""
"37","1.00000000","250.00000000","6","LMGOOD","TICK","TICK",""
"37","1.00000000","250.00000000","7","LMGOOD","TICK","TICK",""
"37","1.00000000","250.00000000","8","LMGOOD","TICK","TICK",""
"37","1.00000000","250.00000000","9","LMGOOD","TICK","TICK",""
"37","1.00000000","250.00000000","10","LMGOOD","TICK","TICK",""
"37","1.00000000","250.00000000","11","LMGOOD","TICK","TICK",""
"37","1.00000000","250.00000000","12","LMGOOD","TICK","TICK",""
"37","1.00000000","250.00000000","13","LMGOOD","TICK","TICK",""
"37","1.00000000","250.00000000","14","LMGOOD","ao","ao",""
"37","1.00000000","250.00000000","15","LMGOOD","TICK","TICK",""
"37","1.00000000","250.00000000","16","LMGOOD","i","i",""
"37","1.00000000","250.00000000","17","LMGOOD","b","b",""
"37","1.00000000","250.00000000","18","LMGOOD","TICK","TICK",""
"37","1.00000000","250.00000000","19","LMGOOD","ab","ab",""
"37","1.00000000","250.00000000","20","LMGOOD","aa","aa",""
"37","1.00000000","250.00000000","21","LMGOOD","ar","ar",""
"37","1.00000000","250.00000000","22","LMGOOD","p","p",""
"37","1.00000000","250.00000000","23","LMGOOD","l","l",""
"37","1.00000000","250.00000000","24","LMGOOD","aq","aq",""
"38","1.00000000","40.00000000","0","LMGOOD","TICK","TICK",""
"38","1.00000000","40.00000000","1","LMGOOD","TICK","TICK",""
"38","1.00000000","40.00000000","2","LMGOOD","TICK","TICK",""
"38","1.00000000","40.00000000","3","LMGOOD","p","p",""
"39","1.00000000","40.00000000","0","LMGOOD","TICK","TICK",""
"39","1.00000000","40.00000000","1","LMGOOD","TICK","TICK",""
"39","1.00000000","40.00000000","2","LMGOOD","p","p",""
"39","1.00000000","40.00000000","3","LMGOOD","TICK","TICK",""
"4","1.00000000","100.00000000","0","LMGOOD","TICK","TICK",""
"4","1.00000000","100.00000000","1","LMGOOD","TICK","TICK",""
"4","1.00000000","100.00000000","2","LMGOOD","TICK","TICK",""
"4","1.00000000","100.00000000","3","LMGOOD","TICK","TICK",""
"4","1.00000000","100.00000000","4","LMGOOD","TICK","TICK",""
"4","1.00000000","100.00000000","5","LMGOOD","TICK","TICK",""
"4","1.00000000","100.00000000","6","LMGOOD","TICK","TICK",""
"4","1.00000000","100.00000000","7","LMGOOD","ac","ac",""
"4","1.00000000","100.00000000","8","LMGOOD","ab","ab",""
"4","1.00000000","100.00000000","9","LMGOOD","ah","ah",""
"6","1.00000000","230.00000000","0","LMGOOD","TICK","TICK",""
"6","1.00000000","230.00000000","1","LMGOOD","TICK","TICK",""
"6","1.00000000","230.00000000","2","LMGOOD","TICK","TICK",""
"6","1.00000000","230.00000000","3","LMGOOD","TICK","TICK",""
"6","1.00000000","230.00000000","4","LMGOOD","TICK","TICK",""
"6","1.00000000","230.00000000","5","LMGOOD","TICK","TICK",""
"6","1.00000000","230.00000000","6","LMGOOD","TICK","TICK",""
"6","1.00000000","230.00000000","7","LMGOOD","TICK","TICK",""
"6","1.00000000","230.00000000","8","LMGOOD","TICK","TICK",""
"6","1.00000000","230.00000000","9","LMGOOD","TICK","TICK",""
"6","1.00000000","230.00000000","10","LMGOOD","TICK","TICK",""
"6","1.00000000","230.00000000","11","LMGOOD","ar","ar",""
"6","1.00000000","230.00000000","12","LMGOOD","TICK","TICK",""
"6","1.00000000","230.00000000","13","LMGOOD","TICK","TICK",""
"6","1.00000000","230.00000000","14","LMGOOD","TICK","TICK",""
"6","1.00000000","230.00000000","15","LMGOOD","ab","ab",""
"6","1.00000000","230.00000000","16","LMGOOD","p","p",""
"6","1.00000000","230.00000000","17","LMGOOD","ao","ao",""
"6","1.00000000","230.00000000","18","LMGOOD","b","b",""
"6","1.00000000","230.00000000","19","LMGOOD","l","l",""
"6","1.00000000","230.00000000","20","LMGOOD","i","i",""
"6","1.00000000","230.00000000","21","LMGOOD","aa","aa",""
"6","1.00000000","230.00000000","22","LMGOOD","aq","aq",""
"7","1.00000000","40.00000000","0","LMGOOD","TICK","TICK",""
"7","1.00000000","40.00000000","1","LMGOOD","TICK","TICK",""
"7","1.00000000","40.00000000","2","LMGOOD","p","p",""
"7","1.00000000","40.00000000","3","LMGOOD","TICK","TICK",""
"8","1.00000000","30.00000000","0","LMGOOD","TICK","TICK",""
"8","1.00000000","30.00000000","1","LMGOOD","p","p",""
"8","1.00000000","30.00000000","2","LMGOOD","TICK","TICK",""
"9","0.97142857","180.00000000","0","LMGOOD","TICK","TICK",""
"9","0.97142857","180.00000000","1","LMGOOD","TICK","TICK",""
"9","0.97142857","180.00000000","2","LMGOOD","TICK","TICK",""
"9","0.97142857","180.00000000","3","LMGOOD","TICK","TICK",""
"9","0.97142857","180.00000000","4","LMGOOD","TICK","TICK",""
"9","0.97142857","180.00000000","5","LMGOOD","TICK","TICK",""
"9","0.97142857","180.00000000","6","LMGOOD","TICK","TICK",""
"9","0.97142857","180.00000000","7","LMGOOD","TICK","TICK",""
"9","0.97142857","180.00000000","8","LMGOOD","TICK","TICK",""
"9","0.97142857","180.00000000","9","LMGOOD","ac","ac",""
"9","0.97142857","180.00000000","10","LMGOOD","TICK","TICK",""
"9","0.97142857","180.00000000","11","LMGOOD","TICK","TICK",""
"9","0.97142857","180.00000000","12","LMGOOD","ah","ah",""
"9","0.97142857","180.00000000","13","LMGOOD","b","b",""
"9","0.97142857","180.00000000","14","MREAL","ao",,""
"9","0.97142857","180.00000000","15","LMGOOD","i","i",""
"9","0.97142857","180.00000000","16","LMGOOD","as","as",""
"9","0.97142857","180.00000000","17","LMGOOD","ab","ab",""
"15","0.96774197","170.00000000","0","LMGOOD","b","b",""
"15","0.96774197","170.00000000","1","LMGOOD","TICK","TICK",""
"15","0.96774197","170.00000000","2","LMGOOD","b","b",""
"15","0.96774197","170.00000000","3","LMGOOD","TICK","TICK",""
"15","0.96774197","170.00000000","4","LMGOOD","TICK","TICK",""
"15","0.96774197","170.00000000","5","LMGOOD","TICK","TICK",""
"15","0.96774197","170.00000000","6","LMGOOD","TICK","TICK",""
"15","0.96774197","170.00000000","7","LMGOOD","TICK","TICK",""
"15","0.96774197","170.00000000","8","LMGOOD","ab","ab",""
"15","0.96774197","170.00000000","9","LMGOOD","TICK","TICK",""
"15","0.96774197","170.00000000","10","LMGOOD","TICK","TICK",""
"15","0.96774197","170.00000000","11","LMGOOD","ar","ar",""
"15","0.96774197","170.00000000","12","LMGOOD","p","p",""
"15","0.96774197","170.00000000","13","L",,"p",""
"15","0.96774197","170.00000000","14","LMGOOD","l","l",""
"15","0.96774197","170.00000000","15","LMGOOD","aq","aq",""
"32","0.95238096","120.00000000","0","LMGOOD","TICK","TICK",""
"32","0.95238096","120.00000000","1","LMGOOD","TICK","TICK",""
"32","0.95238096","120.00000000","2","LMGOOD","TICK","TICK",""
"32","0.95238096","120.00000000","3","LMGOOD","TICK","TICK",""
"32","0.95238096","120.00000000","4","LMGOOD","TICK","TICK",""
"32","0.95238096","120.00000000","5","LMGOOD","TICK","TICK",""
"32","0.95238096","120.00000000","6","LMGOOD","ab","ab",""
"32","0.95238096","120.00000000","7","LMGOOD","TICK","TICK",""
"32","0.95238096","120.00000000","8","LMGOOD","ac","ac",""
"32","0.95238096","120.00000000","9","L",,"ac",""
"32","0.95238096","120.00000000","10","LMGOOD","ah","ah",""
"5","0.91304350","290.00000000","0","LMGOOD","TICK","TICK",""
"5","0.91304350","290.00000000","1","LMGOOD","TICK","TICK",""
"5","0.91304350","290.00000000","2","LMGOOD","TICK","TICK",""
"5","0.91304350","290.00000000","3","LMGOOD","TICK","TICK",""
"5","0.91304350","290.00000000","4","LMGOOD","TICK","TICK",""
"5","0.91304350","290.00000000","5","LMGOOD","TICK","TICK",""
"5","0.91304350","290.00000000","6","LMGOOD","TICK","TICK",""
"5","0.91304350","290.00000000","7","LMGOOD","TICK","TICK",""
"5","0.91304350","290.00000000","8","LMGOOD","TICK","TICK",""
"5","0.91304350","290.00000000","9","LMGOOD","TICK","TICK",""
"5","0.91304350","290.00000000","10","LMGOOD","TICK","TICK",""
"5","0.91304350","290.00000000","11","LMGOOD","TICK","TICK",""
"5","0.91304350","290.00000000","12","LMGOOD","TICK","TICK",""
"5","0.91304350","290.00000000","13","LMGOOD","ab","ab",""
"5","0.91304350","290.00000000","14","LMGOOD","ao","ao",""
"5","0.91304350","290.00000000","15","L",,"ao",""
"5","0.91304350","290.00000000","16","LMGOOD","ar","ar",""
"5","0.91304350","290.00000000","17","L",,"ao",""
"5","0.91304350","290.00000000","18","L",,"ar",""
"5","0.91304350","290.00000000","19","LMGOOD","b","b",""
"5","0.91304350","290.00000000","20","LMGOOD","p","p",""
"5","0.91304350","290.00000000","21","L",,"p",""
