,event,case
192,o,13
193,m,13
194,av,13
195,ab,13
196,ar,13
197,p,13
198,l,13
199,aq,13
200,c,14
201,s,14
202,y,14
203,f,14
204,m,14
205,aj,14
206,o,14
207,m,14
208,av,14
209,ar,14
210,ab,14
211,p,14
212,l,14
213,aq,14
214,y,15
215,c,15
216,o,15
217,b,15
218,f,15
219,m,15
220,aj,15
221,av,15
222,ar,15
223,m,15
224,ab,15
225,p,15
226,l,15
227,aq,15
228,s,16
229,y,16
230,f,16
231,c,16
232,aj,16
233,m,16
234,o,16
235,av,16
236,ar,16
237,m,16
238,p,16
239,l,16
240,ab,16
241,aq,16
242,y,17
243,q,17
244,aj,17
245,c,17
246,o,17
247,m,17
248,f,17
249,aj,17
250,av,17
251,m,17
252,ar,17
253,p,17
254,ab,17
255,l,17
256,aq,17
257,m,18
258,q,18
259,y,18
260,f,18
261,aj,18
262,aj,18
263,c,18
264,m,18
265,ab,18
266,o,18
267,av,18
268,ar,18
269,p,18
270,l,18
271,aq,18
272,f,19
273,m,19
274,c,19
275,b,19
276,y,19
277,aj,19
278,o,19
279,m,19
280,ab,19
281,av,19
282,ar,19
283,p,19
284,l,19
285,aq,19
286,f,20
287,aj,20
288,m,20
289,y,20
290,c,20
291,b,20
292,o,20
293,m,20
294,av,20
295,ab,20
296,ar,20
297,p,20
298,l,20
299,aq,20
300,f,21
301,u,21
302,c,21
303,m,21
304,q,21
305,aj,21
306,y,21
307,o,21
308,av,21
309,m,21
310,ar,21
311,ab,21
312,p,21
313,l,21
314,aj,22
315,y,22
316,c,22
317,b,22
318,f,22
319,m,22
320,m,22
321,ab,22
322,o,22
323,av,22
324,ar,22
325,p,22
326,l,22
327,aq,22
328,c,23
329,y,23
330,m,23
331,f,23
332,aj,23
333,s,23
334,o,23
335,av,23
336,ar,23
337,m,23
338,p,23
339,l,23
340,ab,23
341,aq,23
342,q,24
343,y,24
344,f,24
345,m,24
346,c,24
347,aj,24
348,aj,24
349,o,24
350,av,24
351,m,24
352,ar,24
353,p,24
354,ab,24
355,l,24
356,aq,24
357,c,25
358,f,25
359,y,25
360,m,25
361,u,25
362,q,25
363,aj,25
364,o,25
365,m,25
366,ab,25
367,av,25
368,ar,25
369,p,25
370,l,25
371,aq,25
372,aj,26
373,f,26
374,s,26
375,m,26
376,y,26
377,c,26
378,m,26
379,o,26
380,av,26
381,ab,26
382,ar,26
383,p,26
384,l,26
385,aq,26
386,m,27
387,s,27
388,y,27
389,f,27
390,aj,27
391,c,27
392,m,27
393,o,27
394,ab,27
395,av,27
396,ar,27
397,p,27
398,l,27
399,aj,28
400,y,28
401,m,28
402,b,28
403,c,28
404,f,28
405,m,28
406,ab,28
407,o,28
408,av,28
409,ar,28
410,p,28
411,l,28
412,aq,28
413,f,29
414,b,29
415,y,29
416,c,29
417,m,29
418,aj,29
419,o,29
420,m,29
421,av,29
422,ar,29
423,ab,29
424,p,29
425,l,29
426,aq,29
427,m,30
428,f,30
429,aj,30
430,s,30
431,c,30
432,y,30
433,o,30
434,av,30
435,ar,30
436,m,30
437,ab,30
438,p,30
439,l,30
440,aq,30
441,y,31
442,c,31
443,aj,31
444,o,31
445,f,31
446,b,31
447,m,31
448,av,31
449,ar,31
450,m,31
451,p,31
452,ab,31
453,l,31
454,aq,31
455,u,32
456,m,32
457,y,32
458,f,32
459,aj,32
460,c,32
461,o,32
462,q,32
463,av,32
464,m,32
465,ab,32
466,ar,32
467,p,32
468,l,32
469,aq,32
470,aj,33
471,y,33
472,s,33
473,f,33
474,m,33
475,c,33
476,m,33
477,ab,33
478,o,33
479,av,33
480,ar,33
481,p,33
482,l,33
483,aq,33
484,aj,34
485,y,34
486,m,34
487,f,34
488,c,34
489,b,34
490,o,34
491,m,34
492,av,34
493,ar,34
494,p,34
495,ab,34
496,l,34
497,aq,34
498,m,35
499,f,35
500,c,35
501,aj,35
502,y,35
503,o,35
504,s,35
505,m,35
506,av,35
507,ab,35
508,ar,35
509,p,35
510,l,35
511,aq,35
512,m,36
513,y,36
514,b,36
515,c,36
516,f,36
517,aj,36
518,m,36
519,o,36
520,ab,36
521,av,36
522,ar,36
523,p,36
524,l,36
525,aq,36
526,y,37
527,aj,37
528,f,37
529,q,37
530,aj,37
531,c,37
532,m,37
533,m,37
534,o,37
535,ab,37
536,av,37
537,ar,37
538,p,37
539,l,37
540,aq,37
541,f,38
542,m,38
543,y,38
544,b,38
545,aj,38
546,c,38
547,o,38
548,m,38
549,av,38
550,ab,38
551,ar,38
552,p,38
553,l,38
554,aq,38
555,m,39
556,aj,39
557,s,39
558,f,39
559,c,39
560,y,39
561,m,39
562,o,39
563,av,39
564,ab,39
565,ar,39
566,p,39
567,l,39
568,aq,39
569,f,40
570,y,40
571,m,40
572,c,40
573,aj,40
574,aj,40
575,q,40
576,m,40
577,o,40
578,ab,40
579,av,40
580,ar,40
581,p,40
582,l,40
583,aq,40
584,y,41
585,m,41
586,aj,41
587,c,41
588,q,41
589,f,41
590,aj,41
591,o,41
592,m,41
593,av,41
594,ab,41
595,ar,41
596,p,41
597,l,41
598,aq,41
599,f,42
600,y,42
601,aj,42
602,c,42
603,m,42
604,b,42
605,m,42
606,ab,42
607,o,42
608,av,42
609,ar,42
610,p,42
611,l,42
612,m,43
613,f,43
614,y,43
615,c,43
616,o,43
617,s,43
618,aj,43
619,av,43
620,ar,43
621,m,43
622,ab,43
623,p,43
624,l,43
625,aq,43
626,c,44
627,aj,44
628,f,44
629,b,44
630,m,44
631,y,44
632,m,44
633,o,44
634,ab,44
635,av,44
636,ar,44
637,p,44
638,l,44
639,aq,44
640,m,45
641,s,45
642,aj,45
643,f,45
644,m,45
645,y,45
646,c,45
647,o,45
648,ab,45
649,av,45
650,ar,45
651,p,45
652,l,45
653,aq,45
654,c,46
655,f,46
656,b,46
657,y,46
658,aj,46
659,m,46
660,o,46
661,m,46
662,av,46
663,ar,46
664,p,46
665,l,46
666,ab,46
667,aq,46
668,c,47
669,m,47
670,f,47
671,y,47
672,o,47
673,b,47
674,av,47
675,aj,47
676,m,47
677,ar,47
678,p,47
679,l,47
680,ab,47
681,aq,47
682,m,48
683,c,48
684,aj,48
685,s,48
686,y,48
687,f,48
688,o,48
689,m,48
690,av,48
691,ab,48
692,ar,48
693,p,48
694,l,48
695,aq,48
696,b,49
697,f,49
698,c,49
699,m,49
700,aj,49
701,y,49
702,m,49
703,o,49
704,av,49
705,ab,49
706,ar,49
707,p,49
708,l,49
709,aq,49
710,aj,50
711,m,50
712,c,50
713,aj,50
714,y,50
715,o,50
716,q,50
717,f,50
718,m,50
719,av,50
720,ar,50
721,ab,50
722,p,50
723,l,50
724,aq,50
725,q,51
726,c,51
727,m,51
728,aj,51
729,y,51
730,o,51
731,u,51
732,av,51
733,f,51
734,ar,51
735,p,51
736,m,51
737,ab,51
738,l,51
739,aq,51
740,f,52
741,y,52
742,aj,52
743,b,52
744,m,52
745,c,52
746,m,52
747,o,52
748,ab,52
749,av,52
750,ar,52
751,p,52
752,l,52
753,aq,52
754,f,53
755,m,53
756,c,53
757,aj,53
758,b,53
759,y,53
760,o,53
761,m,53
762,av,53
763,ab,53
764,ar,53
765,p,53
766,l,53
767,aq,53
768,m,54
769,q,54
770,aj,54
771,aj,54
772,f,54
773,c,54
774,y,54
775,o,54
776,m,54
777,av,54
778,ar,54
779,ab,54
780,p,54
781,l,54
782,c,55
783,f,55
784,s,55
785,m,55
786,aj,55
787,y,55
788,o,55
789,m,55
790,av,55
791,ar,55
792,ab,55
793,p,55
794,f,56
795,q,56
796,m,56
797,c,56
798,aj,56
799,aj,56
800,y,56
801,m,56
802,o,56
803,av,56
804,ab,56
805,ar,56
806,p,56
807,l,56
808,aq,56
